date,TREA0005
2022-01-01,93.63695945015264
2022-02-01,96.14608891607956
2022-03-01,98.83148464526484
2022-04-01,99.33334115797776
2022-05-01,98.67189589027905
2022-06-01,99.325958190186
2022-07-01,96.17623756480684
2022-08-01,97.45497226426563
2022-09-01,97.04894026979908
2022-10-01,95.38852875819546
2022-11-01,98.32694258507756
2022-12-01,100.06656930271876
2023-01-01,100.31318131881524
2023-02-01,100.51075433379462
2023-03-01,103.2927159387379
2023-04-01,104.04227101805662
2023-05-01,106.44739721216558
2023-06-01,106.97342544729918
2023-07-01,108.24107165089482
2023-08-01,105.34981999325454
2023-09-01,104.43265143703826
2023-10-01,101.22388916267792
2023-11-01,103.59324428452383
2023-12-01,104.7130336356654
2024-01-01,104.47234943435598
2024-02-01,102.39030145014628
2024-03-01,106.25757137533776
2024-04-01,104.88010181844427
2024-05-01,104.31760661778678
2024-06-01,103.95532664941008


 Definition: Tipo de cambio real bilateral Perú. Source: BCE
