date,TUSD0008
2022-01-01,0.927099995058557
2022-02-01,0.9178999953462472
2022-03-01,0.9226000382140936
2022-04-01,0.970899991281318
2022-05-01,0.9587999812842244
2022-06-01,0.9548999785242996
2022-07-01,0.952800002896512
2022-08-01,0.9755000242411755
2022-09-01,0.979899997285677
2022-10-01,1.0013999571400818
2022-11-01,0.9505999806838084
2022-12-01,0.9226000382140936
2023-01-01,0.9158999591783388
2023-02-01,0.937600000900096
2023-03-01,0.9149499993549602
2023-04-01,0.8937500150820314
2023-05-01,0.9031500700347722
2023-06-01,0.8982500113628626
2023-07-01,0.8713500453624834
2023-08-01,0.8811500417885407
2023-09-01,0.9153000550369924
2023-10-01,0.9044500116357492
2023-11-01,0.8752500042230813
2023-12-01,0.840099988700655
2024-01-01,0.8599999982800001
2024-02-01,0.8833500095092629
2024-03-01,0.9022500492177402
2024-04-01,0.9194000583635158
2024-05-01,0.9028499995079466
2024-06-01,0.8986500658440904


 Definition: Cotización del USD en Suiza. Source: BCE
