date,UNTL1001
2012-01-19,362.0823143437872
2012-01-20,362.440035258925
2012-01-21,362.7977561740629
2012-01-22,363.15547708920064
2012-01-23,363.5131980043385
2012-01-24,363.87091891947625
2012-01-25,364.2286398346141
2012-01-26,364.5863607497519
2012-01-27,364.9440816648897
2012-01-28,365.3018025800276
2012-01-29,365.6595234951654
2012-01-30,366.0172444103032
2012-01-31,366.374965325441
2012-02-01,366.73268624057886
2012-02-02,367.0904071557167
2012-02-03,367.44812807085447
2012-02-04,367.8058489859922
2012-02-05,368.1635699011301
2012-02-06,368.521290816268
2012-02-07,368.87901173140574
2012-02-08,369.2367326465436
2012-02-09,369.5944535616814
2012-02-10,369.9521744768192
2012-02-12,370.309895391957
2012-02-13,370.6676163070949
2012-02-14,371.0253372222327
2012-02-15,371.3830581373705
2012-02-16,371.74077905250834
2012-02-17,372.09849996764615
2012-02-20,372.456220882784
2012-02-21,372.81394179792176
2012-02-22,373.1716627130596
2012-02-23,373.5293836281974
2012-02-24,373.8871045433352
2012-02-25,374.2448254584731
2012-02-26,374.6025463736109
2012-02-27,374.9602672887487
2012-02-28,375.3179882038865
2012-02-29,375.6757091190244
2012-03-01,376.03343003416217
2012-03-02,376.3911509493
2012-03-03,376.7488718644378
2012-03-04,377.1065927795757
2012-03-05,377.46431369471344
2012-03-06,377.8220346098512
2012-03-07,378.1797555249891
2012-03-08,378.5374764401269
2012-03-09,378.8951973552647
2012-03-11,379.2529182704025
2012-03-12,379.6106391855404
2012-03-13,379.9683601006782
2012-03-14,380.326081015816
2012-03-15,380.6838019309538
2012-03-16,381.04152284609165
2012-03-17,381.3992437612295
2012-03-18,381.75696467636726
2012-03-19,382.1146855915051
2012-03-20,382.4724065066429
2012-03-21,382.83012742178073
2012-03-22,383.1878483369186
2012-03-23,383.5455692520564
2012-03-27,383.9032901671942
2012-03-29,384.261011082332
2012-03-30,384.61873199746987
2012-03-31,384.97645291260767
2012-04-01,385.3341738277455
2012-04-02,385.6918947428833
2012-04-03,386.04961565802114
2012-04-04,386.4073365731589
2012-04-05,386.7650574882968
2012-04-06,387.1227784034346
2012-04-07,387.4804993185724
2012-04-08,387.8382202337102
2012-04-09,388.195941148848
2012-04-10,388.5536620639859
2012-04-11,388.9113829791237
2012-04-12,389.2691038942615
2012-04-13,389.6268248093993
2012-04-14,389.9845457245372
2012-04-15,390.34226663967496
2012-04-16,390.6999875548128
2012-04-17,391.0577084699506
2012-04-18,391.4154293850884
2012-04-19,391.77315030022623
2012-04-20,392.130871215364
2012-04-21,392.4885921305019
2012-04-22,392.8463130456397
2012-04-23,393.2040339607775
2012-04-24,393.56175487591537
2012-04-25,393.9194757910532
2012-04-26,394.277196706191
2012-04-27,394.6349176213288
2012-04-28,394.9926385364666
2012-04-29,395.3503594516045
2012-04-30,395.7080803667423
2012-05-01,396.0658012818801
2012-05-02,396.4235221970179
2012-05-03,396.7812431121557
2012-05-04,397.1389640272935
2012-05-05,397.4966849424314
2012-05-06,397.8544058575692
2012-05-07,398.212126772707
2012-05-08,398.5698476878448
2012-05-09,398.92756860298266
2012-05-10,399.28528951812046
2012-05-11,399.6430104332583
2012-05-12,400.0007313483961
2012-05-13,400.35845226353393
2012-05-14,400.7161731786717
2012-05-15,401.0738940938096
2012-05-16,401.4316150089474
2012-05-17,401.7893359240852
2012-05-18,402.147056839223
2012-05-19,402.5047777543608
2012-05-20,402.8624986694987
2012-05-21,403.2202195846365
2012-05-22,403.5779404997743
2012-05-23,403.93566141491215
2012-05-24,404.29338233005
2012-05-25,404.65110324518776
2012-05-26,405.0088241603256
2012-05-27,405.3665450754634
2012-05-28,405.7242659906012
2012-05-29,406.08198690573903
2012-05-30,406.4397078208769
2012-05-31,406.7974287360147
2012-06-01,407.1551496511525
2012-06-02,407.5128705662903
2012-06-03,407.87059148142816
2012-06-04,408.228312396566
2012-06-05,408.5860333117038
2012-06-06,408.9437542268416
2012-06-07,409.3014751419794
2012-06-08,409.6591960571173
2012-06-09,410.0169169722551
2012-06-10,410.3746378873929
2012-06-11,410.7323588025307
2012-06-12,411.0900797176685
2012-06-13,411.4478006328063
2012-06-14,411.8055215479442
2012-06-15,412.163242463082
2012-06-16,412.5209633782198
2012-06-17,412.8786842933577
2012-06-18,413.23640520849546
2012-06-19,413.59412612363326
2012-06-20,413.9518470387711
2012-06-23,414.3095679539089
2012-06-24,414.66728886904673
2012-06-25,415.0250097841845
2012-06-26,415.3827306993224
2012-06-27,415.7404516144602
2012-06-28,416.098172529598
2012-06-29,416.4558934447358
2012-06-30,416.81361435987367
2012-07-01,417.1713352750115
2012-07-02,417.5290561901493
2012-07-03,417.8867771052872
2012-07-04,418.24449802042494
2012-07-05,418.6022189355628
2012-07-06,418.95993985070055
2012-07-07,419.3176607658384
2012-07-08,419.6753816809762
2012-07-09,420.033102596114
2012-07-10,420.3908235112518
2012-07-11,420.7485444263897
2012-07-12,421.1062653415275
2012-07-13,421.4639862566653
2012-07-14,421.8217071718032
2012-07-15,422.17942808694096
2012-07-16,422.5371490020788
2012-07-17,422.8948699172166
2012-07-18,423.2525908323544
2012-07-19,423.6103117474922
2012-07-20,423.9680326626301
2012-07-21,424.3257535777679
2012-07-22,424.6834744929057
2012-07-23,425.0411954080435
2012-07-24,425.3989163231813
2012-07-25,425.7566372383192
2012-07-26,426.114358153457
2012-07-27,414.6778254847645
2012-07-28,415.2676731301939
2012-07-29,416.4931578947368
2012-07-30,416.89814404432127
2012-07-31,418.1236288088642
2012-08-01,419.3491135734072
2012-08-02,420.2946398891967
2012-08-03,420.884487534626
2012-08-04,422.15706371191135
2012-08-05,423.3825484764543
2012-08-06,424.6080332409972
2012-08-07,425.19788088642656
2012-08-08,426.4233656509695
2012-08-09,427.6488504155124
2012-08-10,428.87433518005537
2012-08-11,429.2826454293629
2012-08-12,429.6909556786703
2012-08-13,430.0992659279778
2012-08-14,431.1432132963988
2012-08-15,431.7330609418283
2012-08-16,432.53426592797786
2012-08-17,433.1221745152354
2012-08-18,433.5285457063711
2012-08-19,434.9099861495845
2012-08-20,436.13630193905817
2012-08-21,436.5454432132964
2012-08-22,437.60130193905815
2012-08-23,438.08301939058174
2012-08-24,438.6750831024931
2012-08-25,439.7198614958448
2012-08-26,440.9406371191135
2012-08-27,441.8831717451523
2012-08-28,442.2784626038781
2012-08-29,442.85529085872577
2012-08-30,444.067756232687
2012-08-31,445.2802216066482
2012-09-01,446.3111495844876
2012-09-02,446.8685872576177
2012-09-03,447.5406094182825
2012-09-04,448.21623268698056
2012-09-05,449.1222299168975
2012-09-06,449.39259002770086
2012-09-07,450.29858725761767
2012-09-08,450.568947368421
2012-09-09,451.0319252077562
2012-09-10,453.21520775623264
2012-09-11,454.1084626038781
2012-09-12,455.4547229916897
2012-09-13,455.60680055401656
2012-09-14,455.6946121883656
2012-09-15,455.4885180055401
2012-09-16,456.08851800554015
2012-09-17,455.6663573407202
2012-09-18,455.9797506925207
2012-09-19,456.5797506925207
2012-09-20,456.4207479224376
2012-09-21,456.2008033240997
2012-09-22,455.9836288088642
2012-09-23,455.7664542936288
2012-09-24,455.5492797783934
2012-09-25,455.51364265927975
2012-09-26,455.91281163434894
2012-09-27,455.8771745152354
2012-09-28,455.79878116343485
2012-09-29,455.7203878116343
2012-09-30,457.30117728531854
2012-10-01,459.4809556786704
2012-10-02,459.9081994459833
2012-10-03,460.78954293628806
2012-10-04,461.1890858725761
2012-10-05,462.0704293628809
2012-10-06,462.49767313019385
2012-10-07,463.0293490304709
2012-10-08,463.3570498614957
2012-10-09,464.3203878116343
2012-10-10,464.8296260387812
2012-10-11,465.15732686980607
2012-10-12,466.1206648199446
2012-10-13,466.6299030470914
2012-10-14,467.1521606648199
2012-10-15,468.1154986149584
2012-10-16,468.44319944598334
2012-10-17,468.9524376731301
2012-10-18,469.9157756232687
2012-10-19,470.2434764542936
2012-10-20,471.20681440443207
2012-10-21,471.7160526315789
2012-10-22,472.04375346260383
2012-10-23,472.3714542936288
2012-10-24,472.74319944598335
2012-10-25,472.3548337950138
2012-10-26,473.2781024930747
2012-10-27,473.9757894736842
2012-10-28,474.13933518005535
2012-10-29,474.9214265927977
2012-10-30,475.0844044321329
2012-10-31,475.10915512465374
2012-11-01,475.0122022160664
2012-11-02,475.49105263157895
2012-11-03,475.9699030470914
2012-11-04,476.5208725761772
2012-11-05,476.545623268698
2012-11-06,476.5482132963989
2012-11-07,477.0534764542937
2012-11-08,476.9646537396122
2012-11-09,476.8521883656509
2012-11-10,477.2776731301939
2012-11-11,477.7565235457064
2012-11-12,478.4169113573407
2012-11-13,478.7760110803324
2012-11-14,479.1433240997229
2012-11-15,479.15523545706367
2012-11-16,479.8424930747922
2012-11-17,480.87425207756223
2012-11-18,481.8944736842104
2012-11-19,482.0299307479224
2012-11-20,481.9338088642658
2012-11-21,481.8922576177285
2012-11-23,481.7700969529086
2012-11-24,481.611648199446
2012-11-25,481.4842243767313
2012-11-26,481.4374099722992
2012-11-27,481.3905955678671
2012-11-28,481.2384210526316
2012-11-29,479.35060941828254
2012-11-30,479.32364265927976
2012-12-01,478.0754432132964
2012-12-02,477.419487534626
2012-12-03,476.3302908587257
2012-12-04,475.62631578947367
2012-12-05,475.2353601108033
2012-12-06,474.7056232686981
2012-12-07,473.8384072022161
2012-12-08,473.3445013850416
2012-12-09,473.21106648199446
2012-12-10,473.597216066482
2012-12-11,473.8869667590028
2012-12-12,473.4466897506925
2012-12-13,475.4942382271468
2012-12-14,475.8953462603878
2012-12-15,476.17383656509696
2012-12-16,476.5096675900277
2012-12-17,477.5336703601108
2012-12-18,477.88703601108034
2012-12-19,478.04908587257614
2012-12-20,478.2583240997229
2012-12-21,478.3857479224376
2012-12-22,479.0292382271468
2012-12-23,478.7696537396121
2012-12-24,478.49319944598335
2012-12-25,478.46272853185593
2012-12-26,479.1235734072022
2012-12-27,480.5140581717451
2012-12-28,481.2660387811634
2012-12-29,481.8568975069252
2012-12-30,482.4099030470914
2012-12-31,483.2754570637119
2013-01-01,482.55883656509695
2013-01-02,483.289487534626
2013-01-03,483.19124653739607
2013-01-04,483.67084487534623
2013-01-05,483.6669667590028
2013-01-06,484.2437950138504
2013-01-07,483.4701108033241
