date,TEXP0200
2005-01-01,433.0
2005-02-01,348.55
2005-03-01,476.0
2005-04-01,476.0
2005-05-01,461.0
2005-06-01,423.0
2005-07-01,409.0
2005-08-01,524.0
2005-09-01,354.0
2005-10-01,359.0
2005-11-01,382.4
2005-12-01,464.6
2006-01-01,399.57
2006-02-01,304.01
2006-03-01,326.0
2006-04-01,366.0
2006-05-01,453.4500000000001
2006-06-01,443.77
2006-07-01,307.97
2006-08-01,364.0
2006-09-01,152.0
2006-10-01,449.0
2006-11-01,404.0
2006-12-01,462.0
2007-01-01,452.0
2007-02-01,355.0
2007-03-01,461.0
2007-04-01,659.2
2007-05-01,488.0
2007-06-01,595.0
2007-07-01,649.0
2007-08-01,533.0
2007-09-01,285.0
2007-10-01,565.0
2007-11-01,280.0
2007-12-01,1077.23
2008-01-01,524.23
2008-02-01,430.67
2008-03-01,557.6
2008-04-01,584.57
2008-05-01,504.37000000000006
2008-06-01,426.79
2008-07-01,389.12
2008-08-01,427.87
2008-09-01,236.39
2008-10-01,17.8
2008-11-01,179.32999999999998
2008-12-01,108.55
2009-01-01,227.3
2009-02-01,12.15
2009-03-01,145.76
2009-04-01,256.59
2009-05-01,198.54
2009-06-01,466.66
2009-07-01,173.65
2009-08-01,166223.64
2009-09-01,83015.01
2009-10-01,137437.21
2009-11-01,247108.26
2009-12-01,264578.89
2010-01-01,109590.35
2010-02-01,412447.39
2010-03-01,606040.65
2010-04-01,1141364.1
2010-05-01,813299.92
2010-06-01,697395.58
2010-07-01,680455.52
2010-08-01,1096211.54
2010-09-01,708281.9
2010-10-01,956499.09
2010-11-01,962484.87
2010-12-01,992905.66
2011-01-01,564672.15
2011-02-01,607033.3
2011-03-01,1190417.41
2011-04-01,886243.84
2011-05-01,1102449.48
2011-06-01,1083751.91
2011-07-01,539621.3300000001
2011-08-01,660476.07
2011-09-01,1233878.1
2011-10-01,1107337.9300000002
2011-11-01,1202194.38
2011-12-01,1189381.61
2012-01-01,440113.36
2012-02-01,1114828.62
2012-03-01,1342933.96
2012-04-01,684743.54
2012-05-01,1108046.67
2012-06-01,1122898.02
2012-07-01,1284949.14
2012-08-01,1186634.84
2012-09-01,1376554.14
2012-10-01,1160441.07
2012-11-01,2410092.58
2012-12-01,2165512.9
2013-01-01,869694.5369999999
2013-02-01,1388405.875
2013-03-01,1574849.862
2013-04-01,1280796.395
2013-05-01,1562746.868
2013-06-01,1438392.845
2013-07-01,2003198.302
2013-08-01,2128059.997
2013-09-01,1370303.682
2013-10-01,1650150.236
2013-11-01,2196387.835
2013-12-01,2112849.107
2014-01-01,1924111.21
2014-02-01,2055548.35
2014-03-01,2527715.153
2014-04-01,1091495.83
2014-05-01,3341731.812
2014-06-01,4134207.491
2014-07-01,2897198.503
2014-08-01,3067864.428
2014-09-01,3738629.24
2014-10-01,2677341.936
2014-11-01,2975788.407
2014-12-01,2494007.791
2015-01-01,2839059.724
2015-02-01,3006070.807
2015-03-01,3991388.098
2015-04-01,3436627.013
2015-05-01,4154248.13
2015-06-01,3332476.348
2015-07-01,2996948.865
2015-08-01,5344209.656
2015-09-01,5054278.535
2015-10-01,5516154.751
2015-11-01,4314105.318
2015-12-01,5884757.301
2016-01-01,5134021.559
2016-02-01,3934968.412
2016-03-01,5839607.659
2016-04-01,4975248.771
2016-05-01,6447453.164
2016-06-01,4833811.874
2016-07-01,4048565.724
2016-08-01,3862242.05
2016-09-01,3753286.007
2016-10-01,7275715.198
2016-11-01,5469380.446
2016-12-01,5600774.898
2017-01-01,7237079.773
2017-02-01,4971025.193
2017-03-01,4215535.827
2017-04-01,7232032.696
2017-05-01,6127035.928
2017-06-01,5862291.492
2017-07-01,7117558.068
2017-08-01,6111340.786
2017-09-01,6482894.239
2017-10-01,8606544.746
2017-11-01,7357847.509000001
2017-12-01,9066370.985
2018-01-01,6088376.027
2018-02-01,7177636.601
2018-03-01,6829378.714
2018-04-01,8448314.607
2018-05-01,8214170.837999999
2018-06-01,9924617.796
2018-07-01,5184535.804
2018-08-01,7855588.12
2018-09-01,10681817.123
2018-10-01,7521212.306
2018-11-01,7492586.44
2018-12-01,12206196.1
2019-01-01,6655263.244
2019-02-01,7885163.984
2019-03-01,8468130.822
2019-04-01,8220072.457
2019-05-01,14007552.307000002
2019-06-01,8333001.782
2019-07-01,12938450.469
2019-08-01,11123082.735
2019-09-01,4803726.285
2019-10-01,4153743.055
2019-11-01,11897782.235
2019-12-01,10051959.611
2020-01-01,4597909.056
2020-02-01,9713901.296
2020-03-01,11345640.283
2020-04-01,2453131.273
2020-05-01,4824227.676
2020-06-01,6701481.133
2020-07-01,8912939.412
2020-08-01,29774554.114
2020-09-01,41919014.127
2020-10-01,17348123.893999998
2020-11-01,13732040.621
2020-12-01,15698227.852
2021-01-01,9815731.479
2021-02-01,10204504.445
2021-03-01,14194644.983
2021-04-01,12788729.462
2021-05-01,15559426.815
2021-06-01,12875501.27
2021-07-01,13918280.592
2021-08-01,13288777.559
2021-09-01,12339589.142
2021-10-01,16768337.808999998
2021-11-01,12606721.825
2021-12-01,12759476.896
2022-01-01,12877735.555
2022-02-01,14249083.943
2022-03-01,12720738.659
2022-04-01,12350113.125
2022-05-01,14222449.216
2022-06-01,13065601.691
2022-07-01,17251334.872
2022-08-01,15176656.049
2022-09-01,13935006.693
2022-10-01,15630554.963
2022-11-01,16920900.653
2022-12-01,15761203.685
2023-01-01,15113907.101
2023-02-01,12225816.983
2023-03-01,14720098.39
2023-04-01,10690227.327
2023-05-01,15400348.595
2023-06-01,15247293.891
2023-07-01,14641952.284
2023-08-01,15527998.881
2023-09-01,12383957.725
2023-10-01,17410550.086
2023-11-01,17832784.188
2023-12-01,16976892.781
2024-01-01,12419913.795


 Definition: Exportaciones de Oro, Total (kilogramos). Source: BCE
