date,TEXP0232
2005-01-01,52000.0
2005-02-01,26000.0
2005-03-01,26000.0
2005-04-01,26000.0
2005-05-01,26000.0
2005-06-01,104000.0
2005-07-01,52000.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,130000.0
2006-10-01,69140.0
2006-11-01,182000.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,26000.0
2007-05-01,25000.0
2007-06-01,50000.0
2007-07-01,84870.0
2007-08-01,48500.0
2007-09-01,23500.0
2007-10-01,26000.0
2007-11-01,78000.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,203657.0
2008-07-01,208000.0
2008-08-01,154000.0
2008-09-01,102000.0
2008-10-01,379400.0
2008-11-01,76026.0
2008-12-01,412614.0
2009-01-01,100000.0
2009-02-01,208000.0
2009-03-01,209224.5
2009-04-01,252026.0
2009-05-01,178000.0
2009-06-01,156000.0
2009-07-01,304000.0
2009-08-01,52000.0
2009-09-01,197355.91
2009-10-01,383000.0
2009-11-01,429854.44
2009-12-01,307015.9
2010-01-01,251545.01
2010-02-01,533000.0
2010-03-01,196368.2
2010-04-01,250000.0
2010-05-01,457168.36
2010-06-01,228528.3
2010-07-01,73952.96999999999
2010-08-01,333028.0
2010-09-01,263661.96
2010-10-01,329000.0
2010-11-01,254000.0
2010-12-01,333000.0
2011-01-01,176000.0
2011-02-01,333000.0
2011-03-01,351000.0
2011-04-01,409118.21
2011-05-01,250000.0
2011-06-01,275000.0
2011-07-01,230000.0
2011-08-01,350000.0
2011-09-01,675028.0
2011-10-01,450000.0
2011-11-01,375000.0
2011-12-01,499997.0
2012-01-01,100000.0
2012-02-01,500000.0
2012-03-01,376000.0
2012-04-01,150000.0
2012-05-01,350438.93000000005
2012-06-01,801053.8
2012-07-01,549130.0
2012-08-01,400000.0
2012-09-01,600009.0
2012-10-01,376040.0
2012-11-01,400457.53
2012-12-01,400000.0
2013-01-01,200000.0
2013-02-01,300000.0
2013-03-01,500000.0
2013-04-01,726000.0
2013-05-01,950000.0
2013-06-01,749972.0
2013-07-01,326000.0
2013-08-01,929834.0
2013-09-01,624940.0
2013-10-01,725168.0
2013-11-01,674874.0
2013-12-01,1100998.0
2014-01-01,300000.0
2014-02-01,789575.0
2014-03-01,1574020.0
2014-04-01,874813.0
2014-05-01,1449174.0
2014-06-01,350000.0
2014-07-01,499512.0
2014-08-01,847375.0
2014-09-01,800000.0
2014-10-01,799651.0
2014-11-01,599569.0
2014-12-01,1199495.0
2015-01-01,1149490.0
2015-02-01,1899174.0
2015-03-01,1743910.0
2015-04-01,2069495.0
2015-05-01,1420000.0
2015-06-01,1574540.0
2015-07-01,1375000.0
2015-08-01,1724714.0
2015-09-01,1525230.0
2015-10-01,1299870.0
2015-11-01,900000.0
2015-12-01,900035.0
2016-01-01,1300180.0
2016-02-01,974800.0
2016-03-01,1024656.0
2016-04-01,847501.0
2016-05-01,1149890.0
2016-06-01,1102027.0
2016-07-01,923240.0
2016-08-01,1000010.0
2016-09-01,1099760.0
2016-10-01,875000.0
2016-11-01,1850000.0
2016-12-01,1950000.0
2017-01-01,1600000.0
2017-02-01,1851550.0
2017-03-01,2200140.0
2017-04-01,1800011.0
2017-05-01,1853690.0
2017-06-01,1042000.0
2017-07-01,2431458.0
2017-08-01,1709460.0
2017-09-01,1930391.0
2017-10-01,2312340.0
2017-11-01,2268925.0
2017-12-01,1916881.0
2018-01-01,1492259.0
2018-02-01,1894709.0
2018-03-01,2095716.75
2018-04-01,1969745.0
2018-05-01,1852367.0
2018-06-01,1814854.0
2018-07-01,1673807.0
2018-08-01,1953042.0
2018-09-01,1819817.0
2018-10-01,2262994.0
2018-11-01,1949776.0
2018-12-01,1224344.0
2019-01-01,2475192.0500000003
2019-02-01,2599916.0
2019-03-01,3050619.35
2019-04-01,2287118.7
2019-05-01,2549867.6
2019-06-01,1600045.87
2019-07-01,2425709.68
2019-08-01,2400314.05
2019-09-01,2490171.7
2019-10-01,2517937.35
2019-11-01,2475368.0
2019-12-01,3107699.17
2020-01-01,2170663.08
2020-02-01,1849299.75
2020-03-01,1575656.9300000002
2020-04-01,1072639.0
2020-05-01,1441515.36
2020-06-01,1659237.8
2020-07-01,1309246.0
2020-08-01,1621847.02
2020-09-01,1347376.8299999998
2020-10-01,1892343.83
2020-11-01,1671303.41
2020-12-01,1145178.0
2021-01-01,1575061.0
2021-02-01,1242524.3301
2021-03-01,1767102.0
2021-04-01,1713589.88
2021-05-01,2056230.58
2021-06-01,1558015.0
2021-07-01,2166450.0
2021-08-01,1613000.0
2021-09-01,2084000.0
2021-10-01,1255000.0
2021-11-01,991000.0
2021-12-01,1944916.0
2022-01-01,1515510.0
2022-02-01,1850000.0
2022-03-01,1897000.0
2022-04-01,1620665.0
2022-05-01,1792000.0
2022-06-01,1456000.0
2022-07-01,1853000.0
2022-08-01,944048.0
2022-09-01,1466000.0
2022-10-01,1400000.0
2022-11-01,1900000.0
2022-12-01,900000.0
2023-01-01,1300000.0
2023-02-01,875000.0
2023-03-01,1650020.0
2023-04-01,1450000.0
2023-05-01,1800000.0
2023-06-01,1949875.0
2023-07-01,1100000.0
2023-08-01,1499825.0
2023-09-01,2100000.0
2023-10-01,2101958.0
2023-11-01,1400000.0
2023-12-01,2050000.0
2024-01-01,1628500.0


 Definition: Exportaciones de Plomo, Refinado (kilogramos). Source: BCE
