date,MRIN0030
2006-01-01,8.375237
2006-02-01,2.221095
2006-03-01,0.75
2006-04-01,8.12
2006-05-01,1.634674
2006-06-01,1.21
2006-07-01,7.86
2006-08-01,1.37
2006-09-01,7.600867
2006-10-01,7.62
2006-11-01,1.25
2006-12-01,7.6
2007-01-01,7.53
2007-02-01,1.25
2007-03-01,7.64
2007-04-01,1.08
2007-05-01,0.55
2007-06-01,0.55
2007-07-01,0.56
2007-08-01,24.19
2007-09-01,24.02
2007-10-01,24.35
2007-11-01,24.73
2007-12-01,24.55
2008-01-01,24.577006
2008-02-01,24.683067
2008-03-01,25.20338
2008-04-01,24.885828
2008-05-01,27.766232
2008-06-01,27.987753
2008-07-01,27.769487
2008-08-01,26.846396
2008-09-01,26.595846
2008-10-01,25.418758
2008-11-01,25.446969
2008-12-01,26.232793
2009-01-01,25.40933
2009-02-01,24.964386
2009-03-01,25.43582
2009-04-01,25.482777
2009-05-01,26.319593
2009-06-01,26.390661
2009-07-01,26.409363
2009-08-01,26.578035
2009-09-01,26.925573
2009-10-01,27.019382
2009-11-01,27.435087
2009-12-01,26.711121
2010-01-01,26.481101
2010-02-01,25.924052
2010-03-01,25.419655
2010-04-01,25.300446
2010-05-01,24.70379
2010-06-01,24.780365
2010-07-01,25.444235
2010-08-01,25.30918
2010-09-01,25.830889
2010-10-01,26.08983
2010-11-01,24.698772
2010-12-01,24.929446
2011-01-01,25.284117
2011-02-01,25.086698
2011-03-01,25.285249
2011-04-01,25.850758
2011-05-01,25.053958
2011-06-01,25.049046
2011-07-01,25.065167
2011-08-01,25.242913
2011-09-01,23.869969
2011-10-01,24.241098
2011-11-01,23.785405
2011-12-01,23.139666
2012-01-01,23.377955
2012-02-01,23.474175
2012-03-01,23.19278
2012-04-01,23.197571
2012-05-01,22.62482
2012-06-01,22.575842
2012-07-01,22.43868
2012-08-01,22.53
2012-09-01,22.83
2012-10-01,24.35
2012-11-01,24.27
2012-12-01,24.21
2013-01-01,24.28
2013-02-01,23.8
2013-03-01,23.53
2013-04-01,23.71
2013-05-01,23.43
2013-06-01,23.55
2013-07-01,23.69
2013-08-01,23.66
2013-09-01,23.94902
2013-10-01,27.942203
2013-11-01,27.817933
2013-12-01,27.904728
2014-01-01,27.799632
2014-02-01,28.054568
2014-03-01,27.898419
2014-04-01,27.968694
2014-05-01,27.686116
