date,TEXP0223
2005-01-01,23140.0
2005-02-01,47790.0
2005-03-01,43730.0
2005-04-01,23380.0
2005-05-01,22662.0
2005-06-01,46535.0
2005-07-01,21260.0
2005-08-01,45700.0
2005-09-01,22440.0
2005-10-01,47110.0
2005-11-01,44647.0
2005-12-01,26274.0
2006-01-01,98070.0
2006-02-01,24880.0
2006-03-01,77410.0
2006-04-01,48922.0
2006-05-01,48990.0
2006-06-01,46450.0
2006-07-01,24040.0
2006-08-01,1845.0
2006-09-01,46736.0
2006-10-01,44740.0
2006-11-01,73660.0
2006-12-01,48880.0
2007-01-01,77647.0
2007-02-01,121756.0
2007-03-01,25422.0
2007-04-01,78096.0
2007-05-01,0.0
2007-06-01,115480.0
2007-07-01,73370.0
2007-08-01,24080.0
2007-09-01,304350.0
2007-10-01,95220.0
2007-11-01,24640.0
2007-12-01,0.0
2008-01-01,70832.0
2008-02-01,43340.0
2008-03-01,23410.0
2008-04-01,158551.4
2008-05-01,48618.0
2008-06-01,101880.0
2008-07-01,71400.0
2008-08-01,23800.0
2008-09-01,119510.0
2008-10-01,24950.0
2008-11-01,0.5599999999999999
2008-12-01,0.0
2009-01-01,14517.0
2009-02-01,23918.0
2009-03-01,25100.0
2009-04-01,21718.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,86899.0
2009-08-01,43660.0
2009-09-01,0.0
2009-10-01,65626.0
2009-11-01,40114.0
2009-12-01,80128.0
2010-01-01,20483.45
2010-02-01,20241.0
2010-03-01,22820.0
2010-04-01,61762.0
2010-05-01,21692.0
2010-06-01,21708.0
2010-07-01,22468.0
2010-08-01,20705.0
2010-09-01,0.0
2010-10-01,43759.0
2010-11-01,0.0
2010-12-01,46064.0
2011-01-01,23010.0
2011-02-01,105230.0
2011-03-01,0.0
2011-04-01,19433.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,21800.0
2011-08-01,67160.0
2011-09-01,143299.0
2011-10-01,0.0
2011-11-01,61534.0
2011-12-01,0.0
2012-01-01,90377.0
2012-02-01,154004.0
2012-03-01,19967.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,103258.0
2012-09-01,72767.0
2012-10-01,39991.0
2012-11-01,75301.0
2012-12-01,20888.0
2013-01-01,0.0
2013-02-01,47550.0
2013-03-01,61267.0
2013-04-01,44888.0
2013-05-01,69229.0
2013-06-01,44886.0
2013-07-01,47642.0
2013-08-01,23626.0
2013-09-01,96831.0
2013-10-01,74312.0
2013-11-01,23000.0
2013-12-01,69868.0
2014-01-01,57919.0
2014-02-01,72696.0
2014-03-01,119824.0
2014-04-01,141972.0
2014-05-01,45677.0
2014-06-01,123245.0
2014-07-01,69745.0
2014-08-01,24723.0
2014-09-01,0.0
2014-10-01,0.0
2014-11-01,0.0
2014-12-01,0.0
2015-01-01,67101.0
2015-02-01,88303.0
2015-03-01,156380.0
2015-04-01,23008.0
2015-05-01,114505.0
2015-06-01,54858.0
2015-07-01,64656.00000000001
2015-08-01,90221.0
2015-09-01,74508.0
2015-10-01,95419.0
2015-11-01,54029.0
2015-12-01,0.0
2016-01-01,97346.0
2016-02-01,66779.0
2016-03-01,134651.0
2016-04-01,129001.0
2016-05-01,66122.0
2016-06-01,131308.0
2016-07-01,150791.0
2016-08-01,134157.0
2016-09-01,154385.0
2016-10-01,214152.0
2016-11-01,179618.0
2016-12-01,115231.0
2017-01-01,123595.0
2017-02-01,0.0
2017-03-01,198981.0
2017-04-01,177311.0
2017-05-01,24836.0
2017-06-01,22634.0
2017-07-01,43792.0
2017-08-01,164643.0
2017-09-01,31514.5
2017-10-01,58354.0
2017-11-01,44046.0
2017-12-01,23055.0
2018-01-01,21030.0
2018-02-01,11175.0
2018-03-01,56950.0
2018-04-01,45173.0
2018-05-01,41370.0
2018-06-01,43611.0
2018-07-01,0.0
2018-08-01,68501.0
2018-09-01,43993.0
2018-10-01,85306.0
2018-11-01,22000.0
2018-12-01,106161.0
2019-01-01,67565.0
2019-02-01,24578.0
2019-03-01,48113.0
2019-04-01,114570.0
2019-05-01,43704.0
2019-06-01,47416.0
2019-07-01,67868.0
2019-08-01,38637.0
2019-09-01,75137.0
2019-10-01,47220.0
2019-11-01,68136.0
2019-12-01,21998.0
2020-01-01,70991.0
2020-02-01,44999.0
2020-03-01,31980.0
2020-04-01,22000.0
2020-05-01,12771.0
2020-06-01,0.0
2020-07-01,10232.5
2020-08-01,68345.5
2020-09-01,91260.0
2020-10-01,50269.0
2020-11-01,52209.0
2020-12-01,79904.0
2021-01-01,53410.0
2021-02-01,55920.0
2021-03-01,74968.34
2021-04-01,45310.0
2021-05-01,28928.6
2021-06-01,89727.642
2021-07-01,44855.0
2021-08-01,44256.54
2021-09-01,42500.0
2021-10-01,75693.37
2021-11-01,86750.0
2021-12-01,72564.45
2022-01-01,69882.0
2022-02-01,59742.3
2022-03-01,13952.2
2022-04-01,122748.0
2022-05-01,98249.0
2022-06-01,9621.01
2022-07-01,101340.0
2022-08-01,470.0
2022-09-01,48970.0
2022-10-01,51462.0
2022-11-01,75756.0
2022-12-01,52464.0
2023-01-01,46235.0
2023-02-01,71967.0
2023-03-01,48324.0
2023-04-01,79067.0
2023-05-01,96960.0
2023-06-01,70932.0
2023-07-01,70868.0
2023-08-01,49720.0
2023-09-01,74087.0
2023-10-01,49583.0
2023-11-01,90773.0
2023-12-01,45420.0
2024-01-01,140905.0


 Definition: Exportaciones de Cobre, A base de cobre-estaño (kilogramos). Source: BCE
