date,RPRO0004
2007-01-01,659.436
2007-02-01,949.424
2007-03-01,655.854
2007-04-01,473.109
2007-05-01,719.332
2007-06-01,709.381
2007-07-01,724.014
2007-08-01,727.629
2007-09-01,689.421
2007-10-01,754.583
2007-11-01,665.679
2007-12-01,739.106
2008-01-01,741.674
2008-02-01,832.61
2008-03-01,934.388
2008-04-01,726.583
2008-05-01,746.312
2008-06-01,731.28
2008-07-01,755.774
2008-08-01,684.929
2008-09-01,703.848
2008-10-01,743.012
2008-11-01,663.915
2008-12-01,597.808
2009-01-01,726.648
2009-02-01,666.138
2009-03-01,750.4
2009-04-01,751.655
2009-05-01,758.566
2009-06-01,690.532
2009-07-01,732.266
2009-08-01,673.026
2009-09-01,809.313
2009-10-01,835.665
2009-11-01,792.425
2009-12-01,956.673
2010-01-01,730.695
2010-02-01,749.226
2010-03-01,782.463
2010-04-01,708.779
2010-05-01,804.831
2010-06-01,633.313
2010-07-01,746.065
2010-08-01,659.578
2010-09-01,781.077
2010-10-01,825.615
2010-11-01,845.061
2010-12-01,639.836
2011-01-01,903.61146
2011-02-01,847.67895
2011-03-01,713.45701
2011-04-01,964.74226
2011-05-01,862.08339
2011-06-01,806.45132
2011-07-01,737.96591
2011-08-01,880.6259200000001
2011-09-01,690.2697099999999
2011-10-01,822.46136
2011-11-01,857.80155
2011-12-01,763.03677
2012-01-01,709.4661
2012-02-01,698.78575
2012-03-01,741.3443100000001
2012-04-01,757.62909
2012-05-01,697.70162
2012-06-01,743.62794
2012-07-01,767.7924199999999
2012-08-01,759.26257
2012-09-01,729.24051
2012-10-01,862.6853800000001
2012-11-01,827.6163100000001
2012-12-01,752.7905
2013-01-01,761.27989
2013-02-01,628.06935
2013-03-01,743.85353
2013-04-01,697.72868
2013-05-01,707.99566
2013-06-01,852.30088
2013-07-01,688.99054
2013-08-01,690.45926
2013-09-01,695.94522
2013-10-01,747.8678000000001
2013-11-01,741.6942700000001
2013-12-01,861.9704
2014-01-01,761.942
2014-02-01,699.94592
2014-03-01,817.5724
2014-04-01,754.4558099999998
2014-05-01,738.3966099999999
2014-06-01,802.65257
2014-07-01,591.03075
2014-08-01,766.6789
2014-09-01,910.86737
2014-10-01,765.84725
2014-11-01,747.6664099999999
2014-12-01,709.9301399999998
2015-01-01,724.71938
2015-02-01,614.4709499999999
2015-03-01,639.3106300000001
2015-04-01,706.29199
2015-05-01,757.459
2015-06-01,719.3023800000002
2015-07-01,756.6764800000001
2015-08-01,780.2819299999999
2015-09-01,674.1052300000002
2015-10-01,776.2511500000002
2015-11-01,780.30715
2015-12-01,769.2692999999999
2016-01-01,685.8046
2016-02-01,679.3640100000002
2016-03-01,782.2561
2016-04-01,732.03108
2016-05-01,604.6460896909999
2016-06-01,279.74668
2016-07-01,476.52673
2016-08-01,724.967553187
2016-09-01,345.37669000000005
2016-10-01,651.5124241789999
2016-11-01,463.447992728
2016-12-01,446.3994275320001
2017-01-01,681.5452671459999
2017-02-01,344.556053599
2017-03-01,310.30612999999994
2017-04-01,312.26799
2017-05-01,689.93364531
2017-06-01,874.945864036
2017-07-01,820.06829
2017-08-01,819.6215
2017-09-01,941.556438082
2017-10-01,755.08864
2017-11-01,877.4960156880003
2017-12-01,822.45266
2018-01-01,819.8800400000001
2018-02-01,895.757288193
2018-03-01,779.05461
2018-04-01,814.4553899999999
2018-05-01,810.43484
2018-06-01,1043.804419133
2018-07-01,834.19409
2018-08-01,822.7600199999999
2018-09-01,772.79375
2018-10-01,849.7545700000001
2018-11-01,891.596268038
2018-12-01,739.22524
2019-01-01,821.81514
2019-02-01,740.0512499999999
2019-03-01,731.33811
2019-04-01,646.9494
2019-05-01,772.7191599999999
2019-06-01,660.41867
2019-07-01,807.7025099999998
2019-08-01,692.04419
2019-09-01,729.26797
2019-10-01,658.7581399999999
2019-11-01,737.2976199999998
2019-12-01,331.26426000000004
2020-01-01,766.27179
2020-02-01,727.87665
2020-03-01,830.7604299999999
2020-04-01,638.3562
2020-05-01,0.0
2020-06-01,524.459368655
2020-07-01,489.18343
2020-08-01,736.8306564519999
2020-09-01,602.80024
2020-10-01,462.30746
2020-11-01,885.6527699999999
2020-12-01,804.78509
2021-01-01,659.9615799999999
2021-02-01,730.77342
2021-03-01,810.50805
2021-04-01,757.74619
2021-05-01,774.3520800000001
2021-06-01,1130.6952671724
2021-07-01,1220.4142595898002
2021-08-01,766.3532103285999
2021-09-01,871.4643290248999
2021-10-01,815.16262
2021-11-01,787.6886999999999
2021-12-01,476.62657
2022-01-01,587.30379
2022-02-01,728.8454900000002
2022-03-01,770.4494199999998
2022-04-01,747.05937
2022-05-01,761.02137
2022-06-01,696.70072
2022-07-01,481.42789
2022-08-01,763.5802
2022-09-01,731.5309500000001
2022-10-01,799.18425
2022-11-01,773.7486800000001
2022-12-01,729.7923000000001
2023-01-01,706.6927799999999
2023-02-01,614.54391
2023-03-01,579.8281
2023-04-01,728.0127499999999
2023-05-01,688.5130399999999
2023-06-01,708.24634
2023-07-01,605.1860899999999
2023-08-01,601.4745300000001
2023-09-01,616.2578599999999
2023-10-01,791.92009
2023-11-01,643.12172
2023-12-01,759.9984000000001
2024-01-01,655.79535
2024-02-01,627.59013
2024-03-01,542.24451
2024-04-01,776.83674
2024-05-01,700.86071
2024-06-01,654.6281000000001
2024-07-01,688.36946
2024-08-01,729.90326
2024-10-01,731.18614


 Definition: Producción de Fueloil 4. Source: BCE
