date,TUSD0010
2023-01-01,0.7415811994334319
2023-02-01,0.7539829147471518
2023-03-01,0.7431076763022962
2023-04-01,0.742384986006043
2023-05-01,0.7509649900121657
2023-06-01,0.7496926260233304
2023-07-01,0.7446349055058304
2023-08-01,0.7518005623468206
2023-09-01,0.7604678398150542
2023-10-01,0.762369444232675
2023-11-01,0.7482117738604736
2023-12-01,0.7453397631310233
2024-01-01,0.7519475441393209
2024-02-01,0.7532616228268402
2024-03-01,0.7552584872172501
2024-04-01,0.7587656400567556
2024-05-01,0.7555495111594663
2024-06-01,0.7602597047151307
2024-07-01,0.7527739720871411
2024-08-01,0.7426055056772191
2024-09-01,0.7372619565457802
2024-10-01,0.7509593505703536
2024-11-01,0.7610871368662999
2024-12-01,0.7667947213851379
2025-01-01,0.7669711542148899


 Definition: Cotización del USD Degis. Source: BCE
