date,RPRO0001
2007-01-01,1193.826
2007-02-01,1058.917
2007-03-01,1094.413
2007-04-01,1077.455
2007-05-01,461.026
2007-06-01,999.911
2007-07-01,1049.817
2007-08-01,1231.314
2007-09-01,1008.037
2007-10-01,1104.355
2007-11-01,810.018
2007-12-01,1125.349
2008-01-01,1069.804
2008-02-01,868.328
2008-03-01,1197.137
2008-04-01,817.095
2008-05-01,1034.779
2008-06-01,1045.513
2008-07-01,932.052
2008-08-01,1074.08
2008-09-01,1093.12
2008-10-01,1065.203
2008-11-01,1015.1
2008-12-01,1127.033
2009-01-01,1144.057
2009-02-01,931.273
2009-03-01,1106.604
2009-04-01,1117.974
2009-05-01,1087.187
2009-06-01,1205.403
2009-07-01,1038.407
2009-08-01,1095.589
2009-09-01,1125.717
2009-10-01,1135.355
2009-11-01,1222.707
2009-12-01,1023.255
2010-01-01,1166.991
2010-02-01,776.68
2010-03-01,642.423
2010-04-01,673.844
2010-05-01,766.726
2010-06-01,1203.299
2010-07-01,964.434
2010-08-01,983.767
2010-09-01,846.426
2010-10-01,985.743
2010-11-01,1044.897
2010-12-01,1009.325
2011-01-01,1201.23159
2011-02-01,918.87466
2011-03-01,1174.04848
2011-04-01,989.63523
2011-05-01,1098.7794
2011-06-01,1123.04683
2011-07-01,1178.89257
2011-08-01,1040.3212099999998
2011-09-01,1072.77036
2011-10-01,1156.24846
2011-11-01,1019.80275
2011-12-01,958.831
2012-01-01,949.0018700000002
2012-02-01,958.1393
2012-03-01,954.94894
2012-04-01,1047.31252
2012-05-01,1118.50045
2012-06-01,958.79218
2012-07-01,860.86729
2012-08-01,1102.51652
2012-09-01,1092.95681
2012-10-01,1024.17102
2012-11-01,1030.50513
2012-12-01,1117.45235
2013-01-01,861.2470599999999
2013-02-01,798.8668400000001
2013-03-01,618.0129000000001
2013-04-01,722.86613
2013-05-01,1063.77575
2013-06-01,1066.6651600000002
2013-07-01,975.57866
2013-08-01,918.44869
2013-09-01,1013.0003
2013-10-01,982.97586
2013-11-01,1072.9006000000002
2013-12-01,664.4421
2014-01-01,969.02759
2014-02-01,807.51173
2014-03-01,749.1144499999999
2014-04-01,1008.7480487233
2014-05-01,913.94326
2014-06-01,1009.66412
2014-07-01,914.53507
2014-08-01,991.92546
2014-09-01,778.3183300000001
2014-10-01,363.17934
2014-11-01,619.66189
2014-12-01,785.7239726108
2015-01-01,706.6702399999999
2015-02-01,726.76154
2015-03-01,844.8756725712998
2015-04-01,676.5720844324001
2015-05-01,750.583161589
2015-06-01,854.1720378495
2015-07-01,870.242465103
2015-08-01,957.6542384125
2015-09-01,693.3336034222999
2015-10-01,842.3176831705999
2015-11-01,621.63041
2015-12-01,1189.4639124834998
2016-01-01,1240.4204238611
2016-02-01,1044.1900387862
2016-03-01,1308.4515222421
2016-04-01,1141.2690976053
2016-05-01,1139.1132747992
2016-06-01,1094.5725820592
2016-07-01,1053.4625667025998
2016-08-01,801.8677636296001
2016-09-01,933.1699593374
2016-10-01,1122.1336513894998
2016-11-01,1102.342201059
2016-12-01,1145.923398816
2017-01-01,989.6214639866
2017-02-01,925.9932245096
2017-03-01,1112.5608311972
2017-04-01,827.0508644
2017-05-01,1012.0281553401
2017-06-01,1021.9952907810998
2017-07-01,1291.9514051951
2017-08-01,1267.555325469
2017-09-01,1170.5813847323
2017-10-01,1253.1654716602
2017-11-01,1230.1405452429
2017-12-01,1125.8406679206005
2018-01-01,1089.5345643941
2018-02-01,1150.2620689176
2018-03-01,1009.6635605685
2018-04-01,969.0134299998
2018-05-01,1272.672099799
2018-06-01,1005.6278016839
2018-07-01,1149.5622581037
2018-08-01,1084.6869402593
2018-09-01,1012.5462153986
2018-10-01,995.9771645442
2018-11-01,1028.882405762
2018-12-01,1090.732158368
2019-01-01,1108.5441
2019-02-01,989.85741
2019-03-01,1049.1266219506
2019-04-01,985.70228
2019-05-01,1124.7892250243
2019-06-01,1047.7923672303
2019-07-01,1154.551564719
2019-08-01,1026.521771176
2019-09-01,1090.2345591228
2019-10-01,789.9120168145
2019-11-01,991.4209047679
2019-12-01,891.0321712754001
2020-01-01,1081.8981752627
2020-02-01,1034.7999360489
2020-03-01,948.2489656423
2020-04-01,131.06083999999998
2020-05-01,174.770071302
2020-06-01,768.2090824220002
2020-07-01,933.65765268
2020-08-01,999.6746584972
2020-09-01,876.0323381679998
2020-10-01,836.409645
2020-11-01,590.0885800000001
2020-12-01,714.7060873135001
2021-01-01,1026.9457813997
2021-02-01,924.1021164913
2021-03-01,1014.0825582639002
2021-04-01,974.8915309169
2021-05-01,1228.6187578615002
2021-06-01,1044.3879646821
2021-07-01,1164.7467180783
2021-08-01,844.0295859487001
2021-09-01,1027.3078421732
2021-10-01,1187.0839498455
2021-11-01,1142.8556834666
2021-12-01,741.8665676431
2022-01-01,929.8955215048
2022-02-01,1047.5551859379
2022-03-01,989.6590615804
2022-04-01,1099.3724470284
2022-05-01,1147.7802233472
2022-06-01,1075.9531182583
2022-07-01,1042.647518671
2022-08-01,1080.8212124094998
2022-09-01,1038.7039931755
2022-10-01,943.9699818673
2022-11-01,669.8704433714001
2022-12-01,1092.500089042
2023-01-01,1084.3839773827
2023-02-01,925.6558983247
2023-03-01,1050.9866692085
2023-04-01,1115.7742076132
2023-05-01,750.7596995536001
2023-06-01,978.9411115968
2023-07-01,832.1891461453
2023-08-01,844.9130434731001
2023-09-01,985.2153401143
2023-10-01,976.1508491708
2023-11-01,760.2032356817999
2023-12-01,617.3566215183
2024-01-01,997.3450846331
2024-02-01,915.0313652086
2024-03-01,1043.4527902089
2024-04-01,1100.2295921862
2024-05-01,745.633340077
2024-06-01,754.5372728885
2024-07-01,920.8782299176
2024-08-01,622.9967083547
2024-10-01,784.8653664046


 Definition: Producción de Diesel. Source: BCE
