date,MPFN0022
2006-01-01,607.25
2006-02-01,629.579028
2006-03-01,674.4200000000001
2006-04-01,454.4800000000001
2006-05-01,342.636348
2006-06-01,394.84
2006-07-01,395.53
2006-08-01,383.51
2006-09-01,403.298365
2006-10-01,406.14
2006-11-01,441.78
2006-12-01,402.68
2007-01-01,427.9
2007-02-01,431.02
2007-03-01,419.43
2007-04-01,420.98
2007-05-01,421.69999999999993
2007-06-01,418.14
2007-07-01,427.12000000000006
2007-08-01,424.24
2007-09-01,438.81000000000006
2007-10-01,460.29
2007-11-01,534.35
2007-12-01,498.5200000000001
2008-01-01,488.02584600000006
2008-02-01,489.978384
2008-03-01,486.011801
2008-04-01,558.672536
2008-05-01,574.569163
2008-06-01,569.9644269999999
2008-07-01,477.91288
2008-08-01,481.120136
2008-09-01,513.536383
2008-10-01,563.599806
2008-11-01,586.622237
2008-12-01,601.6823200000001
2009-01-01,630.500311
2009-02-01,638.778848
2009-03-01,598.956038
2009-04-01,611.483552
2009-05-01,599.337567
2009-06-01,653.6939080000001
2009-07-01,638.0760459999999
2009-08-01,614.4918580000001
2009-09-01,619.19119
2009-10-01,667.4412520000001
2009-11-01,688.634604
2009-12-01,671.3227919999999
2010-01-01,670.638095
2010-02-01,636.505742
2010-03-01,743.7821219999998
2010-04-01,760.848006
2010-05-01,731.071892
2010-06-01,715.3966
2010-07-01,747.573214
2010-08-01,784.1504500000001
2010-09-01,833.630279
2010-10-01,794.810237
2010-11-01,867.653506
2010-12-01,924.207069
2011-01-01,943.622584
2011-02-01,924.771077
2011-03-01,935.25283
2011-04-01,885.599737
2011-05-01,927.636835
2011-06-01,1222.425331
2011-07-01,1205.819446
2011-08-01,1223.283135
2011-09-01,1259.230176
2011-10-01,1259.676649
2011-11-01,1259.320239
2011-12-01,1276.190197
2012-01-01,1318.0274600000002
2012-02-01,1409.139992
2012-03-01,1428.4698959999998
2012-04-01,1509.299136
2012-05-01,1557.694023
2012-06-01,1599.846936
2012-07-01,1534.4164460000002
2012-08-01,1555.441839
2012-09-01,1595.862248
2012-10-01,1611.413343
2012-11-01,1499.684158
2012-12-01,1585.662737
2013-01-01,1586.544592
2013-02-01,1646.600325
2013-03-01,1656.1606499999998
2013-04-01,1719.0924719999998
2013-05-01,1681.2976050000002
2013-06-01,1665.349181
2013-07-01,1673.258013
2013-08-01,1708.8999639999995
2013-09-01,1658.901162
2013-10-01,1795.504192
2013-11-01,1787.286778
2013-12-01,1737.9315699999995
2014-01-01,1731.27949
2014-02-01,1293.591396
2014-03-01,1309.531411
2014-04-01,1328.0660310000003
2014-05-01,1262.163156
2014-06-01,1221.719526
2014-07-01,1282.785414
2014-08-01,1259.822411
2014-09-01,1257.735387
2014-10-01,1205.853249
2014-11-01,1148.376372
2014-12-01,1230.093085
2015-01-01,1232.531447
2015-02-01,1230.012127
2015-03-01,1148.550819
2015-04-01,1139.41761
2015-05-01,1118.925083
2015-06-01,1073.709049
2015-07-01,1035.431951
2015-08-01,1055.3423079999998
2015-09-01,1027.209757
2015-10-01,1115.3129669999998
2015-11-01,1077.8532489999998
2015-12-01,1148.612966
2016-01-01,1160.539381
2016-02-01,1161.9779749999998
2016-03-01,1153.145212
2016-04-01,1169.216867
2016-05-01,1254.049837
2016-06-01,1200.920702
2016-07-01,1357.359713
2016-08-01,1348.623918
2016-09-01,1320.97159
2016-10-01,1573.834534
2016-11-01,1621.664929
2016-12-01,1427.38667
2017-01-01,1644.2962590000002
2017-02-01,1632.446385
2017-03-01,1427.417594
2017-04-01,1518.412958
2017-05-01,1496.77204
2017-06-01,1329.576019
2017-07-01,1463.9027190000002
2017-08-01,1464.373475
2017-09-01,1340.744389
2017-10-01,1305.010154
2017-11-01,1363.011521
2017-12-01,1303.519843
2018-01-01,1315.353389
2018-02-01,1320.901112
2018-03-01,1264.022331
2018-04-01,1238.71144
2018-05-01,1297.656859
2018-06-01,1225.758137
2018-07-01,1327.275456
2018-08-01,1206.751167
2018-09-01,1246.288037
2018-10-01,1328.148667
2018-11-01,1260.746444
2018-12-01,1154.948074
2019-01-01,1184.669662
2019-02-01,1181.215865
2019-03-01,1202.535148
2019-04-01,1313.9949729999998
2019-05-01,1263.361309
2019-06-01,1191.6563649999998
2019-07-01,1195.972837
2019-08-01,1201.644192
2019-09-01,1202.791965
2019-10-01,1224.073113
2019-11-01,1240.6443889999998
2019-12-01,1182.030548
2020-01-01,1262.819382
2020-02-01,1280.44691
2020-03-01,1246.34674
2020-04-01,1336.98943
2020-05-01,1323.475034
2020-06-01,1319.767982
2020-07-01,1387.044902
2020-08-01,1395.742128
2020-09-01,1245.956728
2020-10-01,1309.1430839999998
2020-11-01,1292.669179
2020-12-01,1322.617337
2021-01-01,1328.675748
2021-02-01,1334.9342809999998
2021-03-01,1407.086263
2021-04-01,1420.259946
2021-05-01,1453.372382
2021-06-01,1465.563103
2021-07-01,1457.637532
2021-08-01,1470.149082
2021-09-01,1465.76514
2021-10-01,1466.570247
2021-11-01,1481.918805
2021-12-01,1487.660882
2022-01-01,1472.415844
2022-02-01,1485.310694
2022-03-01,1483.971867
2022-04-01,1468.258467
2022-05-01,1451.834207
2022-06-01,1419.714361
2022-07-01,1345.119824
2022-08-01,1303.001202
2022-09-01,1289.259123
2022-10-01,1258.992629
2022-11-01,1163.804988
2022-12-01,1153.4755496199998
2023-01-01,1153.55726477
2023-02-01,1131.8409714800002
2023-03-01,1097.0970593
2023-04-01,1089.43300935
2023-05-01,1117.3313648300002
2023-06-01,1044.934925
2023-07-01,1024.47564073
2023-08-01,998.3199893499988
2023-09-01,1030.6033131600002
2023-10-01,1008.0059214300002
2023-11-01,984.21737556
2023-12-01,1083.19552996
2024-01-01,1068.18361785
2024-02-01,1096.94513719
2024-03-01,1098.825098639999
2024-04-01,1124.31325374
2024-05-01,1102.88522167
2024-06-01,1198.2387491000002
2024-07-01,1201.99018638
2024-08-01,1258.65542658
2024-09-01,1276.53160613
2024-10-01,1342.29456642
2024-11-01,1337.73912842
2024-12-01,1396.57894757
2025-01-01,1426.9936374
2025-02-01,


 Definition: Panorama financiero de crédito al sector privado: Otros. Source: BCE
