date,TREA0001
2023-01-01,113.57669982026866
2023-02-01,114.189581731944
2023-03-01,114.49322890547218
2023-04-01,114.84710445281384
2023-05-01,115.03371946320084
2023-06-01,114.97547783068909
2023-07-01,114.57717467265589
2023-08-01,114.50164331124196
2023-09-01,114.73827573003352
2023-10-01,114.89986646203177
2023-11-01,115.12791738947088
2023-12-01,115.04027726282996
2024-01-01,115.52215755916716
2024-02-01,116.12832699789834
2024-03-01,116.54439857402454
2024-04-01,115.52736135605652
2024-05-01,115.85741994693124
2024-06-01,117.01054609209584
2024-07-01,116.0666102769172
2024-08-01,115.9103711023325
2024-09-01,115.89205149518403
2024-10-01,116.30260661521106
2024-11-01,116.53793048434687
2024-12-01,117.73966378045088
2025-01-01,118.19202975781056


 Definition: Tipo de cambio real bilateral EEUU. Source: BCE
