date,EGEN0002
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.255977886
2013-02-01,0.318133782
2013-03-01,0.96114676
2013-04-01,2.996044333
2013-05-01,1.2836404339999998
2013-06-01,7.606942161
2013-07-01,9.723888923
2013-08-01,8.403209653000001
2013-09-01,8.895584071
2013-10-01,5.398897516
2013-11-01,2.86131258
2013-12-01,4.35299203
2014-01-01,4.686428236999999
2014-02-01,3.376306276
2014-03-01,3.684973309
2014-04-01,7.905854469999999
2014-05-01,4.160507679
2014-06-01,8.496817086
2014-07-01,10.78480769
2014-08-01,9.30858973
2014-09-01,8.431664279
2014-10-01,6.218429109000001
2014-11-01,3.394091247
2014-12-01,4.247509281
2015-01-01,6.783464867999999
2015-02-01,5.223939402
2015-03-01,4.243622304
2015-04-01,6.902669152
2015-05-01,7.931677329
2015-06-01,9.09507476
2015-07-01,9.541305671
2015-08-01,9.711821192
2015-09-01,9.803271201
2015-10-01,6.964921963
2015-11-01,4.835725197
2015-12-01,9.885529561
2016-01-01,3.479019251
2016-02-01,6.133924166
2016-03-01,5.2406795420000005
2016-04-01,4.838693433
2016-05-01,7.324211338
2016-06-01,8.654356312
2016-07-01,9.709086967
2016-08-01,10.399011613
2016-09-01,9.10018275
2016-10-01,5.343868055
2016-11-01,3.611474426
2016-12-01,2.896635306
2017-01-01,3.754926415
2017-02-01,2.358963905
2017-03-01,2.257457141
2017-04-01,6.037892131
2017-05-01,4.900710615
2017-06-01,7.045618857
2017-07-01,10.673955277
2017-08-01,8.406152333000001
2017-09-01,8.746288283
2017-10-01,6.281569275000001
2017-11-01,1.737005217
2017-12-01,3.896257298
2018-01-01,4.288491776
2018-02-01,1.900863193
2018-03-01,5.061840698
2018-04-01,4.969720796
2018-05-01,5.429163065
2018-06-01,9.462890662
2018-07-01,10.346503921
2018-08-01,11.01141097
2018-09-01,8.382118551
2018-10-01,2.993079288
2018-11-01,2.071917516
2018-12-01,6.575110393
2019-01-01,6.524360046
2019-02-01,4.591503757
2019-03-01,6.209977011
2019-04-01,4.842421859
2019-05-01,4.9343426
2019-06-01,8.73805301
2019-07-01,9.679084869
2019-08-01,11.486168135
2019-09-01,8.799033206
2019-10-01,5.310812036000001
2019-11-01,3.284191338
2019-12-01,4.254836549999999
2020-01-01,5.154891582
2020-02-01,5.1529540240000005
2020-03-01,4.084503073
2020-04-01,5.545694259999999
2020-05-01,6.680713782
2020-06-01,7.370814332
2020-07-01,6.932463215
2020-08-01,8.174795966
2020-09-01,7.694289712000001
2020-10-01,7.586765978
2020-11-01,3.110035541
2020-12-01,2.9973767280000003
2021-01-01,4.250703082
2021-02-01,3.2974373050000003
2021-03-01,2.44446677
2021-04-01,5.082420582
2021-05-01,5.967471936
2021-06-01,5.736352622999999
2021-07-01,9.517775542
2021-08-01,7.365910055
2021-09-01,7.974394803999999
2021-10-01,3.767169318
2021-11-01,1.107850746
2021-12-01,2.566512861
2022-01-01,3.07668705
2022-02-01,1.787849602
2022-03-01,1.764503174
2022-04-01,4.750201675
2022-05-01,6.3068364390000005
2022-06-01,4.753020766
2022-07-01,7.049516304
2022-08-01,7.314421966
2022-09-01,5.75248462
2022-10-01,3.662774638
2022-11-01,3.623673602
2022-12-01,7.159381088994829
2023-01-01,9.756319467977695
2023-02-01,12.321481643013502
2023-03-01,12.017116327054188
2023-04-01,10.845503345000711
2023-05-01,16.978509956956625
2023-06-01,24.082298211958097
2023-07-01,26.68941668897181
2023-08-01,23.937674665998784
2023-09-01,22.664366619073263
2023-10-01,16.375953243068256
2023-11-01,14.56663292687606
2023-12-01,13.247898137084649
2024-01-01,14.544714294944022
2024-02-01,14.640744717089468
2024-03-01,14.76983072001059
2024-04-01,13.067871309067868
2024-05-01,14.73362586993474
2024-06-01,16.092173730886664
2024-07-01,34.4973109089108
2024-08-01,27.45543072821487
2024-09-01,24.19238616411287
2024-10-01,18.16803094310745
2024-11-01,11.372451586
2024-12-01,12.719433413052712


 Definition: Generación eléctrica Eolica. Source: CENACE
