date,GINC0010
2013-01-01,972.8122543981742
2013-02-01,493.1523642707565
2013-03-01,851.4351781337357
2013-04-01,932.7500067476428
2013-05-01,715.2655888296626
2013-06-01,434.3645873281567
2013-07-01,835.287837425912
2013-08-01,641.5544611384076
2013-09-01,675.7972597935698
2013-10-01,778.7056941781243
2013-11-01,670.2853494328097
2013-12-01,880.20305340442
2014-01-01,823.50105820104
2014-02-01,492.7733614413357
2014-03-01,785.0597144523302
2014-04-01,685.5971778986411
2014-05-01,652.5259595798727
2014-06-01,639.570768392289
2014-07-01,523.630534020276
2014-08-01,390.6573532694257
2014-09-01,655.4359669944777
2014-10-01,666.4813077357783
2014-11-01,472.3938866282932
2014-12-01,494.1525157723963
2015-01-01,449.4812749094
2015-02-01,389.92807718782433
2015-03-01,422.0709300941939
2015-04-01,471.6230246930966
2015-05-01,446.269584044821
2015-06-01,502.4934030941083
2015-07-01,533.5584157879379
2015-08-01,445.11630744183583
2015-09-01,420.7560483147397
2015-10-01,408.842566910095
2015-11-01,418.5512966044457
2015-12-01,380.26737564137375
2016-01-01,332.6984215543044
2016-02-01,264.6930181303627
2016-03-01,304.3790062467009
2016-04-01,338.57746159041767
2016-05-01,382.2208289372351
2016-06-01,404.75466710208246
2016-07-01,369.67227575183176
2016-08-01,451.51761441919047
2016-09-01,453.9178575505818
2016-10-01,416.56740978836086
2016-11-01,394.5817988621752
2016-12-01,599.6616151880283
2017-01-01,348.064111425967
2017-02-01,369.0280018045437
2017-03-01,537.5544044606893
2017-04-01,412.9403118083419
2017-05-01,523.8735359020202
2017-06-01,445.8348754621409
2017-07-01,496.9557655619445
2017-08-01,483.19203871522296
2017-09-01,461.59706795100846
2017-10-01,427.857552815701
2017-11-01,555.8616406070269
2017-12-01,588.0584340325395
2018-01-01,388.7774132069371
2018-02-01,391.0824994665098
2018-03-01,624.8925893972984
2018-04-01,524.1198044454992
2018-05-01,598.2076179894736
2018-06-01,712.8545907294738
2018-07-01,709.958188548421
2018-08-01,814.6369843478947
2018-09-01,736.9588802190112
2018-10-01,881.9285761094736
2018-11-01,917.866759111579
2018-12-01,783.9694153163158
2019-01-01,591.452937606842
2019-02-01,604.1202123631579
2019-03-01,722.2070784078946
2019-04-01,543.1990982910527
2019-05-01,831.5116985021051
2019-06-01,559.7454387328114
2019-07-01,586.3175584289475
2019-08-01,717.24683724
2019-09-01,703.2018785736842
2019-10-01,594.9386362947369
2019-11-01,679.7585187231579
2019-12-01,530.5636954205263
2020-01-01,624.7876565684211
2020-02-01,607.7424583636844
2020-03-01,519.9375066857895
2020-04-01,136.26895083105265
2020-05-01,164.4244025336842
2020-06-01,203.53292874789477
2020-07-01,328.4662834831579
2020-08-01,266.75479698421054
2020-09-01,516.3916229136843
2020-10-01,437.6968717431579
2020-11-01,439.6106722059649
2020-12-01,421.4667491477485
2021-01-01,463.1058723347368
2021-02-01,399.7475351047368
2021-03-01,843.6310117721052
2021-04-01,631.7145975231579
2021-05-01,773.9362842252632
2021-06-01,886.7570407942105
2021-07-01,710.4040658178947
2021-08-01,710.2920642547369
2021-09-01,978.5457726294736
2021-10-01,761.1738856584211
2021-11-01,965.9374545942104
2021-12-01,669.8339289528947
2022-01-01,747.8972510678948
2022-02-01,712.3238971547369
2022-03-01,1140.3318153721052
2022-04-01,891.5292125021053
2022-05-01,1317.9913599142103
2022-06-01,1215.0362121952633
2022-07-01,1341.1495858936842
2022-08-01,1315.8488410020211
2022-09-01,493.0595796231579
2022-10-01,365.9781782431579
2022-11-01,430.2580841415789
2022-12-01,537.4258659321052
2023-01-01,278.17386018105265
2023-02-01,211.61767212789476
2023-03-01,187.56946438789475
2023-04-01,332.5596992831579
2023-05-01,282.1531193389474
2023-06-01,215.1418503552632
2023-07-01,199.71234212894737
2023-08-01,342.6323473468421
2023-09-01,374.7496515594737
2023-10-01,200.97328402368424
2023-11-01,279.84704107635474
2023-12-01,126.97447627315788
2024-01-01,157.12714631263157
2024-02-01,135.0285093094737
2024-03-01,233.39664828105265
2024-04-01,208.45908821842104
2024-05-01,357.5817950973979
2024-06-01,219.38880450938035
2024-07-01,278.4598477930646


 Definition: Ingresos petroleros del Gobierno Central. Source: MEF
