date,RREC0402
2000-01-01,970.2496986748364
2000-02-01,59.53762940000001
2000-03-01,3406.8815558
2000-04-01,41917.57716405
2000-05-01,1175.27084
2000-06-01,658.0716400000001
2000-07-01,1938.63959
2000-08-01,585.6050399999999
2000-09-01,1630.14409
2000-10-01,326.86738
2000-11-01,127.96967000000002
2000-12-01,200.36333
2001-01-01,8606.67425
2001-02-01,8118.108319999999
2001-03-01,19763.87894
2001-04-01,757439.7054300001
2001-05-01,32844.295399999995
2001-06-01,18718.79619
2001-07-01,45410.32083776596
2001-08-01,36036.43871
2001-09-01,13692.69106
2001-10-01,16618.05532
2001-11-01,23951.74556
2001-12-01,63467.59821
2002-01-01,8606.67425
2002-02-01,8118.108319999999
2002-03-01,19763.87894
2002-04-01,757439.7054300001
2002-05-01,32844.295399999995
2002-06-01,18718.79619
2002-07-01,45410.32083776596
2002-08-01,36036.43871
2002-09-01,13692.69106
2002-10-01,16618.05532
2002-11-01,23951.74556
2002-12-01,63467.59821
2003-01-01,8606.67425
2003-02-01,8118.108319999999
2003-03-01,19763.87894
2003-04-01,757439.7054300001
2003-05-01,32844.295399999995
2003-06-01,18718.79619
2003-07-01,45410.32083776596
2003-08-01,36036.43871
2003-09-01,13692.69106
2003-10-01,16618.05532
2003-11-01,23951.74556
2003-12-01,63467.59821
2004-01-01,8606.67425
2004-02-01,8118.108319999999
2004-03-01,19763.87894
2004-04-01,757439.7054300001
2004-05-01,32844.295399999995
2004-06-01,18718.79619
2004-07-01,45410.32083776596
2004-08-01,36036.43871
2004-09-01,13692.69106
2004-10-01,16618.05532
2004-11-01,23951.74556
2004-12-01,63467.59821
2005-01-01,8606.67425
2005-02-01,8118.108319999999
2005-03-01,19763.87894
2005-04-01,757439.7054300001
2005-05-01,32844.295399999995
2005-06-01,18718.79619
2005-07-01,45410.32083776596
2005-08-01,36036.43871
2005-09-01,13692.69106
2005-10-01,16618.05532
2005-11-01,23951.74556
2005-12-01,63467.59821
2006-01-01,8606.67425
2006-02-01,8118.108319999999
2006-03-01,19763.87894
2006-04-01,757439.7054300001
2006-05-01,32844.295399999995
2006-06-01,18718.79619
2006-07-01,45410.32083776596
2006-08-01,36036.43871
2006-09-01,13692.69106
2006-10-01,16618.05532
2006-11-01,23951.74556
2006-12-01,63467.59821
2007-01-01,8606.67425
2007-02-01,8118.108319999999
2007-03-01,19763.87894
2007-04-01,757439.7054300001
2007-05-01,32844.295399999995
2007-06-01,18718.79619
2007-07-01,45410.32083776596
2007-08-01,36036.43871
2007-09-01,13692.69106
2007-10-01,16618.05532
2007-11-01,23951.74556
2007-12-01,63467.59821
2008-01-01,8606.67425
2008-02-01,8118.108319999999
2008-03-01,19763.87894
2008-04-01,757439.7054300001
2008-05-01,32844.295399999995
2008-06-01,18718.79619
2008-07-01,45410.32083776596
2008-08-01,36036.43871
2008-09-01,13692.69106
2008-10-01,16618.05532
2008-11-01,23951.74556
2008-12-01,63467.59821
2009-01-01,8606.67425
2009-02-01,8118.108319999999
2009-03-01,19763.87894
2009-04-01,757439.7054300001
2009-05-01,32844.295399999995
2009-06-01,18718.79619
2009-07-01,45410.32083776596
2009-08-01,36036.43871
2009-09-01,13692.69106
2009-10-01,16618.05532
2009-11-01,23951.74556
2009-12-01,63467.59821
2010-01-01,8606.67425
2010-02-01,8118.108319999999
2010-03-01,19763.87894
2010-04-01,757439.7054300001
2010-05-01,32844.295399999995
2010-06-01,18718.79619
2010-07-01,45410.32083776596
2010-08-01,36036.43871
2010-09-01,13692.69106
2010-10-01,16618.05532
2010-11-01,23951.74556
2010-12-01,63467.59821
2011-01-01,8606.67425
2011-02-01,8118.108319999999
2011-03-01,19763.87894
2011-04-01,757439.7054300001
2011-05-01,32844.295399999995
2011-06-01,18718.79619
2011-07-01,45410.32083776596
2011-08-01,36036.43871
2011-09-01,13692.69106
2011-10-01,16618.05532
2011-11-01,23951.74556
2011-12-01,63467.59821
2012-01-01,8606.67425
2012-02-01,8118.108319999999
2012-03-01,19763.87894
2012-04-01,757439.7054300001
2012-05-01,32844.295399999995
2012-06-01,18718.79619
2012-07-01,45410.32083776596
2012-08-01,36036.43871
2012-09-01,13692.69106
2012-10-01,16618.05532
2012-11-01,23951.74556
2012-12-01,63467.59821
2013-01-01,8606.67425
2013-02-01,8118.108319999999
2013-03-01,19763.87894
2013-04-01,757439.7054300001
2013-05-01,32844.295399999995
2013-06-01,18718.79619
2013-07-01,45410.32083776596
2013-08-01,36036.43871
2013-09-01,13692.69106
2013-10-01,16618.05532
2013-11-01,23951.74556
2013-12-01,63467.59821
2014-01-01,8606.67425
2014-02-01,8118.108319999999
2014-03-01,19763.87894
2014-04-01,757439.7054300001
2014-05-01,32844.295399999995
2014-06-01,18718.79619
2014-07-01,45410.32083776596
2014-08-01,36036.43871
2014-09-01,13692.69106
2014-10-01,16618.05532
2014-11-01,23951.74556
2014-12-01,63467.59821
2015-01-01,9734.41302
2015-02-01,6552.457260000001
2015-03-01,22985.3525576
2015-04-01,794991.0944499999
2015-05-01,55698.5578422
2015-06-01,90708.233846
2015-07-01,585551.9084329
2015-08-01,13689.49966
2015-09-01,30481.042329800013
2015-10-01,13346.440893400002
2015-11-01,7786.169339099997
2015-12-01,23895.76302
2016-01-01,6224.422290000001
2016-02-01,12763.363787199956
2016-03-01,57698.30618919999
2016-04-01,674192.1120799999
2016-05-01,32395.458536
2016-06-01,16546.692
2016-07-01,25911.516790000005
2016-08-01,13703.04261
2016-09-01,18384.78092
2016-10-01,31799.28047999998
2016-11-01,14037.565389999923
2016-12-01,39321.53102000007
2017-01-01,24854.670579999987
2017-02-01,38027.77343
2017-03-01,29229.73984000001
2017-04-01,729569.8208500005
2017-05-01,27562.009530000007
2017-06-01,21643.97005
2017-07-01,14680.292140000003
2017-08-01,17129.183160000004
2017-09-01,17599.218119999998
2017-10-01,31874.9859
2017-11-01,21768.23169
2017-12-01,17504.401569999995
2018-01-01,16499.35853
2018-02-01,16830.68282
2018-03-01,33977.51013
2018-04-01,766179.40465
2018-05-01,81108.18028000006
2018-06-01,19093.89252
2018-07-01,16784.02996
2018-08-01,24375.69598
2018-09-01,22056.28282
2018-10-01,28238.90807
2018-11-01,31843.50632
2018-12-01,751323.49669
2019-01-01,13125.00811
2019-02-01,7653.811009999999
2019-03-01,35953.59016000001
2019-04-01,1027388.6622
2019-05-01,42661.57600999997
2019-06-01,17237.42249
2019-07-01,13862.16242
2019-08-01,16751.89824000001
2019-09-01,15733.32767
2019-10-01,15448.88939999999
2019-11-01,15436.44594
2019-12-01,10909.76971
2020-01-01,11221.78962
2020-02-01,13591.28008
2020-03-01,46443.63843
2020-04-01,665943.3905500008
2020-05-01,75505.62791999998
2020-06-01,51990.08018999998
2020-07-01,53672.94951999998
2020-08-01,51684.47770999999
2020-09-01,55689.79226999997
2020-10-01,30276.003139999983
2020-11-01,17890.13311
2020-12-01,18871.863399999995
2021-01-01,17085.85114999999
2021-02-01,14732.01594
2021-03-01,17601.72648
2021-04-01,407412.26534
2021-05-01,23484.75451
2021-06-01,14346.07568
2021-07-01,14284.5372
2021-08-01,11867.5583
2021-09-01,17306.27333
2021-10-01,11169.88545
2021-11-01,11629.85359
2021-12-01,8584.32749
2022-01-01,7784.8447000000015
2022-02-01,10370.345550000002
2022-03-01,22697.95362
2022-04-01,824940.9600100004
2022-05-01,27066.18061999999
2022-06-01,16106.27722
2022-07-01,13223.32342
2022-08-01,20296.15884
2022-09-01,26710.14511000001
2022-10-01,41721.37083999999
2022-11-01,12847.48253
2022-12-01,11598.87129
2023-01-01,14617.66483
2023-02-01,9746.138870000004
2023-03-01,56614.53381000001
2023-04-01,1001955.27899
2023-05-01,31179.39681999999
2023-06-01,26360.25511000001
2023-07-01,19587.66847
2023-08-01,15310.85535
2023-09-01,25003.44828
2023-10-01,17239.10675
2023-11-01,16153.73698000001
2023-12-01,16653.47036
2024-01-01,12658.1987
2024-02-01,11982.15597
2024-03-01,68884.57702
2024-04-01,802513.3772000006
2024-05-01,33965.48900000002
2024-06-01,35515.92654000001
2024-07-01,167560.24081
2024-08-01,13294.24099
2024-09-01,13164.98733


 Definition: Recaudación del SRI: Impuesto a la Renta Recaudado, DIR, Personas Jurídicas. Source: SRI
