date,GRES0000
2013-01-01,388.4635904270801
2013-02-01,-948.6061284185942
2013-03-01,-524.3376482101164
2013-04-01,349.28640809431744
2013-05-01,-299.9719845299905
2013-06-01,-888.5253235852539
2013-07-01,-212.1269442293329
2013-08-01,-909.1679193602678
2013-09-01,-846.1065907005653
2013-10-01,-931.9951543571136
2013-11-01,-1191.3641295444118
2013-12-01,-1719.5764923126071
2014-01-01,77.88250348593138
2014-02-01,-847.5147660485466
2014-03-01,-405.3218179496382
2014-04-01,-205.18597392925736
2014-05-01,-427.8732509453436
2014-06-01,-693.2304753026174
2014-07-01,-780.6976004459921
2014-08-01,-974.944632505786
2014-09-01,-747.3290009373196
2014-10-01,-1011.849974500156
2014-11-01,-1171.8496590005054
2014-12-01,-2067.332495581204
2015-01-01,383.015048557867
2015-02-01,-341.8889696759095
2015-03-01,-607.968821903739
2015-04-01,400.6675625042132
2015-05-01,-614.8372142670629
2015-06-01,-621.3524524965749
2015-07-01,196.73012276595531
2015-08-01,-289.7150771191973
2015-09-01,-132.00572909644313
2015-10-01,-659.1743378646886
2015-11-01,-330.7020424188877
2015-12-01,-2537.6244943938104
2016-01-01,244.24604399606585
2016-02-01,-642.7791221199093
2016-03-01,-748.2079499554707
2016-04-01,49.38114865414633
2016-05-01,-47.13931131573656
2016-06-01,-440.6147464531894
2016-07-01,-361.3069692924621
2016-08-01,-436.451418467748
2016-09-01,-582.8279686023578
2016-10-01,-344.3946612788625
2016-11-01,-958.5857700147632
2016-12-01,-1811.724055437661
2017-01-01,350.6762883348944
2017-02-01,-551.988508895922
2017-03-01,-675.4989673501184
2017-04-01,151.7219307929978
2017-05-01,-146.73363008311384
2017-06-01,-256.4498430171381
2017-07-01,280.47793103401244
2017-08-01,-295.1094938799643
2017-09-01,82.31865093678812
2017-10-01,-531.2980979624904
2017-11-01,-553.5607682773335
2017-12-01,-2172.113513297613
2018-01-01,362.4031282785178
2018-02-01,-356.26346850276923
2018-03-01,-463.1882769221664
2018-04-01,133.7345254907916
2018-05-01,38.31743419754389
2018-06-01,3.943199078907583
2018-07-01,107.86499805176528
2018-08-01,-215.37153840021733
2018-09-01,31.56222738639218
2018-10-01,97.6852187881314
2018-11-01,168.75202811516107
2018-12-01,-1201.2449853781409
2019-01-01,260.9908001018876
2019-02-01,-264.7755088701005
2019-03-01,111.20858574984776
2019-04-01,352.4015751879123
2019-05-01,51.3296515898976
2019-06-01,-327.00500556044875
2019-07-01,-331.8919991800971
2019-08-01,-172.7671859160973
2019-09-01,-210.2039227146035
2019-10-01,67.73085864581401
2019-11-01,-172.27981587610174
2019-12-01,-2275.5673056501028
2020-01-01,473.8054738212663
2020-02-01,-328.22207998501744
2020-03-01,457.87854916350346
2020-04-01,-235.6609620290505
2020-05-01,-1443.2361313126985
2020-06-01,-653.0135911511824
2020-07-01,-406.6074797386359
2020-08-01,-304.65458980546464
2020-09-01,294.6052181825713
2020-10-01,-509.6743912336232
2020-11-01,-349.60408504439715
2020-12-01,-1746.2599682322652
2021-01-01,66.86864735852865
2021-02-01,-319.1982145875003
2021-03-01,177.82729080914635
2021-04-01,266.1197425190893
2021-05-01,-221.37167227421943
2021-06-01,-109.07206438209516
2021-07-01,-219.3815466099476
2021-08-01,-443.1928481349029
2021-09-01,525.3521719101243
2021-10-01,-127.00870098835772
2021-11-01,237.29073520646
2021-12-01,-2150.4140325245485
2022-01-01,699.0100326799891
2022-02-01,-472.8479490800042
2022-03-01,575.1086916850014
2022-04-01,447.1377783449939
2022-05-01,639.0323502050071
2022-06-01,-231.156086680018
2022-07-01,297.7932902050412
2022-08-01,114.20482816499106
2022-09-01,223.2735693849986
2022-10-01,-65.40239986999944
2022-11-01,-195.21925470000912
2022-12-01,-1176.0241718950117
2023-01-01,911.7583868121588
2023-02-01,-589.496957904989
2023-03-01,-76.63320876498503
2023-04-01,689.5397892449779
2023-05-01,-157.58719760998895
2023-06-01,-341.11486624000634
2023-07-01,-364.63675603496966
2023-08-01,-445.0710878650599
2023-09-01,-141.67211350999207
2023-10-01,-394.02450741497125
2023-11-01,-488.5053328283662
2023-12-01,-1298.9121051699426
2024-01-01,303.69554865001726
2024-02-01,405.9862180849957
2024-03-01,272.1765482399918
2024-04-01,723.6985209319455
2024-05-01,308.3675321150056
2024-06-01,-34.38080791090076


 Definition: Resultado primario del Gobierno Central. Source: MEF
