date,MCAP0012
2006-01-01,269.96
2006-02-01,272.37
2006-03-01,280.47
2006-04-01,288.13
2006-05-01,297.27
2006-06-01,300.89
2006-07-01,306.08
2006-08-01,309.7
2006-09-01,310.54
2006-10-01,309.77
2006-11-01,315.51
2006-12-01,324.63
2007-01-01,328.58
2007-02-01,326.51
2007-03-01,327.4
2007-04-01,332.05
2007-05-01,337.1
2007-06-01,341.87
2007-07-01,358.8
2007-08-01,363.01
2007-09-01,365.41
2007-10-01,368.24
2007-11-01,373.72
2007-12-01,385.24
2008-01-01,386.4
2008-02-01,387.27
2008-03-01,389.41
2008-04-01,404.08
2008-05-01,357.8
2008-06-01,354.48
2008-07-01,370.44
2008-08-01,376.66
2008-09-01,340.54
2008-10-01,341.09
2008-11-01,341.4
2008-12-01,338.2
2009-01-01,333.25
2009-02-01,329.55
2009-03-01,320.04
2009-04-01,320.17
2009-05-01,326.49
2009-06-01,328.08
2009-07-01,335.17
2009-08-01,337.11
2009-09-01,335.78
2009-10-01,343.27
2009-11-01,344.62
2009-12-01,356.51
2010-01-01,356.34
2010-02-01,352.42
2010-03-01,356.78
2010-04-01,365.07
2010-05-01,370.64
2010-06-01,377.02
2010-07-01,378.85
2010-08-01,382.98
2010-09-01,384.75
2010-10-01,372.07
2010-11-01,379.73
2010-12-01,395.83
2011-01-01,391.67
2011-02-01,391.12
2011-03-01,397.56
2011-04-01,409.7
2011-05-01,412.81
2011-06-01,423.28
2011-07-01,422.11
2011-08-01,427.93
2011-09-01,431.08
2011-10-01,433.29
2011-11-01,432.12
2011-12-01,424.86
2012-01-01,425.29
2012-02-01,429.67
2012-03-01,432.44
2012-04-01,443.08
2012-05-01,444.77
2012-06-01,450.85
2012-07-01,449.25
2012-08-01,453.2300000000001
2012-09-01,453.82
2012-10-01,457.21
2012-11-01,461.99
2012-12-01,471.25
2013-01-01,470.27
2013-02-01,473.32
2013-03-01,479.33
2013-04-01,490.17
2013-05-01,495.55
2013-06-01,500.97
2013-07-01,503.95
2013-08-01,512.02
2013-09-01,514.59
2013-10-01,512.42
2013-11-01,518.1
2013-12-01,530.79
2014-01-01,529.17
2014-02-01,533.32
2014-03-01,541.02
2014-04-01,547.34
2014-05-01,546.55
2014-06-01,555.44
2014-07-01,559.72
2014-08-01,567.11
2014-09-01,571.26
2014-10-01,569.59
2014-11-01,571.83
2014-12-01,589.78
2015-01-01,587.18
2015-02-01,587.42
2015-03-01,586.8
2015-04-01,573.92
2015-05-01,581.6
2015-06-01,574.67
2015-07-01,568.48
2015-08-01,574.5700000000002
2015-09-01,565.4399999999999
2015-10-01,565.7800000000001
2015-11-01,557.72
2015-12-01,559.09
2016-01-01,561.01
2016-02-01,564.08
2016-03-01,568.41
2016-04-01,667.7
2016-05-01,660.34
2016-06-01,661.09
2016-07-01,663.33
2016-08-01,676.99
2016-09-01,681.67
2016-10-01,684.63
2016-11-01,693.59
2016-12-01,710.29
2017-01-01,708.7299999999999
2017-02-01,719.14
2017-03-01,730.76
2017-04-01,742.1800000000001
2017-05-01,743.9200000000001
2017-06-01,752.6399999999999
2017-07-01,757.14
2017-08-01,761.3000000000001
2017-09-01,764.55
2017-10-01,766.04
2017-11-01,768.94
2017-12-01,782.18
2018-01-01,784.3999999999999
2018-02-01,789.18
2018-03-01,798.7
2018-04-01,808.1
2018-05-01,809.34
2018-06-01,819.1899999999999
2018-07-01,820.06
2018-08-01,830.89
2018-09-01,830.59
2018-10-01,820.29
2018-11-01,822.0600000000001
2018-12-01,831.13
2019-01-01,823.0099999999999
2019-02-01,826.3399999999998
2019-03-01,822.57
2019-04-01,827.72
2019-05-01,829.6100000000001
2019-06-01,832.4499999999999
2019-07-01,833.0600000000002
2019-08-01,866.99
2019-09-01,867.32
2019-10-01,871.63
2019-11-01,875.8299999999999
2019-12-01,894.99
2020-01-01,888.5599999999998
2020-02-01,892.5399999999998
2020-03-01,887.3900000000001
2020-04-01,878.8900000000001
2020-05-01,875.2499999999999
2020-06-01,878.11
2020-07-01,880.46
2020-08-01,894.4099999999999
2020-09-01,908.76
2020-10-01,932.14
2020-11-01,935.04
2020-12-01,960.9
2021-01-01,954.63
2021-02-01,958.73
2021-03-01,974.84
2021-04-01,985.52
2021-05-01,995.386943
2021-06-01,1003.735641
2021-07-01,1006.260956
2021-08-01,1014.083881
2021-09-01,1032.862668
2021-10-01,1042.638536
2021-11-01,1036.0183989999998
2021-12-01,1047.765565
2022-01-01,1045.5389319999997
2022-02-01,1047.475086
2022-03-01,1049.65859
2022-04-01,1058.381047
2022-05-01,1054.045152
2022-06-01,1061.610044
2022-07-01,1057.708412
2022-08-01,1060.453516
2022-09-01,1049.631209
2022-10-01,1055.144004
2022-11-01,1058.739523
2022-12-01,1057.5256319999996
2023-01-01,1048.777712
2023-02-01,1043.192299
2023-03-01,1049.866304
2023-04-01,1046.960654
2023-05-01,1044.96
2023-06-01,1038.593353
2023-07-01,1035.28457899999
2023-08-01,1046.030289
2023-09-01,1036.755152
2023-10-01,1031.173005
2023-11-01,1036.051595
2023-12-01,1033.237942
2024-01-01,1034.752908
2024-02-01,1038.522696
2024-03-01,1034.961183
2024-04-01,1039.467799
2024-05-01,1035.355763
2024-06-01,1041.209269
2024-07-01,1043.02165
2024-08-01,1060.393423
2024-09-01,1053.804508
2024-10-01,1056.039447
2024-11-01,1057.752482
2024-12-01,1070.529119


 Definition: Captaciones de cuasi-dinero de mutualistas. Source: BCE
