date,TUSD0012
2023-01-01,6.753598992903318
2023-02-01,6.937097865108132
2023-03-01,6.871100221180716
2023-04-01,6.917901800383944
2023-05-01,7.078854188345658
2023-06-01,7.26100405164026
2023-07-01,7.142801020849123
2023-08-01,7.256204236026909
2023-09-01,7.298002244865491
2023-10-01,7.315701030709119
2023-11-01,7.137254398154591
2023-12-01,7.100053960410099
2024-01-01,7.168900735099082
2024-02-01,7.188654003613017
2024-03-01,7.222354632057144
2024-04-01,7.241050966137226
2024-05-01,7.242304327421682
2024-06-01,7.267251728879187
2024-07-01,7.226702376212009
2024-08-01,7.091303367376317
2024-09-01,7.018652067870365
2024-10-01,7.118000069756401
2024-11-01,7.2468546838958225
2024-12-01,7.299355320938055
2025-01-01,7.244602408975193


 Definition: Cotización del USD en China. Source: BCE
