date,MRIN0050
2017-12-01,-0.340211
2018-01-01,-0.261249
2018-02-01,-9.2e-05
2018-03-01,-0.10192
2018-04-01,-0.85066
2018-05-01,-0.09136
2018-06-01,-0.526914
2018-07-01,-0.326585
2018-08-01,0.0
2018-09-01,-0.159845
2018-10-01,-0.640884
2018-11-01,-0.122876
2018-12-01,0.066974
2019-01-01,-0.449941
2019-02-01,0.0
2019-03-01,0.014139
2019-04-01,-0.237867
2019-05-01,-0.217268
2019-06-01,-0.022268
2019-07-01,-0.26669
2019-08-01,-0.028466
2019-09-01,0.0
2019-10-01,-0.267779
2019-11-01,-0.14641
2019-12-01,-0.00025
2020-01-01,-0.000635
2020-02-01,-0.020063
2020-03-01,-0.046506
2020-04-01,-0.192405
2020-05-01,0.0
2020-06-01,0.073365
2020-07-01,-0.107815
2020-08-01,0.044936
2020-09-01,-0.148435
2020-10-01,-0.000919
2020-11-01,0.0
2020-12-01,-0.001351
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
2021-05-01,
2021-06-01,
2021-07-01,
2021-08-01,
2021-09-01,
2021-10-01,
2021-11-01,
2021-12-01,
2022-01-01,
2022-02-01,
2022-03-01,
2022-04-01,
2022-05-01,
2022-06-01,
2022-07-01,
2022-08-01,
2022-09-01,
2022-10-01,
2022-11-01,
2022-12-01,
2023-01-01,
2023-02-01,
2023-03-01,
2023-04-01,
2023-05-01,
2023-06-01,
2023-07-01,
2023-08-01,
2023-09-01,
2023-10-01,
2023-11-01,
2023-12-01,
2024-01-01,
2024-02-01,
2024-03-01,
2024-04-01,
2024-05-01,
2024-06-01,
2024-07-01,
2024-08-08,
2024-08-16,
2024-08-23,
2024-08-31,
2024-09-06,
2024-09-13,


 Definition: Reservas Internacionales: Posición con ALADI. Source: BCE
