date,MRIN0050
2006-01-01,7.221816
2006-02-01,0.2011929999999999
2006-03-01,3.33
2006-04-01,9.329999999999998
2006-05-01,-5.280159
2006-06-01,-8.31
2006-07-01,-17.81
2006-08-01,0.8699999999999992
2006-09-01,2.185834
2006-10-01,2.42
2006-11-01,2.3400000000000007
2006-12-01,0.4399999999999995
2007-01-01,3.6
2007-02-01,2.8500000000000005
2007-03-01,12.650000000000002
2007-04-01,-0.5499999999999998
2007-05-01,9.87
2007-06-01,8.649999999999999
2007-07-01,7.779999999999999
2007-08-01,11.2
2007-09-01,2.9300000000000006
2007-10-01,16.19
2007-11-01,13.68
2007-12-01,2.18
2008-01-01,10.942116
2008-02-01,3.2051870000000005
2008-03-01,2.986161000000001
2008-04-01,-1.3649020000000007
2008-05-01,9.989447
2008-06-01,18.122772
2008-07-01,5.502238000000001
2008-08-01,25.915378
2008-09-01,22.159151
2008-10-01,11.307524
2008-11-01,12.408249
2008-12-01,-25.930344
2009-01-01,3.320573
2009-02-01,10.158262
2009-03-01,19.025869
2009-04-01,9.796589999999998
2009-05-01,55.933369
2009-06-01,-19.620921
2009-07-01,18.127748
2009-08-01,20.125153
2009-09-01,-3.909817
2009-10-01,23.256623
2009-11-01,10.420259
2009-12-01,-26.677295
2010-01-01,13.357113
2010-02-01,7.545922000000001
2010-03-01,10.077389
2010-04-01,0.902896
2010-05-01,14.88934
2010-06-01,24.521674
2010-07-01,3.868732000000001
2010-08-01,22.182103
2010-09-01,3.1579890000000006
2010-10-01,4.794576
2010-11-01,15.300365
2010-12-01,-3.827150999999997
2011-01-01,19.393963
2011-02-01,3.239801
2011-03-01,-0.6970099999999997
2011-04-01,6.712350999999999
2011-05-01,5.874995
2011-06-01,-16.955227
2011-07-01,-1.233496
2011-08-01,6.027508999999999
2011-09-01,-2.625799
2011-10-01,0.768999
2011-11-01,6.209394
2011-12-01,-0.1797969999999997
2012-01-01,6.563004
2012-02-01,0.4780699999999998
2012-03-01,0.6396799999999994
2012-04-01,7.868074999999999
2012-05-01,1.3128359999999994
2012-06-01,-17.352105
2012-07-01,2.122932
2012-08-01,4.66
2012-09-01,3.0900000000000003
2012-10-01,2.25
2012-11-01,-0.4300000000000015
2012-12-01,2.2200000000000006
2013-01-01,-2.19
2013-02-01,1.83
2013-03-01,4.0200000000000005
2013-04-01,-1.6799999999999995
2013-05-01,-0.25
2013-06-01,1.79
2013-07-01,0.1
2013-08-01,2.48
2013-09-01,-0.230742
2013-10-01,2.207177
2013-11-01,-5.966247000000001
2013-12-01,0.306629
2014-01-01,6.002769000000001
2014-02-01,9.480374
2014-03-01,12.017675
2014-04-01,12.382538
2014-05-01,0.673543
2014-06-01,0.1922650000000001
2014-07-01,9.576952
2014-08-01,11.315501
2014-09-01,-1.963619
2014-10-01,1.328457
2014-11-01,-1.914036
2014-12-01,-21.003008
2015-01-01,0.08818
2015-02-01,0.6334270000000002
2015-03-01,2.1551
2015-04-01,6.0006
2015-05-01,-0.290091
2015-06-01,-19.481369
2015-07-01,0.5577610000000001
2015-08-01,3.094158
2015-09-01,0.390906
2015-10-01,-1.5188580000000005
2015-11-01,-1.7474250000000002
2015-12-01,-19.556643
2016-01-01,-2.841233
2016-02-01,-0.000725
2016-03-01,-0.685222
2016-04-01,-2.165925
2016-05-01,0.089799
2016-06-01,-18.578084
2016-07-01,2.097665
2016-08-01,2.066883
2016-09-01,-0.020593
2016-10-01,0.4086569999999999
2016-11-01,0.7410480000000002
2016-12-01,-17.746451
2017-01-01,-0.7032149999999999
2017-02-01,0.26937
2017-03-01,0.327303
2017-04-01,0.129964
2017-05-01,0.0004829999999999
2017-06-01,-18.196024
2017-07-01,-0.428087
2017-08-01,-0.226834
2017-09-01,-0.531844
2017-10-01,-2.677434
2017-11-01,-11.122324
