date,RPRO0009
2007-01-01,517.0894406451613
2007-02-01,507.2291217857143
2007-03-01,482.0793619354839
2007-04-01,502.056872
2007-05-01,511.690105483871
2007-06-01,514.6335003333332
2007-07-01,509.6626077419354
2007-08-01,508.26649
2007-09-01,516.8613063333333
2007-10-01,513.5860287096774
2007-11-01,518.0418836666666
2007-12-01,531.7197870967741
2008-01-01,520.2790622580645
2008-02-01,518.6575448275862
2008-03-01,507.9510551612904
2008-04-01,510.277222
2008-05-01,498.9385406451613
2008-06-01,494.812628
2008-07-01,498.3236787096775
2008-08-01,503.2047349354838
2008-09-01,498.4969136666666
2008-10-01,496.86540032258057
2008-11-01,501.662209
2008-12-01,507.6421371935483
2009-01-01,503.5118306451613
2009-02-01,498.17514
2009-03-01,497.23017225806456
2009-04-01,495.17793760000006
2009-05-01,491.5120835483871
2009-06-01,491.484611
2009-07-01,483.18243935483866
2009-08-01,476.6410641935484
2009-09-01,475.2133903333333
2009-10-01,474.77796612903217
2009-11-01,476.944407
2009-12-01,469.94736317204297
2010-01-01,463.6552764516129
2010-02-01,470.08884821428575
2010-03-01,478.29130064516136
2010-04-01,479.782057
2010-05-01,478.4098338709677
2010-06-01,490.66332166666666
2010-07-01,491.7589964516129
2010-08-01,484.9224725806452
2010-09-01,489.9488203333333
2010-10-01,497.4784680645161
2010-11-01,507.93676196666667
2010-12-01,499.3333978387096
2011-01-01,500.8481825806453
2011-02-01,509.0524735714285
2011-03-01,501.61257129032265
2011-04-01,503.8033910000001
2011-05-01,497.533416451613
2011-06-01,494.9484506666666
2011-07-01,491.6066967741936
2011-08-01,495.5981693548387
2011-09-01,494.931228
2011-10-01,501.5220058064516
2011-11-01,504.13244000000014
2011-12-01,500.6012967741936
2012-01-01,504.0444777419355
2012-02-01,503.1363327586207
2012-03-01,499.3457096774194
2012-04-01,500.3779373
2012-05-01,497.8388835483871
2012-06-01,501.6760686666667
2012-07-01,508.007669032258
2012-08-01,512.0190089677418
2012-09-01,506.4465476666666
2012-10-01,502.86474516129033
2012-11-01,504.1685056666665
2012-12-01,503.3717832258065
2013-01-01,505.04573645161287
2013-02-01,509.3719110714286
2013-03-01,504.22882
2013-04-01,515.726711
2013-05-01,521.5123525806451
2013-06-01,524.0429103333333
2013-07-01,530.2402116129034
2013-08-01,536.5848093548386
2013-09-01,535.1099309999998
2013-10-01,539.902646451613
2013-11-01,544.9905103333334
2013-12-01,548.2328141935484
2014-01-01,550.1388225806452
2014-02-01,550.7919974999999
2014-03-01,556.6141083870968
2014-04-01,560.1884343333332
2014-05-01,554.284239032258
2014-06-01,555.2731610333334
2014-07-01,558.3932029032253
2014-08-01,558.4111777419355
2014-09-01,550.9181316666668
2014-10-01,557.2320083870967
2014-11-01,562.8256016666667
2014-12-01,561.0977638709678
2015-01-01,557.7229080645161
2015-02-01,553.1258460714287
2015-03-01,552.7236332258065
2015-04-01,547.8932666666667
2015-05-01,543.1918648387096
2015-06-01,541.0441193333334
2015-07-01,537.7973825806453
2015-08-01,537.1321458064517
2015-09-01,538.9752063333334
2015-10-01,537.9846864516128
