date,TEXP0026
2022-01-01,38389.302518
2022-02-01,43694.10686
2022-03-01,44239.7741
2022-04-01,35465.76824
2022-05-01,28911.84168
2022-06-01,29649.01952
2022-07-01,34694.15184
2022-08-01,33833.43465
2022-09-01,29208.89435
2022-10-01,20592.82757
2022-11-01,22798.16568
2022-12-01,23758.95995
2023-01-01,30448.58864
2023-02-01,30696.06583
2023-03-01,23804.382581
2023-04-01,24644.94198
2023-05-01,22509.438443
2023-06-01,19413.12574
2023-07-01,23485.21028
2023-08-01,23641.066401
2023-09-01,20483.54006
2023-10-01,23910.140905
2023-11-01,23894.330145
2023-12-01,26672.23456
2024-01-01,26087.681005
2024-02-01,27798.38038
2024-03-01,31700.60182
2024-04-01,25521.851238
2024-05-01,34315.3459


 Definition: Exportaciones no petroleras: Atún y pescado. Source: BCE
