date,TUSD0006
2023-01-01,797.1938775510205
2023-02-01,832.9862557267805
2023-03-01,788.7679444707368
2023-04-01,806.5817067268914
2023-05-01,802.2462896109106
2023-06-01,799.23273657289
2023-07-01,840.6186953597847
2023-08-01,849.8342823149486
2023-09-01,892.5383791503035
2023-10-01,901.5506671474936
2023-11-01,869.0362388111585
2023-12-01,881.057268722467
2024-01-01,931.9664492078284
2024-02-01,967.0244657189828
2024-03-01,980.1999607920015
2024-04-01,959.9692809830084
2024-05-01,916.590284142988
2024-06-01,942.0631182289214
2024-07-01,940.8222786715588
2024-08-01,912.991874372318
2024-09-01,898.8764044943821
2024-10-01,961.4460148062686
2024-11-01,973.5202492211838
2024-12-01,996.512207274539
2025-01-01,980.9691975671964


 Definition: Cotización del USD en Chile. Source: BCE
