date,RREC2116
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,0.00585
2001-02-01,0.0061
2001-03-01,0.00605
2001-04-01,0.00487
2001-05-01,
2001-06-01,0.00255
2001-07-01,3204.4968900000003
2001-08-01,1.52283
2001-09-01,119.64544
2001-10-01,882.8000800000001
2001-11-01,139.8707
2001-12-01,13.34227
2002-01-01,0.00585
2002-02-01,0.0061
2002-03-01,0.00605
2002-04-01,0.00487
2002-05-01,
2002-06-01,0.00255
2002-07-01,3204.4968900000003
2002-08-01,1.52283
2002-09-01,119.64544
2002-10-01,882.8000800000001
2002-11-01,139.8707
2002-12-01,13.34227
2003-01-01,0.00585
2003-02-01,0.0061
2003-03-01,0.00605
2003-04-01,0.00487
2003-05-01,
2003-06-01,0.00255
2003-07-01,3204.4968900000003
2003-08-01,1.52283
2003-09-01,119.64544
2003-10-01,882.8000800000001
2003-11-01,139.8707
2003-12-01,13.34227
2004-01-01,0.00585
2004-02-01,0.0061
2004-03-01,0.00605
2004-04-01,0.00487
2004-05-01,
2004-06-01,0.00255
2004-07-01,3204.4968900000003
2004-08-01,1.52283
2004-09-01,119.64544
2004-10-01,882.8000800000001
2004-11-01,139.8707
2004-12-01,13.34227
2005-01-01,0.00585
2005-02-01,0.0061
2005-03-01,0.00605
2005-04-01,0.00487
2005-05-01,
2005-06-01,0.00255
2005-07-01,3204.4968900000003
2005-08-01,1.52283
2005-09-01,119.64544
2005-10-01,882.8000800000001
2005-11-01,139.8707
2005-12-01,13.34227
2006-01-01,0.00585
2006-02-01,0.0061
2006-03-01,0.00605
2006-04-01,0.00487
2006-05-01,
2006-06-01,0.00255
2006-07-01,3204.4968900000003
2006-08-01,1.52283
2006-09-01,119.64544
2006-10-01,882.8000800000001
2006-11-01,139.8707
2006-12-01,13.34227
2007-01-01,0.00585
2007-02-01,0.0061
2007-03-01,0.00605
2007-04-01,0.00487
2007-05-01,
2007-06-01,0.00255
2007-07-01,3204.4968900000003
2007-08-01,1.52283
2007-09-01,119.64544
2007-10-01,882.8000800000001
2007-11-01,139.8707
2007-12-01,13.34227
2008-01-01,0.00585
2008-02-01,0.0061
2008-03-01,0.00605
2008-04-01,0.00487
2008-05-01,
2008-06-01,0.00255
2008-07-01,3204.4968900000003
2008-08-01,1.52283
2008-09-01,119.64544
2008-10-01,882.8000800000001
2008-11-01,139.8707
2008-12-01,13.34227
2009-01-01,0.00585
2009-02-01,0.0061
2009-03-01,0.00605
2009-04-01,0.00487
2009-05-01,
2009-06-01,0.00255
2009-07-01,3204.4968900000003
2009-08-01,1.52283
2009-09-01,119.64544
2009-10-01,882.8000800000001
2009-11-01,139.8707
2009-12-01,13.34227
2010-01-01,0.00585
2010-02-01,0.0061
2010-03-01,0.00605
2010-04-01,0.00487
2010-05-01,
2010-06-01,0.00255
2010-07-01,3204.4968900000003
2010-08-01,1.52283
2010-09-01,119.64544
2010-10-01,882.8000800000001
2010-11-01,139.8707
2010-12-01,13.34227
2011-01-01,0.00585
2011-02-01,0.0061
2011-03-01,0.00605
2011-04-01,0.00487
2011-05-01,
2011-06-01,0.00255
2011-07-01,3204.4968900000003
2011-08-01,1.52283
2011-09-01,119.64544
2011-10-01,882.8000800000001
2011-11-01,139.8707
2011-12-01,13.34227
2012-01-01,0.00585
2012-02-01,0.0061
2012-03-01,0.00605
2012-04-01,0.00487
2012-05-01,
2012-06-01,0.00255
2012-07-01,3204.4968900000003
