date,RPRO0006
2007-01-01,1093.073
2007-02-01,1120.5315461904763
2007-03-01,900.791
2007-04-01,974.308
2007-05-01,818.563
2007-06-01,1102.246
2007-07-01,908.737
2007-08-01,1166.55
2007-09-01,1086.561
2007-10-01,981.509
2007-11-01,1272.95
2007-12-01,1203.022
2008-01-01,967.635
2008-02-01,881.301
2008-03-01,1301.33
2008-04-01,1055.521
2008-05-01,1198.534
2008-06-01,1035.705
2008-07-01,1028.215
2008-08-01,1237.2809523809524
2008-09-01,1112.464
2008-10-01,1103.404
2008-11-01,1075.266
2008-12-01,1310.769761904762
2009-01-01,1101.4732142857142
2009-02-01,1121.294
2009-03-01,1229.074
2009-04-01,1093.373
2009-05-01,1228.738
2009-06-01,1257.345
2009-07-01,1139.041
2009-08-01,1219.088
2009-09-01,1227.457
2009-10-01,1096.279
2009-11-01,1218.011
2009-12-01,1332.504
2010-01-01,1163.5691428571429
2010-02-01,970.5309047619048
2010-03-01,1006.4309047619048
2010-04-01,872.9157380952381
2010-05-01,1043.2057142857143
2010-06-01,1112.7576666666664
2010-07-01,1063.8374285714287
2010-08-01,1109.4639285714286
2010-09-01,1076.7271666666668
2010-10-01,1181.3495714285714
2010-11-01,1045.0026666666668
2010-12-01,970.1590952380952
2011-01-01,1358.1322804761903
2011-02-01,982.6801804761906
2011-03-01,1105.911090952381
2011-04-01,984.2929176190476
2011-05-01,1028.3688704761903
2011-06-01,1395.999058095238
2011-07-01,1364.4696723809525
2011-08-01,1312.8871357142857
2011-09-01,1182.0982619047618
2011-10-01,1305.0389561904765
2011-11-01,1367.0802114285716
2011-12-01,1405.6576866666665
2012-01-01,1422.3122133333334
2012-02-01,1248.1325776190474
2012-03-01,1111.185715238095
2012-04-01,1397.043469047619
2012-05-01,1556.1190919047615
2012-06-01,1411.7518261904763
2012-07-01,1585.2232666666666
2012-08-01,1367.6518661904763
2012-09-01,1609.7103599999998
2012-10-01,1519.9243090476189
2012-11-01,1404.026363809524
