date,RREC2102
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,19.34439
2001-02-01,6.384390000000001
2001-03-01,9.09011
2001-04-01,3.28905
2001-05-01,12.70425
2001-06-01,14.26221
2001-07-01,0.3274499999999999
2001-08-01,1.66128
2001-09-01,4.07859
2001-10-01,26.77446
2001-11-01,9.77193
2001-12-01,21.034920000000003
2002-01-01,19.34439
2002-02-01,6.384390000000001
2002-03-01,9.09011
2002-04-01,3.28905
2002-05-01,12.70425
2002-06-01,14.26221
2002-07-01,0.3274499999999999
2002-08-01,1.66128
2002-09-01,4.07859
2002-10-01,26.77446
2002-11-01,9.77193
2002-12-01,21.034920000000003
2003-01-01,19.34439
2003-02-01,6.384390000000001
2003-03-01,9.09011
2003-04-01,3.28905
2003-05-01,12.70425
2003-06-01,14.26221
2003-07-01,0.3274499999999999
2003-08-01,1.66128
2003-09-01,4.07859
2003-10-01,26.77446
2003-11-01,9.77193
2003-12-01,21.034920000000003
2004-01-01,19.34439
2004-02-01,6.384390000000001
2004-03-01,9.09011
2004-04-01,3.28905
2004-05-01,12.70425
2004-06-01,14.26221
2004-07-01,0.3274499999999999
2004-08-01,1.66128
2004-09-01,4.07859
2004-10-01,26.77446
2004-11-01,9.77193
2004-12-01,21.034920000000003
2005-01-01,19.34439
2005-02-01,6.384390000000001
2005-03-01,9.09011
2005-04-01,3.28905
2005-05-01,12.70425
2005-06-01,14.26221
2005-07-01,0.3274499999999999
2005-08-01,1.66128
2005-09-01,4.07859
2005-10-01,26.77446
2005-11-01,9.77193
2005-12-01,21.034920000000003
2006-01-01,19.34439
2006-02-01,6.384390000000001
2006-03-01,9.09011
2006-04-01,3.28905
2006-05-01,12.70425
2006-06-01,14.26221
2006-07-01,0.3274499999999999
2006-08-01,1.66128
2006-09-01,4.07859
2006-10-01,26.77446
2006-11-01,9.77193
2006-12-01,21.034920000000003
2007-01-01,19.34439
2007-02-01,6.384390000000001
2007-03-01,9.09011
2007-04-01,3.28905
2007-05-01,12.70425
2007-06-01,14.26221
2007-07-01,0.3274499999999999
2007-08-01,1.66128
2007-09-01,4.07859
2007-10-01,26.77446
2007-11-01,9.77193
2007-12-01,21.034920000000003
2008-01-01,19.34439
2008-02-01,6.384390000000001
2008-03-01,9.09011
2008-04-01,3.28905
2008-05-01,12.70425
2008-06-01,14.26221
2008-07-01,0.3274499999999999
2008-08-01,1.66128
2008-09-01,4.07859
2008-10-01,26.77446
2008-11-01,9.77193
2008-12-01,21.034920000000003
2009-01-01,19.34439
2009-02-01,6.384390000000001
2009-03-01,9.09011
2009-04-01,3.28905
2009-05-01,12.70425
2009-06-01,14.26221
2009-07-01,0.3274499999999999
2009-08-01,1.66128
2009-09-01,4.07859
2009-10-01,26.77446
2009-11-01,9.77193
2009-12-01,21.034920000000003
2010-01-01,19.34439
2010-02-01,6.384390000000001
2010-03-01,9.09011
2010-04-01,3.28905
2010-05-01,12.70425
2010-06-01,14.26221
2010-07-01,0.3274499999999999
2010-08-01,1.66128
2010-09-01,4.07859
2010-10-01,26.77446
2010-11-01,9.77193
2010-12-01,21.034920000000003
2011-01-01,19.34439
2011-02-01,6.384390000000001
2011-03-01,9.09011
2011-04-01,3.28905
2011-05-01,12.70425
2011-06-01,14.26221
2011-07-01,0.3274499999999999
2011-08-01,1.66128
2011-09-01,4.07859
2011-10-01,26.77446
2011-11-01,9.77193
2011-12-01,21.034920000000003
2012-01-01,19.34439
