date,TEXP0202
2005-01-01,406.0
2005-02-01,257.0
2005-03-01,425.0
2005-04-01,438.0
2005-05-01,424.0
2005-06-01,371.0
2005-07-01,391.0
2005-08-01,508.0
2005-09-01,354.0
2005-10-01,343.0
2005-11-01,364.4
2005-12-01,318.0
2006-01-01,369.0
2006-02-01,304.0
2006-03-01,294.0
2006-04-01,366.0
2006-05-01,453.4500000000001
2006-06-01,345.0
2006-07-01,307.97
2006-08-01,364.0
2006-09-01,152.0
2006-10-01,449.0
2006-11-01,404.0
2006-12-01,462.0
2007-01-01,452.0
2007-02-01,355.0
2007-03-01,461.0
2007-04-01,659.2
2007-05-01,488.0
2007-06-01,595.0
2007-07-01,649.0
2007-08-01,533.0
2007-09-01,285.0
2007-10-01,565.0
2007-11-01,280.0
2007-12-01,1077.23
2008-01-01,491.05
2008-02-01,416.62
2008-03-01,557.6
2008-04-01,562.87
2008-05-01,489.14
2008-06-01,426.79
2008-07-01,389.12
2008-08-01,427.87
2008-09-01,236.39
2008-10-01,17.8
2008-11-01,179.32999999999998
2008-12-01,108.55
2009-01-01,227.3
2009-02-01,12.15
2009-03-01,145.76
2009-04-01,136.58999999999995
2009-05-01,198.54
2009-06-01,466.66
2009-07-01,173.65
2009-08-01,154.64
2009-09-01,189.01
2009-10-01,214.21
2009-11-01,200.26
2009-12-01,173.91
2010-01-01,132.35
2010-02-01,140.89
2010-03-01,199.65
2010-04-01,138.1
2010-05-01,162.92000000000002
2010-06-01,196.58
2010-07-01,229.52
2010-08-01,261.54
2010-09-01,343.9
2010-10-01,270.09
2010-11-01,113.87
2010-12-01,305.66
2011-01-01,334.15
2011-02-01,288.3
2011-03-01,292.41
2011-04-01,375.84
2011-05-01,143.48
2011-06-01,343.41
2011-07-01,349.33
2011-08-01,311.07
2011-09-01,267.1
2011-10-01,230.93
2011-11-01,302.38
2011-12-01,392.61
2012-01-01,393.36
2012-02-01,587.62
2012-03-01,386.96
2012-04-01,797.27
2012-05-01,991.67
2012-06-01,1162.02
2012-07-01,1548.54
2012-08-01,1065.84
2012-09-01,928.14
2012-10-01,736.87
2012-11-01,983.58
2012-12-01,1263.9
2013-01-01,1304.1370000000002
2013-02-01,1077.875
2013-03-01,1272.862
2013-04-01,1323.535
2013-05-01,1279.868
2013-06-01,1107.845
2013-07-01,816.302
2013-08-01,1158.795
2013-09-01,1015.256
2013-10-01,1176.3429999999998
2013-11-01,798.38
2013-12-01,1386.4240000000002
2014-01-01,1366.625
2014-02-01,1470.4109999999998
2014-03-01,1403.746
2014-04-01,1377.286
2014-05-01,1545.0980000000002
2014-06-01,1826.885
2014-07-01,1940.701
2014-08-01,1496.189
2014-09-01,1795.579
2014-10-01,2341.716
2014-11-01,1949.025
2014-12-01,2640.107
2015-01-01,2228.724
2015-02-01,2078.807
2015-03-01,2167.0980000000004
2015-04-01,2215.513
2015-05-01,1857.13
2015-06-01,1912.348
2015-07-01,1815.365
2015-08-01,1476.656
2015-09-01,1523.535
2015-10-01,1501.751
2015-11-01,972.818
2015-12-01,1001.501
2016-01-01,756.559
2016-02-01,768.004
2016-03-01,921.159
2016-04-01,688.7710000000001
2016-05-01,638.664
2016-06-01,403.874
2016-07-01,549.224
2016-08-01,500.05
2016-09-01,620.007
2016-10-01,511.698
2016-11-01,537.446
2016-12-01,638.398
2017-01-01,343.273
2017-02-01,304.221
2017-03-01,565.827
2017-04-01,482.196
2017-05-01,481.928
2017-06-01,369.992
2017-07-01,346.568
2017-08-01,480.286
2017-09-01,366.239
2017-10-01,452.746
2017-11-01,500.707
2017-12-01,399.485
2018-01-01,481.527
2018-02-01,433.101
2018-03-01,548.714
2018-04-01,476.607
2018-05-01,575.338
2018-06-01,456.796
2018-07-01,492.804
2018-08-01,748.62
2018-09-01,459.623
2018-10-01,723.306
2018-11-01,463.44
2018-12-01,651.1
2019-01-01,606.244
2019-02-01,480.184
2019-03-01,484.822
2019-04-01,596.957
2019-05-01,537.357
2019-06-01,505.292
2019-07-01,776.629
2019-08-01,1027.735
2019-09-01,677.275
2019-10-01,726.055
2019-11-01,588.2349999999999
2019-12-01,906.279
2020-01-01,1086.7659999999998
2020-02-01,586.7959999999999
2020-03-01,714.283
2020-04-01,271.273
2020-05-01,413.676
2020-06-01,410.133
2020-07-01,556.412
2020-08-01,754.944
2020-09-01,812.197
2020-10-01,544.9340000000001
2020-11-01,1131.621
2020-12-01,809.852
2021-01-01,798.479
2021-02-01,838.945
2021-03-01,702.233
2021-04-01,1397.462
2021-05-01,835.8149999999999
2021-06-01,637.27
2021-07-01,870.592
2021-08-01,972.059
2021-09-01,964.142
2021-10-01,1217.809
2021-11-01,745.8249999999999
2021-12-01,1737.8960000000002
2022-01-01,1351.0549999999998
2022-02-01,1700.943
2022-03-01,1214.659
2022-04-01,1027.125
2022-05-01,937.216
2022-06-01,1463.1909999999998
2022-07-01,1509.3719999999998
2022-08-01,1860.049
2022-09-01,1315.693
2022-10-01,1685.9630000000002
2022-11-01,1920.153
2022-12-01,1721.685
2023-01-01,1419.101
2023-02-01,2331.983
2023-03-01,2613.39
2023-04-01,2145.327
2023-05-01,2616.155
2023-06-01,2024.481
2023-07-01,2257.284
2023-08-01,2751.881
2023-09-01,2265.7250000000004
2023-10-01,2781.086
2023-11-01,1896.188
2023-12-01,2081.781
2024-01-01,1998.795


 Definition: Exportaciones de Oro, En las demás formas en bruto (kilogramos). Source: BCE
