date,MCAP0014
2006-01-01,239.12
2006-02-01,229.52
2006-03-01,244.88
2006-04-01,245.76
2006-05-01,260.0
2006-06-01,268.85
2006-07-01,267.74
2006-08-01,269.21
2006-09-01,274.06
2006-10-01,274.08
2006-11-01,270.31
2006-12-01,264.3
2007-01-01,263.03
2007-02-01,273.18
2007-03-01,271.52
2007-04-01,232.17
2007-05-01,244.36
2007-06-01,261.54
2007-07-01,263.26
2007-08-01,264.99
2007-09-01,281.94
2007-10-01,284.81
2007-11-01,284.2
2007-12-01,284.01
2008-01-01,296.16
2008-02-01,302.99
2008-03-01,307.18
2008-04-01,336.14
2008-05-01,364.58
2008-06-01,375.43
2008-07-01,384.42
2008-08-01,389.27
2008-09-01,385.76
2008-10-01,389.1
2008-11-01,396.64
2008-12-01,382.18
2009-01-01,407.9
2009-02-01,408.04
2009-03-01,388.19
2009-04-01,374.27
2009-05-01,374.69
2009-06-01,369.36
2009-07-01,352.75
2009-08-01,363.05
2009-09-01,348.98
2009-10-01,376.44
2009-11-01,359.93
2009-12-01,371.79
2010-01-01,372.19
2010-02-01,367.27
2010-03-01,374.95
2010-04-01,400.67
2010-05-01,422.36
2010-06-01,444.74
2010-07-01,455.9
2010-08-01,464.62
2010-09-01,484.26
2010-10-01,509.47
2010-11-01,518.23
2010-12-01,530.62
2011-01-01,541.37
2011-02-01,548.04
2011-03-01,559.67
2011-04-01,551.87
2011-05-01,588.47
2011-06-01,594.93
2011-07-01,602.19
2011-08-01,615.58
2011-09-01,629.69
2011-10-01,638.41
2011-11-01,653.97
2011-12-01,653.21
2012-01-01,663.43
2012-02-01,684.35
2012-03-01,695.2
2012-04-01,688.22
2012-05-01,708.5
2012-06-01,704.47
2012-07-01,708.11
2012-08-01,709.95
2012-09-01,713.05
2012-10-01,720.8
2012-11-01,726.56
2012-12-01,742.22
2013-01-01,774.06
2013-02-01,782.25
2013-03-01,788.42
2013-04-01,768.84
2013-05-01,774.09
2013-06-01,807.07
2013-07-01,818.07
2013-08-01,841.92
2013-09-01,860.82
2013-10-01,878.64
2013-11-01,897.57
2013-12-01,881.65
2014-01-01,851.2
2014-02-01,859.87
2014-03-01,863.37
2014-04-01,813.0
2014-05-01,802.64
2014-06-01,807.75
2014-07-01,797.19
2014-08-01,813.78
2014-09-01,786.37
2014-10-01,790.14
2014-11-01,798.88
2014-12-01,789.41
2015-01-01,802.45
2015-02-01,817.88
2015-03-01,831.99
2015-04-01,838.0
2015-05-01,844.92
2015-06-01,834.84
2015-07-01,838.2099999999999
2015-08-01,834.99
2015-09-01,833.69
2015-10-01,833.4600000000002
2015-11-01,829.8
2015-12-01,828.27
2016-01-01,822.01
2016-02-01,832.4499999999999
2016-03-01,823.59
2016-04-01,711.9900000000002
2016-05-01,714.8700000000001
2016-06-01,700.0900000000001
2016-07-01,695.7399999999999
2016-08-01,679.63
2016-09-01,691.72
2016-10-01,694.22
2016-11-01,699.1700000000001
2016-12-01,712.6
2017-01-01,718.47
2017-02-01,720.09
2017-03-01,715.01
2017-04-01,712.5999999999999
2017-05-01,720.5600000000001
2017-06-01,19.24
2017-07-01,19.33
2017-08-01,19.48
2017-09-01,4.09
2017-10-01,3.5600000000000005
2017-11-01,3.5600000000000005
2017-12-01,2.51
2018-01-01,2.51
2018-02-01,1.11
2018-03-01,1.11
2018-04-01,1.11
2018-05-01,0.11
2018-06-01,0.11
2018-07-01,0.11
2018-08-01,0.11
2018-09-01,0.11
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,0.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.03
2020-01-01,0.03
2020-02-01,0.03
2020-03-01,0.03
2020-04-01,0.03
2020-05-01,0.03
2020-06-01,0.03
2020-07-01,0.03
2020-08-01,0.03
2020-09-01,0.03
2020-10-01,0.03
2020-11-01,0.03
2020-12-01,0.01
2021-01-01,0.01
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.0
2021-05-01,0.0
2021-06-01,0.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.0
2022-04-01,0.0
2022-05-01,0.0
2022-06-01,0.0
2022-07-01,0.0
2022-08-01,0.0
2022-09-01,0.008085
2022-10-01,0.008085
2022-11-01,0.008085
2022-12-01,0.008085
2023-01-01,0.008085
2023-02-01,0.008085
2023-03-01,0.008085
2023-04-01,0.008085
2023-05-01,0.01
2023-06-01,0.008085
2023-07-01,0.0
2023-08-01,0.0
2023-09-01,0.0
2023-10-01,0.0
2023-11-01,0.0
2023-12-01,0.0
2024-01-01,0.0
2024-02-01,0.0
2024-03-01,0.0
2024-04-01,0.0
2024-05-01,0.0
2024-06-01,0.0
2024-07-01,0.0
2024-08-01,0.0
2024-09-01,0.0
2024-10-01,0.0
2024-11-01,0.0
2024-12-01,0.0


 Definition: Captaciones de cuasi-dinero, Sociedades Financieras. Source: BCE
