date,TEXP0221
2005-01-01,143470.0
2005-02-01,0.0
2005-03-01,94690.0
2005-04-01,141730.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,114350.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,86122.0
2005-11-01,3750.0
2005-12-01,0.0
2006-01-01,34600.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,87566.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,88356.0
2006-09-01,77275.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,64599.99999999999
2007-02-01,289500.0
2007-03-01,0.0
2007-04-01,168300.0
2007-05-01,0.0
2007-06-01,73700.0
2007-07-01,83700.0
2007-08-01,83700.0
2007-09-01,0.0
2007-10-01,140027.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,195160.0
2008-02-01,53810.0
2008-03-01,134506.0
2008-04-01,106903.0
2008-05-01,136931.0
2008-06-01,136493.0
2008-07-01,190416.0
2008-08-01,296357.0
2008-09-01,188034.0
2008-10-01,193125.0
2008-11-01,107287.0
2008-12-01,163602.0
2009-01-01,107907.0
2009-02-01,54362.0
2009-03-01,236538.0
2009-04-01,172066.0
2009-05-01,27053.0
2009-06-01,141831.0
2009-07-01,299977.0
2009-08-01,195276.0
2009-09-01,27823.0
2009-10-01,83198.0
2009-11-01,163970.0
2009-12-01,196480.0
2010-01-01,56002.490000000005
2010-02-01,55448.0
2010-03-01,139872.0
2010-04-01,333939.0
2010-05-01,331134.0
2010-06-01,228759.2
2010-07-01,304835.0
2010-08-01,192300.0
2010-09-01,330607.0
2010-10-01,383052.0
2010-11-01,421700.0
2010-12-01,282339.0
2011-01-01,280830.0
2011-02-01,693929.0
2011-03-01,340224.0
2011-04-01,411804.0
2011-05-01,363776.0
2011-06-01,516988.00000000006
2011-07-01,223768.0
2011-08-01,729983.0
2011-09-01,566311.0
2011-10-01,438124.0
2011-11-01,109725.0
2011-12-01,763387.0
2012-01-01,213004.0
2012-02-01,266549.0
2012-03-01,653603.0
2012-04-01,217678.0
2012-05-01,746512.0
2012-06-01,480984.0
2012-07-01,951074.52
2012-08-01,750067.66
2012-09-01,485605.34
2012-10-01,586566.0
2012-11-01,927870.0
2012-12-01,883429.0
2013-01-01,964611.0
2013-02-01,619715.0
2013-03-01,1123217.0
2013-04-01,1064392.0
2013-05-01,920205.0
2013-06-01,591697.0
2013-07-01,856630.0
2013-08-01,587081.0
2013-09-01,659101.0
2013-10-01,1363047.0
2013-11-01,1253771.0
2013-12-01,586565.0
2014-01-01,740239.0
2014-02-01,722526.0
2014-03-01,974880.0
2014-04-01,1426418.0
2014-05-01,804891.0
2014-06-01,1054974.0
2014-07-01,822434.0
2014-08-01,815627.0
2014-09-01,1781420.0
2014-10-01,1158654.17
2014-11-01,1398378.38
2014-12-01,1488527.0
