date,MCAR0011
2018-11-01,8078.97
2018-12-01,8187.6
2019-01-01,8284.96
2019-02-01,8433.16
2019-03-01,8546.570000000002
2019-04-01,8653.480000000001
2019-05-01,8795.699999999999
2019-06-01,8916.849999999999
2019-07-01,9004.369999999999
2019-08-01,9307.65
2019-09-01,9436.85
2019-10-01,9482.42
2019-11-01,9653.66
2019-12-01,9624.44
2020-01-01,9687.59
2020-02-01,9770.250000000002
2020-03-01,9768.64
2020-04-01,9749.14
2020-05-01,9769.12
2020-06-01,9816.670000000002
2020-07-01,9893.53
2020-08-01,9975.08
2020-09-01,10100.5
2020-10-01,10307.52
2020-11-01,10431.78
2020-12-01,10533.68
2021-01-01,10587.48
2021-02-01,10705.58
2021-03-01,10893.58
2021-04-01,11033.3
2021-05-01,11163.126433
2021-06-01,11514.978884
2021-07-01,11821.676921
2021-08-01,12046.6706
2021-09-01,12237.101388
2021-10-01,12453.087161
2021-11-01,12704.02925
2021-12-01,12884.959224
2022-01-01,12870.170778
2022-02-01,13234.693699
2022-03-01,13675.424746
2022-04-01,13936.509849000002
2022-05-01,14211.576966
2022-06-01,14417.356197
2022-07-01,14727.268129
2022-08-01,15044.116052
2022-09-01,15305.643691
2022-10-01,15596.359607
2022-11-01,15810.523509
2022-12-01,15872.037604
2023-01-01,16001.467396
2023-02-01,16132.01429818
2023-03-01,16419.6307979999
2023-04-01,16545.941181
2023-05-01,16778.015723
2023-06-01,16973.230184
2023-07-01,17126.235486
2023-08-01,17283.228071
2023-09-01,17514.746016
2023-10-01,17678.723346
2023-11-01,17701.465091
2023-12-01,17597.4444
2024-01-01,17657.459406
2024-02-01,17685.908484
2024-03-01,17834.540871
2024-04-01,17800.669327
2024-05-01,17765.030222
2024-06-01,17685.699732
2024-07-01,17653.937863
2024-08-01,17656.857764
2024-09-01,17613.202706
2024-10-01,17516.603221


 Definition: Colocación de cartera, Cooperativas. Source: BCE
