date,MRIN0013
2006-01-01,1182.93883
2006-02-01,1284.947226
2006-03-01,1656.17
2006-04-01,1995.27
2006-05-01,199.532676
2006-06-01,83.62
2006-07-01,1182.49
2006-08-01,1136.99
2006-09-01,1241.310258
2006-10-01,1640.65
2006-11-01,615.62
2006-12-01,627.88
2007-01-01,239.68
2007-02-01,493.85
2007-03-01,493.7
2007-04-01,344.69
2007-05-01,589.09
2007-06-01,688.07
2007-07-01,784.32
2007-08-01,818.96
2007-09-01,1199.58
2007-10-01,1422.54
2007-11-01,1375.81
2007-12-01,1580.07
2008-01-01,1559.058049
2008-02-01,1671.101968
2008-03-01,1484.15721
2008-04-01,2110.035165
2008-05-01,1839.429074
2008-06-01,4450.608354
2008-07-01,2917.293369
2008-08-01,2663.266984
2008-09-01,2627.340977
2008-10-01,2928.234845
2008-11-01,2639.949183
2008-12-01,1835.566858
2009-01-01,1606.460989
2009-02-01,1960.774172
2009-03-01,1261.019454
2009-04-01,793.908267
2009-05-01,688.733631
2009-06-01,116.936722
2009-07-01,2054.362207
2009-08-01,2770.014133
2009-09-01,2953.056599
2009-10-01,3304.331946
2009-11-01,3274.109394
2009-12-01,1890.6279
2010-01-01,1879.425624
2010-02-01,1786.516046
2010-03-01,2117.801413
2010-04-01,2419.61659
2010-05-01,2722.411744
2010-06-01,2355.110164
2010-07-01,2147.365547
2010-08-01,1683.105985
2010-09-01,2101.856871
2010-10-01,1484.436693
2010-11-01,1092.229145
2010-12-01,363.565732
2011-01-01,939.769778
2011-02-01,1881.530783
2011-03-01,1927.956106
2011-04-01,1888.678599
2011-05-01,1654.14427
2011-06-01,1653.341251
2011-07-01,1711.695183
2011-08-01,1800.008412
2011-09-01,1398.59104
2011-10-01,2008.680386
2011-11-01,1327.536271
2011-12-01,652.921247
2012-01-01,601.435212
2012-02-01,741.574257
2012-03-01,784.293775
2012-04-01,1270.688663
2012-05-01,1445.956047
2012-06-01,1359.24974
2012-07-01,1760.590704
2012-08-01,1925.34
2012-09-01,2373.06
2012-10-01,1560.19
2012-11-01,644.78
2012-12-01,0.0
2013-01-01,292.57
2013-02-01,1683.98
2013-03-01,1608.9
2013-04-01,2093.5
2013-05-01,1785.01
