date,MCAR0003
2006-01-01,5.69
2006-02-01,5.4
2006-03-01,4.97
2006-04-01,5.48
2006-05-01,5.65
2006-06-01,23.78
2006-07-01,25.54
2006-08-01,28.63
2006-09-01,32.17
2006-10-01,32.24
2006-11-01,34.62
2006-12-01,34.79
2007-01-01,34.54
2007-02-01,34.47
2007-03-01,34.32
2007-04-01,35.03
2007-05-01,35.35
2007-06-01,37.14
2007-07-01,37.27
2007-08-01,37.15
2007-09-01,36.62
2007-10-01,34.67
2007-11-01,34.79
2007-12-01,34.59
2008-01-01,34.04
2008-02-01,34.23
2008-03-01,33.82
2008-04-01,35.95
2008-05-01,35.95
2008-06-01,35.95
2008-07-01,35.59
2008-08-01,37.7
2008-09-01,38.37
2008-10-01,39.77
2008-11-01,42.6
2008-12-01,47.18
2009-01-01,48.36
2009-02-01,47.93
2009-03-01,47.86
2009-04-01,46.87
2009-05-01,47.65
2009-06-01,47.79
2009-07-01,47.11
2009-08-01,46.96
2009-09-01,46.15
2009-10-01,45.65
2009-11-01,45.25
2009-12-01,44.78
2010-01-01,44.53
2010-02-01,44.72
2010-03-01,44.18
2010-04-01,50.63
2010-05-01,51.91
2010-06-01,54.08
2010-07-01,74.88
2010-08-01,75.01
2010-09-01,76.74
2010-10-01,82.28
2010-11-01,85.03
2010-12-01,90.02
2011-01-01,94.37
2011-02-01,96.74
2011-03-01,98.21
2011-04-01,102.26
2011-05-01,109.26
2011-06-01,116.71
2011-07-01,131.02
2011-08-01,132.72
2011-09-01,136.65
2011-10-01,142.67
2011-11-01,149.35
2011-12-01,162.51
2012-01-01,162.94
2012-02-01,165.07
2012-03-01,172.03
2012-04-01,169.95
2012-05-01,174.84
2012-06-01,180.23
2012-07-01,184.22
2012-08-01,182.81
2012-09-01,188.44
2012-10-01,192.71
2012-11-01,193.63
2012-12-01,192.04
2013-01-01,187.65
2013-02-01,184.1
2013-03-01,180.68
2013-04-01,142.34
2013-05-01,145.6
2013-06-01,143.03
2013-07-01,141.35
2013-08-01,131.38
2013-09-01,126.65
2013-10-01,123.42
2013-11-01,114.12
2013-12-01,110.2
2014-01-01,108.18
2014-02-01,106.4
2014-03-01,104.62
2014-04-01,102.7
2014-05-01,100.45
2014-06-01,98.17
2014-07-01,95.23
2014-08-01,92.07
2014-09-01,90.07
2014-10-01,84.98
2014-11-01,82.57
2014-12-01,75.29
2015-01-01,71.39
2015-02-01,69.79
2015-03-01,67.98
2015-04-01,64.32
2015-05-01,62.97
2015-06-01,61.7
2015-07-01,59.21
2015-08-01,58.43
2015-09-01,57.31
2015-10-01,55.1
2015-11-01,28.87
2015-12-01,28.32
2016-01-01,28.14
2016-02-01,27.82
2016-03-01,27.450000000000003
2016-04-01,21.94
2016-05-01,21.730000000000004
2016-06-01,24.23
2016-07-01,23.94
2016-08-01,23.94
2016-09-01,17.55
2016-10-01,15.05
2016-11-01,12.22
2016-12-01,14.95
2017-01-01,14.69
2017-02-01,14.63
2017-03-01,14.63
2017-04-01,14.63
2017-05-01,11.13
2017-06-01,9.23
2017-07-01,4.24
2017-08-01,4.09
2017-09-01,1.65
2017-10-01,1.56
2017-11-01,1.53
2017-12-01,1.53
2018-01-01,0.29
2018-02-01,0.26
2018-03-01,0.26
2018-04-01,0.26
2018-05-01,0.26
2018-06-01,0.26
2018-07-01,0.26
2018-08-01,0.26
2018-09-01,0.26
2018-10-01,0.26
2018-11-01,0.26
2018-12-01,0.26
2019-01-01,0.26
2019-02-01,0.11
2019-03-01,0.11
2019-04-01,0.11
2019-05-01,0.11
2019-06-01,0.11
2019-07-01,0.11
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.0
2021-05-01,1.3e-05
2021-06-01,1.2e-05
2021-07-01,1e-05
2021-08-01,1e-05
2021-09-01,7e-06
2021-10-01,7e-06
2021-11-01,6e-06
2021-12-01,5e-06
2022-01-01,5e-06
2022-02-01,5e-06
2022-03-01,5e-06
2022-04-01,5e-06
2022-05-01,4e-06
2022-06-01,2e-06
2022-07-01,2e-06
2022-08-01,2e-06
2022-09-01,2e-06
2022-10-01,2e-06
2022-11-01,2e-06
2022-12-01,2e-06
2023-01-01,2e-06
2023-02-01,2e-06
2023-03-01,2e-06
2023-04-01,2e-06
2023-05-01,2e-06
2023-06-01,2e-06
2023-07-01,2e-06
2023-08-01,2e-06
2023-09-01,2e-06
2023-10-01,2e-06
2023-11-01,2e-06
2023-12-01,2e-06
2024-01-01,2e-06
2024-02-01,2e-06
2024-03-01,2e-06
2024-04-01,2e-06
2024-05-01,2e-06
2024-06-01,2e-06
2024-07-01,2e-06
2024-08-01,2e-06
2024-09-01,2e-06
2024-10-01,0.0
2024-11-01,0.0
2024-12-01,0.0
2025-01-01,0.0


 Definition: Colocación de cartera, BEV. Source: BCE
