date,EGEN0003
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0429568399999999
2013-07-01,0.05232956
2013-08-01,0.19848566
2013-09-01,0.338431169
2013-10-01,0.31698487
2013-11-01,0.4599231189999999
2013-12-01,0.453526811
2014-01-01,0.444910071
2014-02-01,0.4566581609999999
2014-03-01,0.515325047
2014-04-01,0.624722013
2014-05-01,0.751339339
2014-06-01,0.861710454
2014-07-01,1.033720092
2014-08-01,1.2904951539999998
2014-09-01,1.4932799420000002
2014-10-01,1.870517289
2014-11-01,2.356712318
2014-12-01,2.637341075
2015-01-01,2.656305232
2015-02-01,2.614914432
2015-03-01,2.7446253659999997
2015-04-01,2.786147786000001
2015-05-01,2.6911343750000003
2015-06-01,2.610138891000001
2015-07-01,2.634125472
2015-08-01,2.7322008830000004
2015-09-01,2.973591606
2015-10-01,2.821359686
2015-11-01,2.789205809
2015-12-01,3.066002404
2016-01-01,3.056244879000001
2016-02-01,2.602652188
2016-03-01,2.821684316999999
2016-04-01,2.8904735840000004
2016-05-01,3.18554029
2016-06-01,2.770400989
2016-07-01,2.7091730359999997
2016-08-01,3.1992433790000003
2016-09-01,2.950886466
2016-10-01,3.03780165
2016-11-01,3.309915525
2016-12-01,3.074360073
2017-01-01,2.946599618000001
2017-02-01,2.9135228429999995
2017-03-01,3.003374111
2017-04-01,3.1008128269999986
2017-05-01,2.864287818000001
2017-06-01,2.574873447
2017-07-01,2.7417618939999997
2017-08-01,2.765792816
2017-09-01,2.7367941319999995
2017-10-01,2.8398267830000004
2017-11-01,2.812643506000001
2017-12-01,2.7409036119999994
2018-01-01,3.065790669
2018-02-01,2.79768887
2018-03-01,3.1293533889999985
2018-04-01,3.14859484
2018-05-01,2.703513468000001
2018-06-01,2.576827965
2018-07-01,2.6778907250000006
2018-08-01,2.930488668
2018-09-01,2.949575962
2018-10-01,2.943305657
2018-11-01,2.6784004930000003
2018-12-01,2.9525114329999997
2019-01-01,2.9484846970000005
2019-02-01,2.649266347
2019-03-01,3.0690916699999997
2019-04-01,2.992356487000001
2019-05-01,2.722046401
2019-06-01,2.4446415099999994
2019-07-01,2.720021360000001
2019-08-01,2.902974382
2019-09-01,2.943239568
2019-10-01,2.48819367
2019-11-01,2.474714244
2019-12-01,2.6019215689999995
2020-01-01,2.836844021
2020-02-01,2.553130346
2020-03-01,2.9591769699999992
2020-04-01,2.831492226000001
2020-05-01,2.755994576
2020-06-01,2.562617295
2020-07-01,2.464578507
2020-08-01,3.082464997000001
2020-09-01,2.774535059
2020-10-01,3.015810988
2020-11-01,3.038400333
2020-12-01,2.766538896
2021-01-01,2.943998909
2021-02-01,2.728146183
2021-03-01,3.111027162
2021-04-01,2.9911386509999995
2021-05-01,2.6673518930000006
2021-06-01,2.406945023
2021-07-01,2.781244213
2021-08-01,2.703107783999999
2021-09-01,2.789864602
2021-10-01,2.786465895
2021-11-01,2.66697552
2021-12-01,2.699116916
2022-01-01,2.914573516
2022-02-01,2.633035529
2022-03-01,3.02007462
2022-04-01,2.888787789
2022-05-01,2.671083767
2022-06-01,2.3688390699999995
2022-07-01,2.47402502
2022-08-01,2.696043592
2022-09-01,2.8491140889999995
2022-10-01,2.817341474
2022-11-01,2.897163367
2022-12-01,2.924122647
2023-01-01,2.981293915
2023-02-01,2.672189389
2023-03-01,3.088654392
2023-04-01,2.99345468
2023-05-01,2.9496756
2023-06-01,2.775262933
2023-07-01,2.844897692
2023-08-01,3.029926522
2023-09-01,3.076728958
2023-10-01,2.8147842750000005
2023-11-01,2.7432587230000007
2023-12-01,2.765337869000001
2024-01-01,2.850863747999999
2024-02-01,2.9091706380000004
2024-03-01,3.1306362020000003
2024-04-01,2.7528102490000004
2024-05-01,2.576060502
2024-06-01,2.5097849530000005
2024-07-01,2.871741684
2024-08-01,2.933973595
2024-09-01,2.686007206
2024-10-01,2.487554758


 Definition: Generación eléctrica Fotovoltaica. Source: CENACE
