date,TEXP0120
2022-01-01,1689.877649062
2022-02-01,1815.652727405
2022-03-01,1722.501507624
2022-04-01,1841.378572654
2022-05-01,1735.943491958
2022-06-01,1826.739426939
2022-07-01,1756.075460782
2022-08-01,1701.404415185
2022-09-01,1765.575067899
2022-10-01,1767.936365141
2022-11-01,1708.028845643
2022-12-01,1740.197344463
2023-01-01,1683.740136571
2023-02-01,1886.915497087
2023-03-01,1991.238223444
2023-04-01,1808.916467941
2023-05-01,1920.382514692
2023-06-01,1878.296501774
2023-07-01,1794.874020737
2023-08-01,1803.11792242
2023-09-01,1964.924924727
2023-10-01,1859.679265236
2023-11-01,1680.068026386
2023-12-01,1902.738674743
2024-01-01,1736.658912428
2024-02-01,1905.851677868
2024-03-01,1915.908949524
2024-04-01,2011.76367505
2024-05-01,2134.183600622
2024-06-01,2258.12336095
2024-07-01,1914.097970446
2024-08-01,2078.519758585
2024-09-01,2070.20832142
2024-10-01,1993.631930364


 Definition: Exportaciones FOB, No Petroleras. Source: BCE
