date,MPFN0012
2006-01-01,2436.24
2006-02-01,2481.29
2006-03-01,2551.9300000000003
2006-04-01,2493.07
2006-05-01,2568.18
2006-06-01,2576.32
2006-07-01,2597.17
2006-08-01,2648.86
2006-09-01,2677.8100000000004
2006-10-01,2648.71
2006-11-01,2660.77
2006-12-01,2562.22
2007-01-01,2591.03
2007-02-01,2613.23
2007-03-01,2629.26
2007-04-01,2646.06
2007-05-01,2706.24
2007-06-01,2748.76
2007-07-01,2737.21
2007-08-01,2792.63
2007-09-01,2821.78
2007-10-01,2906.32
2007-11-01,2927.18
2007-12-01,2926.02
2008-01-01,3035.75
2008-02-01,3213.54
2008-03-01,3210.97
2008-04-01,3362.3400000000006
2008-05-01,3427.03
2008-06-01,3471.41
2008-07-01,3554.4800000000005
2008-08-01,3601.4600000000005
2008-09-01,3630.08
2008-10-01,3684.89
2008-11-01,3699.85
2008-12-01,3596.3
2009-01-01,3594.17
2009-02-01,3622.54
2009-03-01,3616.76
2009-04-01,3644.2
2009-05-01,3602.59
2009-06-01,3725.24
2009-07-01,3792.61
2009-08-01,3911.94
2009-09-01,3994.22
2009-10-01,4103.61
2009-11-01,4073.28
2009-12-01,4114.56
2010-01-01,4265.879999999999
2010-02-01,4369.849999999999
2010-03-01,4401.07
2010-04-01,4407.070000000001
2010-05-01,4530.47
2010-06-01,4612.63
2010-07-01,4728.83
2010-08-01,4772.660000000001
2010-09-01,4796.14
2010-10-01,4844.9800000000005
2010-11-01,4896.34
2010-12-01,5101.81
2011-01-01,5084.81
2011-02-01,5183.07
2011-03-01,5382.16
2011-04-01,5470.53
2011-05-01,5653.43
2011-06-01,5809.23
2011-07-01,5869.05
2011-08-01,6083.83
2011-09-01,6382.48
2011-10-01,6483.310000000001
2011-11-01,6403.41
2011-12-01,6689.12
2012-01-01,6777.06
2012-02-01,7067.030000000001
2012-03-01,7261.559999999999
2012-04-01,7236.710000000001
2012-05-01,7480.11
2012-06-01,7547.530000000001
2012-07-01,7537.519999999999
2012-08-01,7714.28
2012-09-01,7697.44
2012-10-01,7848.9
2012-11-01,7874.54
2012-12-01,7806.21
2013-01-01,8102.360000000001
2013-02-01,8239.98
2013-03-01,8082.700000000001
2013-04-01,7967.69
2013-05-01,8175.31
2013-06-01,8243.09
2013-07-01,8287.8
2013-08-01,8566.970000000001
2013-09-01,8674.17
2013-10-01,8886.12
2013-11-01,9022.96
2013-12-01,9010.759999999998
2014-01-01,9325.56
2014-02-01,9456.84
2014-03-01,9379.22
2014-04-01,9288.91
2014-05-01,9559.78
2014-06-01,9688.47
2014-07-01,9831.53
2014-08-01,9905.71
2014-09-01,10026.81
2014-10-01,10316.3
2014-11-01,10319.99
2014-12-01,10329.88
2015-01-01,10273.31
2015-02-01,10254.9
2015-03-01,10362.39
2015-04-01,10292.04
2015-05-01,10387.4
2015-06-01,10185.11
2015-07-01,10458.15
2015-08-01,10293.64
2015-09-01,10293.45
2015-10-01,10335.819999999998
2015-11-01,10256.100000000002
2015-12-01,10238.16
2016-01-01,10432.38
2016-02-01,10541.02
2016-03-01,10696.03
2016-04-01,10574.19
2016-05-01,10675.88
2016-06-01,10822.78
2016-07-01,11015.53
2016-08-01,11451.72
2016-09-01,11698.93
2016-10-01,11964.089999999998
2016-11-01,11902.34
2016-12-01,11794.53
2017-01-01,11814.25
2017-02-01,12038.03
2017-03-01,12185.72
2017-04-01,12238.61
2017-05-01,12269.87
2017-06-01,12480.4
2017-07-01,12571.22
2017-08-01,12596.87
2017-09-01,12752.21
2017-10-01,12916.53
2017-11-01,12895.590000000002
2017-12-01,13133.45
2018-01-01,13333.61
2018-02-01,13633.25
2018-03-01,13941.73
2018-04-01,13867.12
2018-05-01,13977.36
2018-06-01,14117.56
2018-07-01,14369.48
2018-08-01,14405.21
2018-09-01,14635.32
2018-10-01,14859.38
2018-11-01,14971.47
2018-12-01,14972.07
2019-01-01,15286.44
2019-02-01,15517.81
2019-03-01,15738.74
2019-04-01,15823.31
2019-05-01,16142.86
2019-06-01,16448.59
2019-07-01,16583.44
2019-08-01,17028.860000000004
2019-09-01,17250.43
2019-10-01,17416.93
2019-11-01,17649.03
2019-12-01,17948.17
2020-01-01,18396.76
2020-02-01,18687.33
2020-03-01,18238.78
2020-04-01,17964.030000000002
2020-05-01,18157.76
2020-06-01,18453.57
2020-07-01,18823.58
2020-08-01,19118.55
2020-09-01,19561.08
2020-10-01,20031.54
2020-11-01,19929.14
2020-12-01,20193.73
2021-01-01,20559.26
2021-02-01,20660.610000000004
2021-03-01,20631.72
2021-04-01,20766.89
2021-05-01,21138.037003
2021-06-01,21559.553188
2021-07-01,21894.439853
2021-08-01,22122.64989
2021-09-01,22502.189845
2021-10-01,22786.546417
2021-11-01,22914.212156000005
2021-12-01,23218.249472
2022-01-01,23487.457563
2022-02-01,24049.588374000003
2022-03-01,24274.293134
2022-04-01,24119.3773
2022-05-01,24550.04257
2022-06-01,24854.15659
2022-07-01,25329.623892
2022-08-01,25709.97176
2022-09-01,26211.553032
2022-10-01,26525.796864
2022-11-01,26893.347121000003
2022-12-01,27284.539951
2023-01-01,27758.897247
2023-02-01,28199.120443
2023-03-01,28538.959202
2023-04-01,28754.664948
2023-05-01,29014.029723
2023-06-01,29335.20347699989
2023-07-01,29673.093342
2023-08-01,30275.13531
2023-09-01,30713.920851000003
2023-10-01,31051.852847
2023-11-01,31496.02286
2023-12-01,31653.274920000003
2024-01-01,31952.67703
2024-02-01,32575.715621
2024-03-01,32997.0392119999
2024-04-01,33160.249274
2024-05-01,33787.192457
2024-06-01,34253.666743
2024-07-01,34776.452209
2024-08-01,35351.50774100001
2024-09-01,35634.847383
2024-10-01,35967.23888900001


 Definition: Panorama financiero de cuasi-dinero: Plazo. Source: BCE
