date,XIND0004
2010-02-01,54.3971171707615
2010-03-01,52.728913645679
2010-04-01,56.6856371365429
2010-05-01,53.1409451044894
2010-06-01,52.889479035458
2010-07-01,63.6183609795975
2010-08-01,58.9346450720094
2010-09-01,61.5607297396819
2010-10-01,64.8425075230725
2010-11-01,58.5812027470213
2010-12-01,59.5755023637939
2011-01-01,58.6398718302705
2011-02-01,55.2988427630291
2011-03-01,52.1879729721562
2011-04-01,61.4778825439778
2011-05-01,56.9438864448353
2011-06-01,55.5403306592511
2011-07-01,60.6590912877976
2011-08-01,60.5507362370208
2011-09-01,63.8647727072964
2011-10-01,60.3650661263744
2011-11-01,56.969776010781
2011-12-01,55.2764160935578
2012-01-01,49.3325404044786
2012-02-01,64.76453781394
2012-03-01,66.6302410818839
2012-04-01,62.1750474290038
2012-05-01,64.9605563162518
2012-06-01,51.0846226886006
2012-07-01,51.461064696415
2012-08-01,52.0465814878996
2012-09-01,69.6072673139611
2012-10-01,65.8002404744426
2012-11-01,66.0172208609986
2012-12-01,58.1153955391271
2013-01-01,51.4649140251206
2013-02-01,52.844570581485
2013-03-01,64.6983739205382
2013-04-01,55.6653172227477
2013-05-01,56.1444346036338
2013-06-01,55.0000674087062
2013-07-01,66.5406725279362
2013-08-01,61.1437133355016
2013-09-01,53.6931000852465
2013-10-01,55.2660571336627
2013-11-01,61.3709077033882
2013-12-01,52.8094649304338
2014-01-01,44.4651902261551
2014-02-01,52.6989701924987
2014-03-01,63.1906214624855
2014-04-01,56.3559138878455
2014-05-01,62.376582259669
2014-06-01,51.0573495928381
2014-07-01,59.0030387640793
2014-08-01,62.0438234418165
2014-09-01,60.6598434687604
2014-10-01,59.2312637422776
2014-11-01,55.1108273099708
2014-12-01,57.8029179761133
2015-01-01,43.6782075883907
2015-02-01,53.1725399617984
2015-03-01,64.5254517247054
2015-04-01,51.2849055645145
2015-05-01,52.0316237550733
2015-06-01,55.5807359247322
2015-07-01,58.406828639588
2015-08-01,54.5544955030182
2015-09-01,51.2525360085598
2015-10-01,56.6669569997338
2015-11-01,42.3751102865454
2015-12-01,50.9210497018543
2016-01-01,37.6328499832508
2016-02-01,46.1279088068603
2016-03-01,54.6681774203279
2016-04-01,52.4124116717953
2016-05-01,44.7174632200446
2016-06-01,51.8144934974836
2016-07-01,51.5992108811397
2016-08-01,47.6619804848467
2016-09-01,54.7440176402864
2016-10-01,57.14261775924
2016-11-01,47.6500598015606
2016-12-01,53.0212996931435
2017-01-01,44.5339982277852
2017-02-01,42.4468780581282
2017-03-01,55.9169110290283
2017-04-01,49.7561368384879
2017-05-01,61.3414169327057
2017-06-01,53.5369163272463
2017-07-01,56.6970884398099
2017-08-01,49.999975701749
2017-09-01,57.5963252318969
2017-10-01,53.5525107877544
2017-11-01,54.6650518919089
2017-12-01,57.3527370649856
2018-01-01,42.5767609215849
2018-02-01,50.9860388386286
2018-03-01,61.0589304042662
2018-04-01,56.792462308714
2018-05-01,51.9349319668216
2018-06-01,48.3662242426564
2018-07-01,55.6190270956522
2018-08-01,45.7452172721621
2018-09-01,58.1501185791639
2018-10-01,52.7379546816416
2018-11-01,53.0094586254602
2018-12-01,54.2185898222901
2019-01-01,48.3174138998023
2019-02-01,54.6784134946182
2019-03-01,62.3046226126908
2019-04-01,59.4099121929333
2019-05-01,52.018480946321
2019-06-01,51.1023770463378
2019-07-01,57.7492139527534
2019-08-01,56.8884882781771
2019-09-01,46.8669587072011
2019-10-01,46.2964100801714
2019-11-01,61.2311807541084
2019-12-01,55.147611385244
2020-01-01,48.4110654714264
2020-02-01,52.1352049498098
2020-03-01,31.6975891209974
2020-04-01,39.6883720897896
2020-05-01,55.2244406694605
2020-06-01,59.1335724032022
2020-07-01,55.8523529214072
2020-08-01,62.5703699069279
2020-09-01,60.9941361760623
2020-10-01,57.3495347595581
2020-11-01,52.46215692914
2020-12-01,47.0872539768795
2021-01-01,41.757719970242
2021-02-01,49.4298698481378
2021-03-01,57.223382424164
2021-04-01,53.0236188787337
2021-05-01,53.2883364692582
2021-06-01,58.7006516838528
2021-07-01,54.8101976435966
2021-08-01,53.112555530892
2021-09-01,52.8763025338685
2021-10-01,52.1795013815928
2021-11-01,52.3373131819607
2021-12-01,56.1118057549549
2022-01-01,52.4217062309206
2022-02-01,55.5228450907585
2022-03-01,56.7356355293462
2022-04-01,65.5579337021952
2022-05-01,62.4835400850277
2022-06-01,48.8231739650686
2022-07-01,61.4773530713305
2022-08-01,59.3556357606253
2022-09-01,52.8596206275639
2022-10-01,58.6375599545417
2022-11-01,55.7967677074869
2022-12-01,55.3630814168675
2023-01-01,48.0214942039765
2023-02-01,54.142599804656
2023-03-01,63.2304538421727
2023-04-01,53.4822414415841
2023-05-01,62.1221129627929
2023-06-01,51.3378533981428
2023-07-01,57.7714347637758
2023-08-01,53.6241510501383
2023-09-01,52.104625788514
2023-10-01,59.5741131160209
2023-11-01,59.1410768058475
2023-12-01,55.0526854781268
2024-01-01,43.9241001788745
2024-02-01,53.9737296669987
2024-03-01,60.4591267862349
2024-04-01,52.2779333296573
2024-05-01,54.1538705248456
2024-06-01,57.4887103278584
2024-07-01,61.017527936891
2024-08-01,64.0802998413131


 Definition: Indice de Expectativas de la Economía Servicios. Source: BCE
