date,RPRO0002
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,58.02809523809524
2011-02-01,58.12314285714285
2011-03-01,64.94716666666666
2011-04-01,66.6105238095238
2011-05-01,68.9442142857143
2011-06-01,66.13233333333334
2011-07-01,78.77657142857143
2011-08-01,89.0495238095238
2011-09-01,86.9814761904762
2011-10-01,88.57601
2011-11-01,87.563
2011-12-01,86.473
2012-01-01,88.09230952380953
2012-02-01,81.36959523809524
2012-03-01,88.8349761904762
2012-04-01,85.68388095238095
2012-05-01,92.54216666666666
2012-06-01,88.22333333333334
2012-07-01,93.06176190476192
2012-08-01,90.72819047619048
2012-09-01,85.49321428571429
2012-10-01,90.21359523809524
2012-11-01,88.99859523809523
2012-12-01,99.7227857142857
2013-01-01,87.75121428571428
2013-02-01,80.59211904761905
2013-03-01,92.0875238095238
2013-04-01,89.02895238095238
2013-05-01,95.1432619047619
2013-06-01,92.22733333333332
2013-07-01,97.087
2013-08-01,101.8247142857143
2013-09-01,95.49580952380953
2013-10-01,97.36030952380952
2013-11-01,98.2942857142857
2013-12-01,106.55178571428571
2014-01-01,97.91954761904762
2014-02-01,93.59557142857142
2014-03-01,97.91183333333332
2014-04-01,95.31690476190477
2014-05-01,99.2625
2014-06-01,91.645
2014-07-01,96.22704761904762
2014-08-01,98.4482619047619
2014-09-01,99.61554761904762
2014-10-01,328.91911904761906
2014-11-01,321.90547619047624
2014-12-01,357.7297142857143
2015-01-01,331.3072380952381
2015-02-01,323.236
2015-03-01,355.5168333333333
2015-04-01,340.2975476190476
2015-05-01,370.4324047619047
2015-06-01,368.2431190476191
2015-07-01,376.1806666666666
2015-08-01,375.9834523809524
2015-09-01,368.4215
2015-10-01,381.8211428571428
2015-11-01,362.9422380952381
2015-12-01,413.7704523809524
2016-01-01,360.8273333333333
2016-02-01,337.7014285714286
2016-03-01,360.0443571428572
2016-04-01,360.2567619047619
2016-05-01,391.6389047619047
2016-06-01,389.611738095238
2016-07-01,394.9737142857143
2016-08-01,417.8332142857143
2016-09-01,458.5492380952381
2016-10-01,500.3272828571429
2016-11-01,561.3971661904761
2016-12-01,623.7858752380953
2017-01-01,684.2577595238096
2017-02-01,675.9170533333332
2017-03-01,743.1711842898571
2017-04-01,713.9087332471428
2017-05-01,776.2115700610001
2017-06-01,761.1731785792381
2017-07-01,792.1798568126189
2017-08-01,1093.954834841286
2017-09-01,1064.6733808202855
2017-10-01,1080.168348177286
2017-11-01,1061.8793396639524
2017-12-01,1165.988093441381
2018-01-01,1071.1787991255237
2018-02-01,972.9684857387144
2018-03-01,1094.5449417299524
2018-04-01,1050.1905196139046
2018-05-01,1113.783376603238
2018-06-01,1095.520066965524
2018-07-01,1113.9668831785714
2018-08-01,1177.350549156714
2018-09-01,1133.6347735572383
2018-10-01,1223.2560752528098
2018-11-01,1196.999682187143
2018-12-01,1294.357841300238
2019-01-01,1168.990312857143
2019-02-01,1074.0039952380953
2019-03-01,1173.390486916476
2019-04-01,1161.4656785714287
2019-05-01,1228.394966096619
2019-06-01,1167.717873101619
2019-07-01,1249.6554100069045
2019-08-01,1288.170879106667
2019-09-01,1191.665863809524
2019-10-01,1146.7053960227145
2019-11-01,1203.9604129975237
2019-12-01,1326.712399328238
2020-01-01,1214.807447884143
2020-02-01,1154.0638962247144
2020-03-01,743.3529128571429
2020-04-01,348.4577304761904
2020-05-01,570.9544971754763
2020-06-01,856.4526466666666
2020-07-01,976.4321758001428
2020-08-01,991.3336601267616
2020-09-01,1031.687004615143
2020-10-01,1145.1085805482571
2020-11-01,1059.0641911916714
2020-12-01,1169.1095747137235
2021-01-01,1032.9820716843856
2021-02-01,1018.4065736808903
2021-03-01,1143.450024285714
2021-04-01,1008.5231868225906
2021-05-01,1003.1556857101142
2021-06-01,1126.187323333333
2021-07-01,1194.7387880179476
2021-08-01,1190.4188450623665
2021-09-01,1161.6113974443572
2021-10-01,1176.335691474943
2021-11-01,1137.593297617586
2021-12-01,1290.0529074330952
2022-01-01,1012.8891809151904
2022-02-01,1068.2822747348669
2022-03-01,1186.70964
2022-04-01,1208.9701187196856
2022-05-01,1239.7602507538763
2022-06-01,1122.8973585714286
2022-07-01,1270.8428689305142
2022-08-01,1328.0439805673
2022-09-01,1267.961418595686
2022-10-01,1273.339385678757
2022-11-01,1214.8513591504666
2022-12-01,1366.0166447070665
2023-01-01,1245.7422050822145
2023-02-01,1154.0607981311427
2023-03-01,1232.923599047619
2023-04-01,1158.0200268093288
2023-05-01,1272.7957283424143
2023-06-01,1237.6110980952385
2023-07-01,1264.146021633048
2023-08-01,1289.5553991122667
2023-09-01,1238.8660840121477
2023-10-01,1245.8570069849525
2023-11-01,1212.1958846028856
2023-12-01,1307.045950161119
2024-01-01,1088.1176696868283
2024-02-01,1115.560520591038
2024-03-01,1206.0687457142856
2024-04-01,1170.3475058518331
2024-05-01,1246.531875370738
2024-06-01,1189.7307404761902
2024-07-01,1177.7097844631762
2024-08-01,1221.2612370300524
2024-10-01,1259.8099426515903


 Definition: Producción de eco país. Source: BCE
