date,TEXP0025
2022-01-01,71040.906596
2022-02-01,65930.938017
2022-03-01,65523.364603
2022-04-01,72671.846356
2022-05-01,64293.015237
2022-06-01,61986.079367
2022-07-01,59649.028904
2022-08-01,62780.291023
2022-09-01,72944.209602
2022-10-01,139663.745974
2022-11-01,166261.0245
2022-12-01,102949.245473
2023-01-01,55669.673517
2023-02-01,60277.105939
2023-03-01,92917.807626
2023-04-01,83800.220633
2023-05-01,76021.219949
2023-06-01,70651.37571
2023-07-01,110542.055129
2023-08-01,139781.859183
2023-09-01,137526.404743
2023-10-01,155739.795459
2023-11-01,155689.727696
2023-12-01,184221.347178
2024-01-01,119805.49754
2024-02-01,205133.51274
2024-03-01,185829.466655
2024-04-01,262742.107358
2024-05-01,257551.063844


 Definition: Exportaciones no petroleras: Cacao y elaborados del mismo. Source: BCE
