date,UNTL1002
2012-01-19,13467.266390187153
2012-01-20,13463.297718524156
2012-01-21,13459.32904686116
2012-01-22,13455.360375198165
2012-01-23,13451.39170353517
2012-01-24,13447.423031872171
2012-01-25,13443.454360209178
2012-01-26,13439.48568854618
2012-01-27,13435.517016883186
2012-01-28,13431.54834522019
2012-01-29,13427.579673557197
2012-01-30,13423.611001894198
2012-01-31,13419.642330231203
2012-02-01,13415.673658568208
2012-02-02,13411.704986905212
2012-02-03,13407.736315242217
2012-02-04,13403.76764357922
2012-02-05,13399.798971916223
2012-02-06,13395.830300253228
2012-02-07,13391.861628590232
2012-02-08,13387.892956927237
2012-02-09,13383.92428526424
2012-02-10,13379.955613601243
2012-02-12,13375.986941938248
2012-02-13,13372.018270275254
2012-02-14,13368.049598612257
2012-02-15,13364.080926949262
2012-02-16,13360.112255286263
2012-02-17,13356.14358362327
2012-02-20,13352.174911960274
2012-02-21,13348.20624029728
2012-02-22,13344.237568634282
2012-02-23,13340.268896971287
2012-02-24,13336.30022530829
2012-02-25,13332.331553645296
2012-02-26,13328.3628819823
2012-02-27,13324.394210319304
2012-02-28,13320.425538656307
2012-02-29,13316.456866993312
2012-03-01,13312.488195330316
2012-03-02,13308.51952366732
2012-03-03,13304.550852004324
2012-03-04,13300.58218034133
2012-03-05,13296.613508678332
2012-03-06,13292.644837015338
2012-03-07,13288.67616535234
2012-03-08,13284.707493689346
2012-03-09,13280.73882202635
2012-03-11,13276.770150363354
2012-03-12,13272.801478700358
2012-03-13,13268.832807037365
2012-03-14,13264.864135374366
2012-03-15,13260.895463711371
2012-03-16,13256.926792048374
2012-03-17,13252.95812038538
2012-03-18,13248.989448722385
2012-03-19,13245.020777059388
2012-03-20,13241.052105396391
2012-03-21,13237.083433733396
2012-03-22,13233.1147620704
2012-03-23,13229.146090407405
2012-03-27,13225.177418744408
2012-03-29,13221.208747081411
2012-03-30,13217.240075418416
2012-03-31,13213.27140375542
2012-04-01,13209.302732092425
2012-04-02,13205.33406042943
2012-04-03,13201.365388766431
2012-04-04,13197.396717103438
2012-04-05,13193.428045440442
2012-04-06,13189.459373777445
2012-04-07,13185.49070211445
2012-04-08,13181.522030451451
2012-04-09,13177.553358788458
2012-04-10,13173.584687125462
2012-04-11,13169.616015462469
2012-04-12,13165.64734379947
2012-04-13,13161.678672136475
2012-04-14,13157.710000473478
2012-04-15,13153.741328810484
2012-04-16,13149.772657147489
2012-04-17,13145.803985484492
2012-04-18,13141.835313821495
2012-04-19,13137.8666421585
2012-04-20,13133.897970495504
2012-04-21,13129.929298832509
2012-04-22,13125.960627169512
2012-04-23,13121.991955506515
2012-04-24,13118.02328384352
2012-04-25,13114.054612180526
2012-04-26,13110.085940517529
2012-04-27,13106.117268854534
2012-04-28,13102.148597191535
2012-04-29,13098.179925528542
2012-04-30,13094.211253865546
2012-05-01,13090.24258220255
2012-05-02,13086.273910539554
2012-05-03,13082.30523887656
2012-05-04,13078.336567213562
2012-05-05,13074.367895550567
2012-05-06,13070.39922388757
2012-05-07,13066.430552224576
2012-05-08,13062.46188056158
2012-05-09,13058.493208898584
2012-05-10,13054.524537235588
2012-05-11,13050.555865572593
2012-05-12,13046.587193909596
2012-05-13,13042.6185222466
2012-05-14,13038.649850583604
2012-05-15,13034.68117892061
2012-05-16,13030.712507257613
2012-05-17,13026.743835594618
2012-05-18,13022.77516393162
2012-05-19,13018.806492268626
2012-05-20,13014.83782060563
2012-05-21,13010.869148942636
2012-05-22,13006.900477279638
2012-05-23,13002.931805616645
2012-05-24,12998.963133953646
2012-05-25,12994.994462290651
2012-05-26,12991.025790627657
2012-05-27,12987.05711896466
2012-05-28,12983.088447301663
2012-05-29,12979.119775638668
2012-05-30,12975.151103975672
2012-05-31,12971.182432312677
2012-06-01,12967.21376064968
2012-06-02,12963.245088986683
2012-06-03,12959.276417323688
2012-06-04,12955.307745660692
2012-06-05,12951.339073997697
2012-06-06,12947.370402334702
2012-06-07,12943.401730671703
2012-06-08,12939.433059008708
2012-06-09,12935.464387345712
2012-06-10,12931.49571568272
2012-06-11,12927.527044019722
2012-06-12,12923.558372356723
2012-06-13,12919.58970069373
2012-06-14,12915.621029030735
2012-06-15,12911.65235736774
2012-06-16,12907.683685704742
2012-06-17,12903.715014041749
2012-06-18,12899.74634237875
2012-06-19,12895.777670715755
2012-06-20,12891.80899905276
2012-06-23,12887.840327389764
2012-06-24,12883.871655726767
2012-06-25,12879.902984063772
2012-06-26,12875.934312400776
2012-06-27,12871.96564073778
2012-06-28,12867.996969074784
2012-06-29,12864.028297411787
2012-06-30,12860.059625748792
2012-07-01,12856.090954085796
2012-07-02,12852.1222824228
2012-07-03,12848.153610759806
2012-07-04,12844.18493909681
2012-07-05,12840.216267433814
2012-07-06,12836.247595770816
2012-07-07,12832.278924107824
2012-07-08,12828.310252444826
2012-07-09,12824.341580781833
2012-07-10,12820.372909118834
2012-07-11,12816.40423745584
2012-07-12,12812.435565792844
2012-07-13,12808.466894129848
2012-07-14,12804.498222466853
2012-07-15,12800.529550803856
2012-07-16,12796.56087914086
2012-07-17,12792.592207477865
2012-07-18,12788.623535814868
2012-07-19,12784.654864151871
2012-07-20,12780.686192488876
2012-07-21,12776.71752082588
2012-07-22,12772.748849162885
2012-07-23,12768.78017749989
2012-07-24,12764.811505836891
2012-07-25,12760.842834173898
2012-07-26,12756.8741625109
2012-07-27,12583.25537396122
2012-07-28,12585.906329639887
2012-07-29,12585.37447368421
2012-07-30,12586.028988919668
2012-07-31,12585.71409972299
2012-08-01,12584.922673130191
2012-08-02,12584.907077562326
2012-08-03,12584.27738227147
2012-08-04,12584.935609418282
2012-08-05,12583.865138504156
2012-08-06,12583.255332409972
2012-08-07,12582.645526315788
2012-08-08,12581.621135734073
2012-08-09,12583.93610803324
2012-08-10,12585.993337950138
2012-08-11,12586.5622299169
2012-08-12,12586.094556786706
2012-08-13,12586.457174515235
2012-08-14,12584.63123268698
2012-08-15,12584.829487534627
2012-08-16,12583.670997229918
2012-08-17,12583.469958448755
2012-08-18,12586.45380886427
2012-08-19,12588.698365650973
2012-08-20,12589.476786703604
2012-08-21,12592.108448753464
2012-08-22,12592.774127423823
2012-08-23,12595.024432132965
2012-08-24,12597.024750692524
2012-08-25,12598.569182825486
2012-08-26,12599.159792243769
2012-08-27,12600.764459833796
2012-08-28,12599.913919667591
2012-08-29,12598.359930747923
2012-08-30,12598.168504155128
2012-08-31,12596.572091412743
2012-09-01,12594.101357340722
2012-09-02,12592.573185595573
2012-09-03,12588.590858725762
2012-09-04,12585.059127423823
2012-09-05,12579.07497229917
2012-09-06,12574.120443213298
2012-09-07,12567.782700831029
2012-09-08,12563.500706371193
2012-09-09,12557.861398891968
2012-09-10,12548.831038781163
2012-09-11,12544.10524930748
2012-09-12,12541.312770083105
2012-09-13,12533.13331024931
2012-09-14,12525.83698060942
2012-09-15,12519.392493074793
2012-09-16,12513.867673130197
2012-09-17,12509.3656232687
2012-09-18,12502.723033240998
2012-09-19,12495.545055401664
2012-09-20,12489.098074792244
2012-09-21,12483.866883656512
2012-09-22,12476.710761772854
2012-09-23,12469.649930747924
2012-09-24,12462.668144044324
2012-09-25,12460.310110803326
2012-09-26,12454.197396121886
2012-09-27,12447.092894736845
2012-09-28,12453.726634349032
2012-09-29,12459.138240997232
2012-09-30,12461.382576177286
2012-10-01,12463.598891966762
2012-10-02,12464.952216066482
2012-10-03,12464.816246537395
2012-10-04,12463.057285318562
2012-10-05,12461.837451523548
2012-10-06,12461.843019390584
2012-10-07,12460.009681440446
2012-10-08,12459.788822714683
2012-10-09,12458.54469529086
2012-10-10,12458.767520775626
2012-10-11,12457.929930747923
2012-10-12,12458.266232686983
2012-10-13,12455.459058171746
2012-10-14,12462.254362880887
2012-10-15,12463.563240997231
2012-10-16,12463.05700831025
2012-10-17,12463.697174515237
2012-10-18,12462.089252077563
2012-10-19,12460.572285318562
2012-10-20,12457.673310249307
2012-10-21,12453.80170360111
2012-10-22,12451.295193905818
2012-10-23,12446.167534626042
2012-10-24,12441.12778393352
2012-10-25,12439.175734072023
2012-10-26,12434.569861495846
2012-10-27,12427.557340720225
2012-10-28,12421.20735457064
2012-10-29,12415.938670360112
2012-10-30,12414.337174515236
2012-10-31,12406.686246537398
2012-11-01,12397.76790858726
2012-11-02,12388.55876731302
2012-11-03,12381.620540166206
2012-11-04,12376.661509695292
2012-11-05,12368.673005540168
2012-11-06,12361.612756232687
2012-11-07,12354.29092797784
2012-11-08,12346.101108033245
2012-11-09,12342.406689750693
2012-11-10,12344.809709141276
2012-11-11,12336.2522299169
2012-11-12,12327.90728531856
2012-11-13,12321.032714681442
2012-11-14,12315.03808864266
2012-11-15,12305.266204986154
2012-11-16,12297.710346260388
2012-11-17,12284.47439058172
2012-11-18,12275.045540166208
2012-11-19,12263.432977839337
2012-11-20,12252.046495844876
2012-11-21,12239.065346260388
2012-11-23,12231.79506925208
2012-11-24,12223.569058171746
2012-11-25,12219.700138504157
2012-11-26,12210.201537396122
2012-11-27,12208.79840720222
2012-11-28,12203.391911357345
2012-11-29,12199.552243767315
2012-11-30,12200.644321329642
2012-12-01,12198.878601108036
2012-12-02,12196.094722991693
2012-12-03,12193.99572022161
2012-12-04,12186.640013850418
2012-12-05,12191.362326869808
2012-12-06,12191.295609418285
2012-12-07,12197.05037396122
2012-12-08,12199.313171745152
2012-12-09,12200.871108033243
2012-12-10,12202.094432132966
2012-12-11,12201.521218836566
2012-12-12,12198.826011080337
2012-12-13,12205.93590027701
2012-12-14,12208.437437673132
2012-12-15,12208.344002770084
2012-12-16,12211.571966759004
2012-12-17,12213.365207756233
2012-12-18,12211.04238227147
2012-12-19,12208.126897506923
2012-12-20,12203.445941828257
2012-12-21,12201.36524930748
2012-12-22,12199.591648199446
2012-12-23,12194.281288088643
