date,TREA0006
2022-01-01,100.70362694411426
2022-02-01,101.47943827396348
2022-03-01,100.4302421768795
2022-04-01,98.6582122675268
2022-05-01,96.81443970573974
2022-06-01,96.0755901421684
2022-07-01,92.83009830094808
2022-08-01,92.67829156496444
2022-09-01,91.93171375232974
2022-10-01,91.74701375782088
2022-11-01,95.42877833892464
2022-12-01,98.46311070159943
2023-01-01,100.99017878853198
2023-02-01,101.2572059770974
2023-03-01,101.89373928419978
2023-04-01,104.63061126828266
2023-05-01,103.49326504688814
2023-06-01,103.11057201369896
2023-07-01,104.8916403861795
2023-08-01,103.309559688882
2023-09-01,101.3941692665314
2023-10-01,100.42299557155864
2023-11-01,102.73275687007262
2023-12-01,103.74652211985544
2024-01-01,103.81299848587886
2024-02-01,103.10207011073464
2024-03-01,103.98324698228092
2024-04-01,101.82455729511943
2024-05-01,102.8349451206389
2024-06-01,103.51762458794722


 Definition: Tipo de cambio real bilateral Alemania. Source: BCE
