date,MRIN0012
2006-01-01,80.246657
2006-02-01,-11.802665
2006-03-01,-4.5600000000000005
2006-04-01,2.030000000000001
2006-05-01,1210.207481
2006-06-01,1512.65
2006-07-01,569.19
2006-08-01,856.65
2006-09-01,956.71694
2006-10-01,673.4
2006-11-01,910.99
2006-12-01,703.3399999999999
2007-01-01,1050.89
2007-02-01,1202.12
2007-03-01,866.2399999999999
2007-04-01,1639.86
2007-05-01,1739.58
2007-06-01,1782.58
2007-07-01,1920.19
2007-08-01,1937.54
2007-09-01,1509.1
2007-10-01,1366.23
2007-11-01,1322.71
2007-12-01,1060.89
2008-01-01,843.870467
2008-02-01,1207.488503
2008-03-01,1600.145386
2008-04-01,2558.173586
2008-05-01,3081.631714
2008-06-01,667.894036
2008-07-01,2251.635179
2008-08-01,2775.661599
2008-09-01,2882.707292
2008-10-01,2446.395904
2008-11-01,2399.15124
2008-12-01,1684.511722
2009-01-01,1298.5787810000002
2009-02-01,735.2279669999999
2009-03-01,784.345876
2009-04-01,1285.715812
2009-05-01,667.0483619999999
2009-06-01,1471.9743540000002
2009-07-01,1.601909000000007
2009-08-01,1.5954480000000035
2009-09-01,544.350964
2009-10-01,164.40475200000003
2009-11-01,570.605842
2009-12-01,596.965824
2010-01-01,522.72642
2010-02-01,288.932563
2010-03-01,402.961724
2010-04-01,349.63315100000005
2010-05-01,305.71310700000004
2010-06-01,205.413079
2010-07-01,232.992256
2010-08-01,297.437433
2010-09-01,406.950413
2010-10-01,472.199888
2010-11-01,399.032616
2010-12-01,504.513145
2011-01-01,373.32451
2011-02-01,502.62653
2011-03-01,322.422972
2011-04-01,343.07528399999995
2011-05-01,161.88295200000005
2011-06-01,374.479968
2011-07-01,418.5670520000001
2011-08-01,205.93658299999996
2011-09-01,298.23977599999995
2011-10-01,409.086809
2011-11-01,400.760666
2011-12-01,295.394743
2012-01-01,358.91184499999986
2012-02-01,373.4149029999999
2012-03-01,355.576938
2012-04-01,466.8663439999999
2012-05-01,444.8561039999999
2012-06-01,518.230131
2012-07-01,381.86119
2012-08-01,382.0299999999999
2012-09-01,334.89
2012-10-01,367.2199999999999
2012-11-01,301.97
2012-12-01,225.00999999999996
2013-01-01,337.25
2013-02-01,258.41
2013-03-01,316.3699999999999
2013-04-01,338.76
2013-05-01,214.63999999999987
2013-06-01,162.69000000000003
2013-07-01,416.5000000000001
2013-08-01,342.62000000000006
2013-09-01,372.4716940000001
2013-10-01,215.38260000000005
2013-11-01,486.52641399999993
2013-12-01,1428.692169
2014-01-01,1048.6207150000002
2014-02-01,1309.602674
2014-03-01,1524.176067
2014-04-01,1240.158777
2014-05-01,1350.624778
2014-06-01,1371.6486239999997
2014-07-01,1246.5866340000002
2014-08-01,1409.535686
2014-09-01,1300.824267
2014-10-01,1286.377711
2014-11-01,1540.579524
2014-12-01,1193.122288
2015-01-01,1271.39094
2015-02-01,944.508921
2015-03-01,695.287197
2015-04-01,811.885806
2015-05-01,647.085743
2015-06-01,692.663782
2015-07-01,574.991532
2015-08-01,533.534659
2015-09-01,577.640154
2015-10-01,758.9492990000001
2015-11-01,982.22766
2015-12-01,560.6588800000001
2016-01-01,539.9385920000001
2016-02-01,345.303965
2016-03-01,332.676054
2016-04-01,176.942621
2016-05-01,305.181449
2016-06-01,200.24985500000005
2016-07-01,212.70727300000004
2016-08-01,411.431871
2016-09-01,1255.9681
