date,MRIN0010
2006-01-01,1419.094864
2006-02-01,1418.338468
2006-03-01,1830.32
2006-04-01,2114.64
2006-05-01,1656.1533840000002
2006-06-01,1727.5899999999997
2006-07-01,1849.11
2006-08-01,2105.71
2006-09-01,2312.491039
2006-10-01,2446.24
2006-11-01,1837.23
2006-12-01,1455.63
2007-01-01,1537.88
2007-02-01,1877.71
2007-03-01,1577.18
2007-04-01,2202.68
2007-05-01,2483.21
2007-06-01,2619.69
2007-07-01,2844.01
2007-08-01,2880.74
2007-09-01,2929.84
2007-10-01,2956.5
2007-11-01,2890.25
2007-12-01,2762.75
2008-01-01,2668.277582
2008-02-01,3113.258268
2008-03-01,3298.605888
2008-04-01,4811.985951999999
2008-05-01,5060.953932
2008-06-01,5243.187011
2008-07-01,5324.881729
2008-08-01,5588.93462
2008-09-01,5688.8218
2008-10-01,5593.93521
2008-11-01,5259.896002
2008-12-01,3711.648224
2009-01-01,3440.573554
2009-02-01,3132.036848
2009-03-01,2399.776766
2009-04-01,2335.190992
2009-05-01,1661.564688
2009-06-01,1852.22623
2009-07-01,2287.3989180000003
2009-08-01,3040.9331230000003
2009-09-01,3733.383177
2009-10-01,3648.725257
2009-11-01,4178.0081390000005
2009-12-01,2846.489122
2010-01-01,2940.672222
2010-02-01,2607.066255
2010-03-01,3003.235266
2010-04-01,3273.7211270000003
2010-05-01,3490.440697
2010-06-01,2978.03243
2010-07-01,2814.761319
2010-08-01,2364.503645
2010-09-01,3193.63307
2010-10-01,2473.401704
2010-11-01,2216.275904
2010-12-01,1387.274523
2011-01-01,1677.032495
2011-02-01,2659.727237
2011-03-01,2680.142677
2011-04-01,2807.398581
2011-05-01,2528.034857
2011-06-01,2534.205295
2011-07-01,2553.733884
2011-08-01,2533.816033
2011-09-01,2218.915933
2011-10-01,3023.70368
2011-11-01,2544.51772
2011-12-01,1597.572216
2012-01-01,1823.969474
2012-02-01,1812.012575
2012-03-01,1895.268836
2012-04-01,2317.2481849999995
2012-05-01,2534.899107
2012-06-01,2531.959156
2012-07-01,2602.218954
2012-08-01,2755.03
2012-09-01,3312.14
2012-10-01,2509.07
2012-11-01,1915.33
2012-12-01,469.19999999999993
2013-01-01,1037.04
2013-02-01,2307.71
2013-03-01,2354.41
2013-04-01,2945.15
2013-05-01,2469.18
2013-06-01,2181.73
2013-07-01,2452.9
2013-08-01,3200.67
2013-09-01,2949.4267520000003
2013-10-01,2882.823308
2013-11-01,2773.253044
2013-12-01,3088.195865
2014-01-01,3010.158643
2014-02-01,3066.219387
2014-03-01,2711.837207
2014-04-01,2261.479901
2014-05-01,3285.8825930000003
2014-06-01,5027.930992
2014-07-01,4953.904111000001
2014-08-01,5535.397822
2014-09-01,6065.237868
2014-10-01,5351.332034999999
2014-11-01,5176.963041999999
2014-12-01,3237.411259
2015-01-01,3082.943053
2015-02-01,3149.604511
2015-03-01,3072.544437
2015-04-01,2816.078712
2015-05-01,3929.926597
2015-06-01,4120.184411
2015-07-01,4268.216134
2015-08-01,3672.723871
2015-09-01,2961.715597
2015-10-01,2711.306907
2015-11-01,2528.599438
2015-12-01,1884.5674440000005
2016-01-01,2696.219569
2016-02-01,2773.594442
2016-03-01,1998.706483
2016-04-01,1883.182526
2016-05-01,1572.9798500000002
2016-06-01,2818.594031
2016-07-01,3699.281105
2016-08-01,3577.042313
2016-09-01,3876.427265
2016-10-01,3690.795584
2016-11-01,3347.728043
2016-12-01,3721.757596
2017-01-01,4345.26708
2017-02-01,3628.498159
2017-03-01,2665.556777
2017-04-01,2069.019198
2017-05-01,1618.981819
2017-06-01,3328.42402
2017-07-01,3083.212108
2017-08-01,2434.709731
2017-09-01,1167.126038
2017-10-01,3999.680541
2017-11-01,3211.013609
2017-12-01,1622.281531
2018-01-01,4845.276774999999
2018-02-01,4560.910766
2018-03-01,4012.773023
2018-04-01,3403.025144
2018-05-01,2900.083238
2018-06-01,2340.792353
2018-07-01,2309.5804390000003
2018-08-01,2231.329385
2018-09-01,1865.46588
2018-10-01,1879.552197
2018-11-01,1522.274162
2018-12-01,2209.024474
2019-01-01,2706.361978
2019-02-01,2353.297847
2019-03-01,3051.267191
2019-04-01,2565.0028220000004
2019-05-01,3149.8139650000003
2019-06-01,3091.777471
2019-07-01,2748.742861
2019-08-01,2735.429519
2019-09-01,4077.034137
2019-10-01,3015.9634690000003
2019-11-01,2128.601151
2019-12-01,2274.17946
2020-01-01,2382.878987
2020-02-01,2071.635979
2020-03-01,1169.493102
2020-04-01,1587.596189
2020-05-01,2113.142541
2020-06-01,1242.238894
2020-07-01,1454.112017
2020-08-01,1682.618665
2020-09-01,1449.936314
2020-10-01,3528.403389
2020-11-01,3201.7721380000003
2020-12-01,5162.301916
2021-01-01,4643.993567
2021-02-01,3996.804731
2021-03-01,4037.769151
2021-04-01,3935.693866
2021-05-01,3970.254666
2021-06-01,4227.723266
2021-07-01,3482.624908
2021-08-01,3046.844329
2021-09-01,4494.395901
2021-10-01,5669.980362
2021-11-01,5690.430536
2021-12-01,6021.930067
2022-01-01,6078.423704
2022-02-01,6092.048046
2022-03-01,7056.882671
2022-04-01,6290.170484
2022-05-01,6129.863536
2022-06-01,6557.996285
2022-07-01,7004.645025
2022-08-01,7099.87791
2022-09-01,6519.769101
2022-10-01,5837.421982
2022-11-01,5589.94663367
2022-12-01,6450.57811638
2023-01-01,6112.41702354
2023-02-01,5864.86240504
2023-03-01,5998.117179469999
2023-04-01,5728.15451175
2023-05-01,5355.18313541
2023-06-01,4847.79644317
2023-07-01,4630.67360647999
2023-08-01,4206.1019348400005
2023-09-01,4238.174947330001
2023-10-01,3647.28707846
2023-11-01,3401.71258262
2023-12-01,2652.17445291
2024-01-01,2557.2819977599997
2024-02-01,3305.86577362
2024-03-01,3379.00667691
2024-04-01,3852.49797232
2024-05-01,4702.72428106
2024-06-01,5075.29308529
2024-07-01,4982.31284113
2024-08-01,6235.762235429998
2024-09-01,6304.3551640900005
2024-10-01,6115.52228691
2024-11-01,5357.508091730001
2024-12-06,5018.06647179
2024-12-13,5444.86099686
2024-12-20,5071.00180272
2024-12-27,4724.54932849


