date,GRES0131
2013-01-01,299.9031493681259
2013-02-01,231.10623969284603
2013-03-01,87.82955829887058
2013-04-01,195.12523552
2013-05-01,324.7682110486379
2013-06-01,211.04223104000005
2013-07-01,409.7290758500001
2013-08-01,361.37424834
2013-09-01,154.97308823760568
2013-10-01,396.89212669000005
2013-11-01,235.94421514737323
2013-12-01,125.2696526100002
2014-01-01,444.37134119
2014-02-01,225.89813442
2014-03-01,295.25382411
2014-04-01,378.1256850500001
2014-05-01,266.77526915000004
2014-06-01,523.5248175199999
2014-07-01,265.95499362
2014-08-01,382.82271216000015
2014-09-01,331.15002812
2014-10-01,257.75687591
2014-11-01,451.70733345
2014-12-01,184.53626682000012
2015-01-01,24.37476973
2015-02-01,96.09463031000004
2015-03-01,168.98898700999996
2015-04-01,122.6348694
2015-05-01,161.17873329000008
2015-06-01,205.45433996
2015-07-01,142.26880480999995
2015-08-01,56.68705225000002
2015-09-01,12.490974429999966
2015-10-01,73.27509258000003
2015-11-01,-28.526062550000063
2015-12-01,-202.26713899999996
2016-01-01,32.327507459999964
2016-02-01,43.69064977999997
2016-03-01,-15.824593869999973
2016-04-01,16.958365799999996
2016-05-01,2.3502106400000287
2016-06-01,81.85233958999999
2016-07-01,15.26244982999998
2016-08-01,106.96854102
2016-09-01,56.99168205000001
2016-10-01,39.90006883000001
2016-11-01,67.8460964344444
2016-12-01,38.45655184000003
2017-01-01,290.8135937799999
2017-02-01,71.36345637000002
2017-03-01,254.19087879000008
2017-04-01,49.82221407
2017-05-01,118.38725182000002
2017-06-01,171.07920435
2017-07-01,176.71425338
2017-08-01,110.92015972999997
2017-09-01,110.46866822000004
2017-10-01,28.98819298999996
2017-11-01,124.73977934
2017-12-01,569.6045309400001
2018-01-01,307.16999125000007
2018-02-01,161.49388193
2018-03-01,509.0819876499999
2018-04-01,232.21139293
2018-05-01,271.84252992
2018-06-01,256.90356612999994
2018-07-01,247.99763383
2018-08-01,256.9944708600001
2018-09-01,231.00336080000005
2018-10-01,73.45845570999998
2018-11-01,192.49882496000004
2018-12-01,7.363220239999947
2019-01-01,65.43513072999998
2019-02-01,163.95641091999997
2019-03-01,252.2595882199999
2019-04-01,148.34600087999996
2019-05-01,318.50470837999995
2019-06-01,214.48783173000004
2019-07-01,231.8937367700001
2019-08-01,347.77787971
2019-09-01,245.74713848
2019-10-01,102.10120055000002
2019-11-01,208.95233382000004
2019-12-01,189.13065
2020-01-01,176.37693424999998
2020-02-01,198.0146745200001
2020-03-01,162.4588596500001
2020-04-01,138.63013594000006
2020-05-01,25.787771750000005
2020-06-01,-56.73472060000002
2020-07-01,-1.3512794299999484
2020-08-01,119.38020371999995
2020-09-01,163.99681091
2020-10-01,224.44365204000007
2020-11-01,180.89479837999997
2020-12-01,154.4550185300002
2021-01-01,65.54409204000001
2021-02-01,92.08322189999998
2021-03-01,298.9745793899999
2021-04-01,170.67832899000004
2021-05-01,231.5701520599997
2021-06-01,101.68966949999997
2021-07-01,155.68356258000068
2021-08-01,174.31121053000018
2021-09-01,655.1960200400003
2021-10-01,230.70663705999945
2021-11-01,200.67466527999977
2021-12-01,112.68568602999986
2022-01-01,277.59494052
2022-02-01,78.47448366000003
2022-03-01,181.81194534
2022-04-01,168.68411644999998
2022-05-01,218.42990025
2022-06-01,23.46007264999997
2022-07-01,121.32477355999951
2022-08-01,157.00898681000055
2022-09-01,108.79318469
2022-10-01,230.33015317
2022-11-01,232.9163513400001
2022-12-01,-7.4572243100001
2023-01-01,323.67713922
2023-02-01,118.36234001000008
2023-03-01,258.584869539
2023-04-01,148.02845681
2023-05-01,184.06898533
2023-06-01,192.34176978
2023-07-01,205.80015927000005
2023-08-01,243.4378933099999
2023-09-01,164.94383621999995
2023-10-01,288.44945093
2023-11-01,223.51067014000003
2023-12-01,63.80564759999999
2024-01-01,282.61934383999994
2024-02-01,186.20079205
2024-03-01,171.71936446999996
2024-04-01,149.82433908000004
2024-05-01,219.01827032000008
2024-06-01,180.4767706
2024-07-01,184.51713882
2024-08-01,225.5204399299996
2024-09-01,151.68058880999996
2024-10-01,237.4369762500004


 Definition: Resultado operativo petrolero de Empresas Públicas No Financieras. Source: MEF
