date,GERO0000
2013-01-01,2010.4458283853776
2013-02-01,2576.888634614544
2013-03-01,2638.0497131245947
2013-04-01,2585.0579700515204
2013-05-01,2464.664992090227
2013-06-01,2687.974577903669
2013-07-01,2415.787968062308
2013-08-01,2841.31935104797
2013-09-01,2932.0913265456647
2013-10-01,3094.7093047409835
2013-11-01,3163.755407241054
2013-12-01,4096.687660435216
2014-01-01,2241.7626176088384
2014-02-01,2596.2392827361973
2014-03-01,2562.540549992552
2014-04-01,2963.609097352576
2014-05-01,2493.7420439774414
2014-06-01,2710.693772844927
2014-07-01,2789.6234162033265
2014-08-01,2702.682099888133
2014-09-01,2988.631913060398
2014-10-01,3141.331760936195
2014-11-01,3136.4882910966453
2014-12-01,4222.377393451654
2015-01-01,1697.5947037350074
2015-02-01,2406.855390769394
2015-03-01,2713.166667208316
2015-04-01,2328.093411890575
2015-05-01,2680.539856086777
2015-06-01,2747.706595985233
2015-07-01,2587.066411043959
2015-08-01,2066.538539722871
2015-09-01,2220.4055216715
2015-10-01,2493.423379740503
2015-11-01,2136.820645961651
2015-12-01,4530.520862789104
2016-01-01,1561.7993744186124
2016-02-01,2122.0603487641933
2016-03-01,2596.000239518873
2016-04-01,2249.1731898140056
2016-05-01,1764.3486524227449
2016-06-01,2494.006129512812
2016-07-01,2268.0148320357034
2016-08-01,2417.3690701870787
2016-09-01,2639.872709852415
2016-10-01,2251.112737283617
2016-11-01,2760.6584332522634
2016-12-01,4365.631053868481
2017-01-01,1595.3706021636035
2017-02-01,2112.560430782256
2017-03-01,2928.8064108729395
2017-04-01,2370.5450893653806
2017-05-01,2179.4332379370653
2017-06-01,2242.972363604722
2017-07-01,1861.6042124351677
2017-08-01,2157.9699115328795
2017-09-01,2121.13279001148
2017-10-01,2394.2246672804795
2017-11-01,2582.96724936548
2017-12-01,4500.707583007281
2018-01-01,1643.4698966348774
2018-02-01,1993.8160271001404
2018-03-01,2785.0975338707303
2018-04-01,2674.752318370972
2018-05-01,2416.39668347774
2018-06-01,2232.83090332674
2018-07-01,2333.026437206488
2018-08-01,2501.7274888761613
2018-09-01,2584.8076122575403
2018-10-01,2426.6031936279405
2018-11-01,2395.581957260446
2018-12-01,4504.8079050243805
2019-01-01,2086.911011816176
2019-02-01,2151.2950254340917
2019-03-01,2250.2531278580777
2019-04-01,2627.267582770786
2019-05-01,2585.5804954872387
2019-06-01,2491.077451334092
2019-07-01,2639.8789889776804
2019-08-01,2353.258935727933
2019-09-01,2538.8706381474176
2019-10-01,2368.2164476417515
2019-11-01,2311.210039582607
2019-12-01,4417.325453425345
2020-01-01,2061.803644922212
2020-02-01,2138.328190996879
2020-03-01,2268.069149992285
2020-04-01,2190.4018942337893
2020-05-01,2629.0318473127672
2020-06-01,2144.283631786695
2020-07-01,2104.428527159871
2020-08-01,2309.530669369912
2020-09-01,1787.0850502858866
2020-10-01,2129.949489375638
2020-11-01,2104.774720698053
2020-12-01,3624.531683692485
2021-01-01,1876.51789131147
2021-02-01,1864.141776587024
2021-03-01,2429.640418345769
2021-04-01,2266.1408728391007
2021-05-01,2359.4352182266034
2021-06-01,2399.903327703195
2021-07-01,2387.579310074628
2021-08-01,2504.9277320457672
2021-09-01,1972.030505659489
2021-10-01,2446.726247549678
2021-11-01,2283.603821999337
2021-12-01,4533.475517868513
2022-01-01,1877.8977920151567
2022-02-01,2552.229731195632
2022-03-01,2614.478133372804
2022-04-01,2689.7987934859143
2022-05-01,2233.9448297748954
2022-06-01,3066.39713597186
2022-07-01,2590.785887168058
2022-08-01,2741.2636864348774
2022-09-01,1968.0326608852856
2022-10-01,2132.6616590504304
2022-11-01,2287.3373964986317
2022-12-01,3414.5160065225823
2023-01-01,1577.6272626920254
2023-02-01,2193.3556883550345
2023-03-01,2143.3309216609587
2023-04-01,2172.445099835385
2023-05-01,2352.3089859071724
2023-06-01,2128.345076134888
2023-07-01,2199.128440347801
2023-08-01,2389.910085137694
2023-09-01,2093.1334595948592
2023-10-01,2213.302223326328
2023-11-01,2486.280053860889
2023-12-01,3099.773585148263
2024-01-01,1886.4590145727052
2024-02-01,1907.613026961772
2024-03-01,2059.8080397658296
2024-04-01,2008.737759570104
2024-05-01,2243.777249487666
2024-06-01,2029.5021721278608


 Definition: Erogación del Gobierno Central, Total. Source: MEF
