date,TEXP0022
2023-01-01,380093.136978
2023-02-01,329007.529943
2023-03-01,346343.831982
2023-04-01,332814.752774
2023-05-01,306277.80543
2023-06-01,295654.715945
2023-07-01,304858.051208
2023-08-01,277178.743247
2023-09-01,272845.591263
2023-10-01,304408.276797
2023-11-01,272757.125893
2023-12-01,348503.643145
2024-01-01,330953.094718
2024-02-01,347632.602958
2024-03-01,341879.10475
2024-04-01,330312.549993
2024-05-01,289413.655686
2024-06-01,292030.12915
2024-07-01,287162.169133
2024-08-01,320958.53478
2024-09-01,295518.379831
2024-10-01,308021.006989
2024-11-01,330692.662873
2024-12-01,364127.764843
2025-01-01,353343.36849
2025-02-01,343339.27195


 Definition: Exportaciones no petroleras: Banano y plátano. Source: BCE
