date,MCAP0100
2006-01-01,3143.66
2006-02-01,3124.315339
2006-03-01,3264.66
2006-04-01,3318.16
2006-05-01,3460.483514
2006-06-01,3454.17
2006-07-01,3460.06
2006-08-01,3535.79
2006-09-01,3547.262463
2006-10-01,3501.81
2006-11-01,3650.1100000000006
2006-12-01,3691.94
2007-01-01,3627.56
2007-02-01,3682.41
2007-03-01,3483.05
2007-04-01,3568.78
2007-05-01,3759.61
2007-06-01,3763.66
2007-07-01,3842.28
2007-08-01,3963.98
2007-09-01,3970.69
2007-10-01,4133.09
2007-11-01,4268.76
2007-12-01,4453.61
2008-01-01,4627.0450200000005
2008-02-01,4814.101026
2008-03-01,4910.829188
2008-04-01,4964.883727
2008-05-01,5227.7408080000005
2008-06-01,5253.351867
2008-07-01,5527.118272
2008-08-01,5601.717087
2008-09-01,5468.182202
2008-10-01,5466.748501
2008-11-01,5803.933989
2008-12-01,5792.075122
2009-01-01,5376.909724
2009-02-01,5259.112255
2009-03-01,5096.025772
2009-04-01,4895.949771
2009-05-01,4963.577399
2009-06-01,5069.407719000001
2009-07-01,5085.61538
2009-08-01,5127.903194
2009-09-01,5095.486295999999
2009-10-01,5172.202382
2009-11-01,5680.644781
2009-12-01,5876.797084
2010-01-01,5902.74144
2010-02-01,6186.064296
2010-03-01,6378.410539999999
2010-04-01,6325.216941
2010-05-01,6413.291231
2010-06-01,6485.803684
2010-07-01,6516.876703
2010-08-01,6889.14365
2010-09-01,6773.343569000001
2010-10-01,6787.550946
2010-11-01,7189.807752000001
2010-12-01,7125.912557
2011-01-01,7214.658044
2011-02-01,7469.584836999999
2011-03-01,7682.439237
2011-04-01,7468.393115
2011-05-01,7690.576494999999
2011-06-01,7737.905201
2011-07-01,7857.371757999999
2011-08-01,7971.235305
2011-09-01,7797.103798999999
2011-10-01,7761.141298
2011-11-01,7746.341977
2011-12-01,7854.633436
2012-01-01,8197.005429
2012-02-01,8407.690935999999
2012-03-01,8779.762818
2012-04-01,8469.931997
2012-05-01,8642.999292
2012-06-01,8548.293291999998
2012-07-01,8439.796204
2012-08-01,8383.975825
2012-09-01,8623.040313
2012-10-01,8682.373971
2012-11-01,9045.571418
2012-12-01,9533.203927
2013-01-01,9369.264935
2013-02-01,9561.133279
2013-03-01,9453.26751
2013-04-01,9252.891682
2013-05-01,9626.691263
2013-06-01,9316.613218
2013-07-01,9370.512969
2013-08-01,9376.692174
2013-09-01,9560.278322
2013-10-01,9736.174915
2013-11-01,10018.635496
2013-12-01,10494.461724
2014-01-01,10226.752454
2014-02-01,10134.505819
2014-03-01,10185.779236
2014-04-01,9922.819832
2014-05-01,9916.903432
2014-06-01,10574.434443
2014-07-01,10593.18944
2014-08-01,11188.692642
2014-09-01,11445.71464
2014-10-01,11240.798676
2014-11-01,11713.921832
2014-12-01,11288.754332
2015-01-01,10899.813087
2015-02-01,10958.354559
2015-03-01,11025.022928
2015-04-01,10345.105902
2015-05-01,10538.369647
2015-06-01,10553.562087
2015-07-01,10439.124516
2015-08-01,10380.332691
2015-09-01,9675.230451
2015-10-01,9287.433174
2015-11-01,9236.264187
2015-12-01,8681.374966
2016-01-01,8901.699631
2016-02-01,9364.611109
2016-03-01,9485.601934
2016-04-01,9149.495167
2016-05-01,9268.569825
2016-06-01,10101.494093
2016-07-01,10214.906155
2016-08-01,10594.914011
2016-09-01,10653.935523
2016-10-01,10838.272468
2016-11-01,11190.56831
2016-12-01,11527.146006
2017-01-01,11823.731448
2017-02-01,11816.463284
2017-03-01,12461.767457
2017-04-01,12170.649902
2017-05-01,12233.08476
2017-06-01,12364.169883
2017-07-01,12455.092231
2017-08-01,12581.093989
2017-09-01,11609.284269000002
2017-10-01,12351.72694
2017-11-01,12776.333864
2017-12-01,12387.097588
2018-01-01,12904.632907
2018-02-01,13287.598676999998
2018-03-01,13639.783865
2018-04-01,12909.294411
2018-05-01,12845.414066
