date,MCAR0010
2006-01-01,2.37
2006-02-01,3.98
2006-03-01,3.98
2006-04-01,3.99
2006-05-01,3.5
2006-06-01,3.45
2006-07-01,3.4
2006-08-01,3.39
2006-09-01,2.11
2006-10-01,2.1
2006-11-01,2.09
2006-12-01,1.78
2007-01-01,1.77
2007-02-01,1.76
2007-03-01,1.75
2007-04-01,1.7
2007-05-01,1.72
2007-06-01,18.97
2007-07-01,20.5
2007-08-01,21.49
2007-09-01,22.31
2007-10-01,25.34
2007-11-01,30.14
2007-12-01,37.3
2008-01-01,45.27
2008-02-01,48.46
2008-03-01,56.9
2008-04-01,66.57
2008-05-01,75.68
2008-06-01,86.98
2008-07-01,106.62
2008-08-01,122.05
2008-09-01,144.2
2008-10-01,160.25
2008-11-01,178.61
2008-12-01,198.05
2009-01-01,230.66
2009-02-01,273.61
2009-03-01,316.17
2009-04-01,337.47
2009-05-01,374.66
2009-06-01,399.84
2009-07-01,419.41
2009-08-01,434.93
2009-09-01,452.75
2009-10-01,472.36
2009-11-01,484.45
2009-12-01,494.63
2010-01-01,497.38
2010-02-01,502.13
2010-03-01,516.63
2010-04-01,520.85
2010-05-01,535.66
2010-06-01,544.2
2010-07-01,565.04
2010-08-01,580.8
2010-09-01,597.16
2010-10-01,603.19
2010-11-01,616.55
2010-12-01,634.83
2011-01-01,635.88
2011-02-01,661.94
2011-03-01,670.19
2011-04-01,701.34
2011-05-01,705.38
2011-06-01,707.1
2011-07-01,714.39
2011-08-01,715.93
2011-09-01,737.33
2011-10-01,736.09
2011-11-01,728.96
2011-12-01,761.09
2012-01-01,764.83
2012-02-01,784.57
2012-03-01,801.71
2012-04-01,810.82
2012-05-01,819.32
2012-06-01,825.49
2012-07-01,833.37
2012-08-01,838.59
2012-09-01,871.43
2012-10-01,914.24
2012-11-01,849.92
2012-12-01,866.78
2013-01-01,883.47
2013-02-01,886.25
2013-03-01,913.74
2013-04-01,927.59
2013-05-01,931.03
2013-06-01,937.65
2013-07-01,945.1
2013-08-01,952.75
2013-09-01,960.95
2013-10-01,976.86
2013-11-01,996.25
2013-12-01,1005.7
2014-01-01,1016.14
2014-02-01,1099.06
2014-03-01,1101.53
2014-04-01,1109.4
2014-05-01,1135.05
2014-06-01,1144.95
2014-07-01,1158.12
2014-08-01,1171.34
2014-09-01,1171.54
2014-10-01,1188.7
2014-11-01,1202.83
2014-12-01,1204.49
2015-01-01,1199.76
2015-02-01,1206.21
2015-03-01,1216.05
2015-04-01,1228.17
2015-05-01,1220.48
2015-06-01,1220.95
2015-07-01,1236.7399999999998
2015-08-01,1239.89
2015-09-01,1242.44
2015-10-01,1256.89
2015-11-01,1278.5
2015-12-01,1298.71
2016-01-01,1295.2099999999998
2016-02-01,1291.93
2016-03-01,1298.13
2016-04-01,1304.1999999999998
2016-05-01,1317.57
2016-06-01,1337.6999999999998
2016-07-01,1345.18
2016-08-01,1374.7999999999995
2016-09-01,1376.59
2016-10-01,1385.9
2016-11-01,1377.6799999999998
2016-12-01,1381.15
2017-01-01,1373.6799999999998
2017-02-01,1362.2699999999998
2017-03-01,1363.41
2017-04-01,1370.15
2017-05-01,1403.34
2017-06-01,1387.0200000000002
2017-07-01,1379.85
2017-08-01,1393.6699999999998
2017-09-01,1388.13
2017-10-01,1419.91
2017-11-01,1384.07
2017-12-01,1409.9
2018-01-01,1424.0600000000002
2018-02-01,1459.28
2018-03-01,1471.24
2018-04-01,1470.36
2018-05-01,1490.51
2018-06-01,1492.66
2018-07-01,1516.15
2018-08-01,1537.34
2018-09-01,1567.9799999999998
2018-10-01,1584.7099999999998
2018-11-01,1613.06
2018-12-01,1606.59
2019-01-01,1650.87
2019-02-01,1684.15
2019-03-01,1771.7800000000002
2019-04-01,1709.24
2019-05-01,1736.1400000000003
2019-06-01,1745.0700000000002
2019-07-01,1744.55
2019-08-01,1763.66
2019-09-01,1759.35
2019-10-01,1783.27
2019-11-01,1793.52
2019-12-01,1803.93
2020-01-01,1770.32
2020-02-01,1777.89
2020-03-01,1796.0800000000002
2020-04-01,1807.07
2020-05-01,1829.59
2020-06-01,1850.23
2020-07-01,1847.78
2020-08-01,1831.69
2020-09-01,1801.0300000000002
2020-10-01,1801.0
2020-11-01,1786.52
2020-12-01,1759.98
2021-01-01,1731.0100000000002
2021-02-01,1746.9499999999998
2021-03-01,1755.38
2021-04-01,1789.4
2021-05-01,1775.018541
2021-06-01,1765.169222
2021-07-01,1707.6725620000002
2021-08-01,1687.326119
2021-09-01,1649.191194
2021-10-01,1635.566937
2021-11-01,1620.7790670000002
2021-12-01,1517.596687
2022-01-01,1500.249366
2022-02-01,1478.718917
2022-03-01,1458.5755829999998
2022-04-01,1439.688855
2022-05-01,1428.010377
2022-06-01,1409.293098
2022-07-01,1398.045567
2022-08-01,1380.704202
2022-09-01,1360.705361
2022-10-01,1349.63399
2022-11-01,1266.405563
2022-12-01,1256.2189560000002
2023-01-01,1239.58492
2023-02-01,1232.127797
2023-03-01,1219.439265
2023-04-01,1205.656957
2023-05-01,1187.287025
2023-06-01,1163.344294
2023-07-01,1143.655134
2023-08-01,1030.80919199999
2023-09-01,996.57092
2023-10-01,960.887325
2023-11-01,947.179508
2023-12-01,938.585161
2024-01-01,931.894534
2024-02-01,919.891875
2024-03-01,906.353039
2024-04-01,890.317096
2024-05-01,882.468577
2024-06-01,869.135021
2024-07-01,861.436208
2024-08-01,840.668362
2024-09-01,825.251421
2024-10-01,821.246517


 Definition: Colocación de cartera, CFN. Source: BCE
