date,TEXP0220
2005-01-01,166610.0
2005-02-01,47790.0
2005-03-01,138420.0
2005-04-01,165110.0
2005-05-01,22662.0
2005-06-01,46535.0
2005-07-01,135610.0
2005-08-01,45700.0
2005-09-01,22440.0
2005-10-01,133232.0
2005-11-01,48397.0
2005-12-01,26274.0
2006-01-01,132670.0
2006-02-01,24880.0
2006-03-01,77410.0
2006-04-01,48922.0
2006-05-01,136556.0
2006-06-01,46450.0
2006-07-01,24040.0
2006-08-01,90201.0
2006-09-01,124011.0
2006-10-01,44740.0
2006-11-01,73660.0
2006-12-01,48880.0
2007-01-01,142247.0
2007-02-01,411256.0
2007-03-01,25422.0
2007-04-01,246396.0
2007-05-01,0.0
2007-06-01,189180.0
2007-07-01,157070.0
2007-08-01,107780.0
2007-09-01,304350.0
2007-10-01,235247.0
2007-11-01,24640.0
2007-12-01,0.0
2008-01-01,265992.0
2008-02-01,97150.0
2008-03-01,157916.0
2008-04-01,265454.4
2008-05-01,185549.0
2008-06-01,238373.0
2008-07-01,261816.0
2008-08-01,320157.0
2008-09-01,307544.0
2008-10-01,218075.0
2008-11-01,107287.56
2008-12-01,163602.0
2009-01-01,122424.0
2009-02-01,78280.0
2009-03-01,261638.0
2009-04-01,193784.0
2009-05-01,27053.0
2009-06-01,141831.0
2009-07-01,386876.0
2009-08-01,238936.0
2009-09-01,27823.0
2009-10-01,211860.0
2009-11-01,258402.7
2009-12-01,353603.0
2010-01-01,151350.69
2010-02-01,95839.0
2010-03-01,210852.0
2010-04-01,395701.0
2010-05-01,352826.0
2010-06-01,250467.2
2010-07-01,327320.87
2010-08-01,213005.0
2010-09-01,330607.0
2010-10-01,426811.0
2010-11-01,421700.0
2010-12-01,328403.0
2011-01-01,303840.0
2011-02-01,799159.0
2011-03-01,340224.0
2011-04-01,431237.0
2011-05-01,363776.0
2011-06-01,516988.00000000006
2011-07-01,245568.0
2011-08-01,797143.0
2011-09-01,709610.0
2011-10-01,438124.0
2011-11-01,171259.0
2011-12-01,763387.0
2012-01-01,303381.0
2012-02-01,420553.0
2012-03-01,673570.0
2012-04-01,217678.0
2012-05-01,746512.0
2012-06-01,480984.0
2012-07-01,951074.52
2012-08-01,853325.66
2012-09-01,558372.3400000001
2012-10-01,626557.0
2012-11-01,1003171.0
2012-12-01,904317.0
2013-01-01,964611.0
2013-02-01,667265.0
2013-03-01,1184484.0
2013-04-01,1109280.0
2013-05-01,989434.0
2013-06-01,636583.0
2013-07-01,904281.0
2013-08-01,610927.5
2013-09-01,755932.0
2013-10-01,1437359.0
2013-11-01,1276771.0
2013-12-01,656433.0
2014-01-01,798158.0
2014-02-01,795222.0
