date,EGEN0005
2010-01-01,861.9051175100001
2010-02-01,702.4147468478677
2010-03-01,873.5326903924212
2010-04-01,715.6822692531533
2010-05-01,590.1063788664729
2010-06-01,443.8680914678059
2010-07-01,395.599526898782
2010-08-01,408.8721550267789
2010-09-01,720.7580264980002
2010-10-01,815.3870617650002
2010-11-01,659.9005519370002
2010-12-01,572.5189774989998
2011-01-01,556.5581187879203
2011-02-01,511.4681412367613
2011-03-01,686.3684002440001
2011-04-01,522.7649578389389
2011-05-01,423.0323995729998
2011-06-01,389.0111489640002
2011-07-01,306.59461398900004
2011-08-01,542.509333044
2011-09-01,405.0663008149999
2011-10-01,578.564465931
2011-11-01,639.1231232639999
2011-12-01,483.0685223809999
2012-01-01,392.26929024000015
2012-02-01,390.63676824100014
2012-03-01,450.468037779
2012-04-01,408.11236523500014
2012-05-01,459.12141049
2012-06-01,510.464271674
2012-07-01,460.133847771
2012-08-01,639.4801252839999
2012-09-01,636.576293303
2012-10-01,825.1970863540001
2012-11-01,757.7495952439999
2012-12-01,934.3565391479996
2013-01-01,747.32650417
2013-02-01,516.3677625529998
2013-03-01,546.2535773139999
2013-04-01,819.574872633
2013-05-01,766.1457159170002
2013-06-01,550.052976758
2013-07-01,531.946315435
2013-08-01,504.313942681
2013-09-01,722.800579501
2013-10-01,811.7643068670002
2013-11-01,851.5958767279999
2013-12-01,972.1630646849998
2014-01-01,903.1603083619996
2014-02-01,919.6158569019996
2014-03-01,864.5523318180001
2014-04-01,787.5416323950003
2014-05-01,731.8921196649998
2014-06-01,548.1725681109998
2014-07-01,501.986918732
2014-08-01,504.231521219
2014-09-01,779.0398745710002
2014-10-01,668.140877617
2014-11-01,836.166221388
2014-12-01,892.841018641
2015-01-01,760.6810534010003
2015-02-01,648.3494379149998
2015-03-01,844.7508654389999
2015-04-01,600.555514456
2015-05-01,600.1690624299999
2015-06-01,601.6792043139999
2015-07-01,551.8000638139998
2015-08-01,680.5374233589998
2015-09-01,721.5288812940001
2015-10-01,839.4821270880001
2015-11-01,889.934689529
2015-12-01,983.1210836380002
2016-01-01,1013.2243456519998
2016-02-01,843.7794534900003
2016-03-01,787.6327932909996
2016-04-01,525.1668126690001
2016-05-01,428.3267128649999
2016-06-01,404.0561255650001
2016-07-01,328.16144184700005
2016-08-01,362.4114526130001
2016-09-01,366.3892280500003
2016-10-01,495.75920947500015
2016-11-01,595.415113098
2016-12-01,736.5391973359999
2017-01-01,390.871974228
2017-02-01,286.6733163790001
2017-03-01,315.1862676329999
2017-04-01,267.9994679999999
2017-05-01,255.234736909
2017-06-01,240.91400791799995
2017-07-01,230.1828929790001
2017-08-01,242.76158024200004
2017-09-01,251.85764147800003
2017-10-01,265.430901555
2017-11-01,311.782369771
2017-12-01,352.91238177699995
2018-01-01,310.043893118
2018-02-01,318.601137776
2018-03-01,481.8288620290001
2018-04-01,307.0845454899999
2018-05-01,269.259264722
2018-06-01,210.396377573
2018-07-01,216.653559221
2018-08-01,239.245351481
2018-09-01,232.82035429099992
2018-10-01,511.5110418629999
2018-11-01,422.5424964690001
2018-12-01,253.589538079
2019-01-01,261.5619429930001
2019-02-01,220.5981444260001
2019-03-01,253.380600524
2019-04-01,219.62495366599995
2019-05-01,222.748233261
2019-06-01,219.395261964
2019-07-01,253.968936945
2019-08-01,246.45160426800004
2019-09-01,246.96266372500003
2019-10-01,245.32018559500003
2019-11-01,135.04778534299993
2019-12-01,140.62656784300003
2020-01-01,194.199921994
2020-02-01,221.40168903
2020-03-01,185.884235574
2020-04-01,133.650042577
2020-05-01,134.69835388399997
2020-06-01,139.78565468700003
2020-07-01,148.98529939400007
2020-08-01,147.31666136400003
2020-09-01,117.50055624
2020-10-01,194.744851696
2020-11-01,333.04573149899994
2020-12-01,208.431503779
2021-01-01,153.294239358
2021-02-01,140.605742315
2021-03-01,129.55662461800006
2021-04-01,121.062339331
2021-05-01,133.052180952
2021-06-01,133.280791485
2021-07-01,134.62569413300002
2021-08-01,129.890228275
2021-09-01,161.7865362999827
2021-10-01,249.04684566702065
2021-11-01,136.62194183900678
2021-12-01,168.06959228500762
2022-01-01,364.4807000198725
2022-02-01,368.7041779519464
2022-03-01,224.78610475293735
2022-04-01,232.33007507701024
2022-05-01,168.793024914996
2022-06-01,141.61687431401688
2022-07-01,131.52689239501922
2022-08-01,159.03729042193453
2022-09-01,248.41865746408885
2022-10-01,379.4407011271687
2022-11-01,390.5030956988389
2022-12-01,583.7128704651266
2023-01-01,645.5816205239477
2023-02-01,541.0476423080107
2023-03-01,241.3398951279812
2023-04-01,202.76460528108703
2023-05-01,208.3020712100357
2023-06-01,177.7444344710077
2023-07-01,169.78183940303165
2023-08-01,266.9962444840638
2023-09-01,491.1042804317828
2023-10-01,650.5555535025574
2023-11-01,717.7203916322752
2023-12-01,591.2078240519842
2024-01-01,496.1747204523065
2024-02-01,420.4108962070322
2024-03-01,531.5849620656846
2024-04-01,581.0459381501058
2024-05-01,516.0821227210758
2024-06-01,249.2775498290451
2024-07-01,372.6635919989176
2024-08-01,500.2256186332418
2024-09-01,569.0563462918675


 Definition: Generación eléctrica Termica. Source: CENACE
