date,TREA0011
2023-01-01,114.71361183173552
2023-02-01,109.2215597163802
2023-03-01,105.13639183196436
2023-04-01,99.0827883742176
2023-05-01,101.73191233387328
2023-06-01,96.50489361342592
2023-07-01,88.82594860717255
2023-08-01,85.64322128210928
2023-09-01,85.1161566299777
2023-10-01,85.65493332037877
2023-11-01,93.1253321539403
2023-12-01,93.63049346738944
2024-01-01,96.22324851984985
2024-02-01,94.00725425292688
2024-03-01,94.0226296911593
2024-04-01,92.01057722694858
2024-05-01,95.5665173660161
2024-06-01,99.58035350763696
2024-07-01,100.38377787623388
2024-08-01,98.5531890216773
2024-09-01,96.64725042730196
2024-10-01,92.37978878637408
2024-11-01,89.74805273561377
2024-12-01,89.347378118348
2025-01-01,90.91370035427056


 Definition: Tipo de cambio real bilateral Rusia. Source: BCE
