date,TEXP0110
2022-01-01,765.6916542
2022-02-01,851.20389851
2022-03-01,1240.15698386
2022-04-01,1050.34643291
2022-05-01,1108.07708551
2022-06-01,1221.02340354
2022-07-01,965.7501554
2022-08-01,941.06864084
2022-09-01,859.69251773
2022-10-01,855.71512611
2022-11-01,862.05835569
2022-12-01,866.16909104
2023-01-01,653.97857728
2023-02-01,635.3747921
2023-03-01,610.453291351
2023-04-01,719.321140967
2023-05-01,717.87438412
2023-06-01,652.55331837
2023-07-01,772.49596173
2023-08-01,817.871205571
2023-09-01,1100.327099303
2023-10-01,746.981808769
2023-11-01,831.05732668
2023-12-01,693.30912256
2024-01-01,874.151871675
2024-02-01,763.91736406
2024-03-01,879.44961887
2024-04-01,897.525433091
2024-05-01,907.45852238
2024-06-01,667.51259023
2024-07-01,793.69240627
2024-08-01,912.24451971
2024-09-01,688.61944147
2024-10-01,849.15377249


 Definition: Exportaciones FOB, Petroleras. Source: BCE
