date,MPFN0015
2006-01-01,122.74
2006-02-01,130.83
2006-03-01,111.44
2006-04-01,100.37
2006-05-01,120.14
2006-06-01,115.96
2006-07-01,114.21
2006-08-01,106.65
2006-09-01,112.16
2006-10-01,279.87
2006-11-01,140.25
2006-12-01,137.15
2007-01-01,121.88
2007-02-01,105.28
2007-03-01,112.21
2007-04-01,107.52
2007-05-01,103.25
2007-06-01,119.04
2007-07-01,121.41
2007-08-01,112.08
2007-09-01,108.15
2007-10-01,129.05
2007-11-01,114.48
2007-12-01,117.74
2008-01-01,110.99
2008-02-01,112.79
2008-03-01,116.67
2008-04-01,132.60000000000002
2008-05-01,134.57
2008-06-01,142.1
2008-07-01,166.28000000000003
2008-08-01,171.4
2008-09-01,147.64
2008-10-01,119.61
2008-11-01,117.83
2008-12-01,143.82
2009-01-01,170.1
2009-02-01,183.37
2009-03-01,213.35
2009-04-01,226.29
2009-05-01,206.57
2009-06-01,172.85
2009-07-01,183.54
2009-08-01,169.25
2009-09-01,141.19
2009-10-01,129.85
2009-11-01,154.22
2009-12-01,152.91
2010-01-01,156.91
2010-02-01,136.25
2010-03-01,126.55
2010-04-01,128.67
2010-05-01,132.56000000000003
2010-06-01,188.05
2010-07-01,225.15
2010-08-01,206.05
2010-09-01,219.86
2010-10-01,217.06
2010-11-01,172.84
2010-12-01,164.13
2011-01-01,171.82
2011-02-01,188.38
2011-03-01,274.91
2011-04-01,196.21
2011-05-01,181.46
2011-06-01,138.69
2011-07-01,219.8
2011-08-01,206.45
2011-09-01,308.15000000000003
2011-10-01,359.68
2011-11-01,344.04
2011-12-01,356.12
2012-01-01,396.82
2012-02-01,431.51
2012-03-01,392.97
2012-04-01,349.96
2012-05-01,353.9
2012-06-01,449.26
2012-07-01,408.2
2012-08-01,406.42
2012-09-01,396.9
2012-10-01,400.79
2012-11-01,209.6
2012-12-01,197.75
2013-01-01,186.65
2013-02-01,210.85
2013-03-01,207.76
2013-04-01,231.01
2013-05-01,184.53
2013-06-01,189.23
2013-07-01,179.36
2013-08-01,207.89
2013-09-01,194.24
2013-10-01,172.23
2013-11-01,201.14
2013-12-01,212.84
2014-01-01,168.78
2014-02-01,197.54
2014-03-01,304.95000000000005
2014-04-01,280.91
2014-05-01,279.26
2014-06-01,266.74999999999994
2014-07-01,251.85
2014-08-01,235.97
2014-09-01,215.89
2014-10-01,266.81
2014-11-01,264.98
2014-12-01,338.41
2015-01-01,269.94
2015-02-01,274.26
2015-03-01,259.19
2015-04-01,305.79
2015-05-01,313.84
2015-06-01,320.61
2015-07-01,271.93
2015-08-01,270.97
2015-09-01,241.88
2015-10-01,258.40000000000003
2015-11-01,272.84000000000003
2015-12-01,240.05
2016-01-01,523.99
2016-02-01,271.49
2016-03-01,313.7
2016-04-01,323.28
2016-05-01,304.72
2016-06-01,329.03000000000003
2016-07-01,276.86
2016-08-01,273.41
2016-09-01,308.31000000000006
2016-10-01,283.09000000000003
2016-11-01,344.64
2016-12-01,382.71
2017-01-01,396.16
2017-02-01,426.16
2017-03-01,389.4
2017-04-01,353.25
2017-05-01,364.13000000000005
2017-06-01,404.2000000000001
2017-07-01,348.09
2017-08-01,335.01000000000005
2017-09-01,285.36
2017-10-01,276.14
2017-11-01,319.04999999999995
2017-12-01,379.46
2018-01-01,274.93000000000006
2018-02-01,260.05
2018-03-01,224.36
2018-04-01,252.5
2018-05-01,250.29
2018-06-01,235.52
2018-07-01,254.79
2018-08-01,226.99
2018-09-01,394.4
2018-10-01,218.27
2018-11-01,269.03
2018-12-01,256.91
2019-01-01,254.97000000000003
2019-02-01,239.6
2019-03-01,260.16
2019-04-01,236.43000000000004
2019-05-01,194.33
2019-06-01,192.6
2019-07-01,192.61
2019-08-01,187.19
2019-09-01,205.45
2019-10-01,208.53
2019-11-01,199.42
2019-12-01,196.68
2020-01-01,178.12
2020-02-01,195.37
2020-03-01,240.01
2020-04-01,249.0
2020-05-01,216.24
2020-06-01,200.8
2020-07-01,199.71
2020-08-01,231.61
2020-09-01,218.35
2020-10-01,203.52
2020-11-01,224.3
2020-12-01,216.51
2021-01-01,215.22
2021-02-01,218.16000000000005
2021-03-01,214.63
2021-04-01,270.01
2021-05-01,226.492979
2021-06-01,246.552058
2021-07-01,215.922786
2021-08-01,219.940283
2021-09-01,246.214507
2021-10-01,244.273157
2021-11-01,242.120123
2021-12-01,220.850349
2022-01-01,257.314326
2022-02-01,243.408124
2022-03-01,243.102777
2022-04-01,236.524625
2022-05-01,246.66303
2022-06-01,242.612961
2022-07-01,228.55175600000004
2022-08-01,225.072911
2022-09-01,219.700027
2022-10-01,244.966415
2022-11-01,252.795758
2022-12-01,275.979322
2023-01-01,232.175328
2023-02-01,238.289387
2023-03-01,249.18557
2023-04-01,246.808206
2023-05-01,260.657551
2023-06-01,244.511849999999
2023-07-01,277.21418
2023-08-01,238.338341
2023-09-01,222.188626
2023-10-01,234.639482
2023-11-01,275.813147
2023-12-01,269.06077400000004
2024-01-01,234.553903
2024-02-01,242.259771
2024-03-01,264.982262
2024-04-01,254.84417100000005
2024-05-01,248.790346
2024-06-01,243.968712
2024-07-01,269.56537000000003
2024-08-01,250.821474
2024-09-01,


 Definition: Panorama financiero de cuasi-dinero: Otros depósitos. Source: BCE
