date,GERO0110
2013-01-01,186.9677156722252
2013-02-01,239.809211943524
2013-03-01,231.96678134749448
2013-04-01,228.23576381655863
2013-05-01,261.5187699759108
2013-06-01,230.6230748457127
2013-07-01,293.9942321227556
2013-08-01,244.53036148099665
2013-09-01,262.677845858746
2013-10-01,279.56739467501404
2013-11-01,282.44069791605585
2013-12-01,450.1770716765256
2014-01-01,249.23433825745883
2014-02-01,253.0220448428012
2014-03-01,243.70582155134977
2014-04-01,273.4584765857623
2014-05-01,303.7758648476316
2014-06-01,307.5399138777984
2014-07-01,269.3288441220108
2014-08-01,303.9539197208803
2014-09-01,302.0291669743796
2014-10-01,290.8076139003927
2014-11-01,273.7901621077049
2014-12-01,473.5892289768301
2015-01-01,223.32317864535003
2015-02-01,264.0798747545014
2015-03-01,282.2947660143765
2015-04-01,236.3565003528073
2015-05-01,309.72636219459497
2015-06-01,262.54343223834104
2015-07-01,295.2383324768085
2015-08-01,267.67446968418903
2015-09-01,256.1164403120281
2015-10-01,249.34647369330787
2015-11-01,290.1568194466272
2015-12-01,474.09789893706784
2016-01-01,219.4679326515717
2016-02-01,239.71793537768124
2016-03-01,261.6030491329124
2016-04-01,261.339073805729
2016-05-01,276.4376917513949
2016-06-01,237.77691319756167
2016-07-01,259.6311542944578
2016-08-01,236.202259930749
2016-09-01,263.4334090524191
2016-10-01,234.0639991664248
2016-11-01,253.57172465479425
2016-12-01,368.1669365646369
2017-01-01,198.7652991804553
2017-02-01,206.8925327641586
2017-03-01,216.3328075814417
2017-04-01,235.708896006864
2017-05-01,239.73048501176308
2017-06-01,228.00338988307945
2017-07-01,226.27907005630857
2017-08-01,209.23649969379952
2017-09-01,215.57467350904267
2017-10-01,234.159996812265
2017-11-01,232.25900706026724
2017-12-01,295.581593780555
2018-01-01,190.3728786325917
2018-02-01,206.6227647379783
2018-03-01,226.1987055909744
2018-04-01,221.70133488115948
2018-05-01,218.73267899377944
2018-06-01,233.05379179200895
2018-07-01,235.37294580271373
2018-08-01,216.12935997798667
2018-09-01,196.70597489036265
2018-10-01,243.1259361871682
2018-11-01,228.9301641615628
2018-12-01,297.38933007171426
2019-01-01,194.1888517200001
2019-02-01,204.26772003
2019-03-01,231.94927198000008
2019-04-01,235.83532116999987
2019-05-01,236.58138899000005
2019-06-01,205.03937099000007
2019-07-01,224.88684772999997
2019-08-01,211.96739923000007
2019-09-01,206.90963681000008
2019-10-01,209.93362334999995
2019-11-01,225.8892858
2019-12-01,257.3661177042684
2020-01-01,161.49690387360852
2020-02-01,232.62895114676525
2020-03-01,196.88869213758855
2020-04-01,167.28473434296882
2020-05-01,159.99952885321946
2020-06-01,197.5822412060005
2020-07-01,186.79942448597004
2020-08-01,186.98709362320932
2020-09-01,186.1298879110922
2020-10-01,188.22952347678896
2020-11-01,187.12202420137515
2020-12-01,216.8736575789317
2021-01-01,145.05544873
2021-02-01,177.17106216000002
2021-03-01,225.12167720000005
2021-04-01,198.08217429
2021-05-01,161.6342032800002
2021-06-01,191.25878442000007
2021-07-01,181.02630365999943
2021-08-01,169.53373324999984
2021-09-01,170.59472470999947
2021-10-01,166.3150538700005
2021-11-01,192.83510693000028
2021-12-01,222.0613466900001
2022-01-01,127.02299125000002
2022-02-01,179.08805186
2022-03-01,202.31142765
2022-04-01,188.19814456000003
2022-05-01,202.80717937999992
2022-06-01,260.89418456000004
2022-07-01,197.6240325800005
2022-08-01,206.57118799999947
2022-09-01,258.48498046
2022-10-01,186.89179352
2022-11-01,317.96898891000006
2022-12-01,376.17132396000017
2023-01-01,216.9024818
2023-02-01,250.75486045
2023-03-01,246.19286344
2023-04-01,238.06950137
2023-05-01,292.59119361
2023-06-01,232.6889024
2023-07-01,255.34214192999983
2023-08-01,293.47225303000005
2023-09-01,328.13529104
2023-10-01,238.59066754
2023-11-01,306.5031356400001
2023-12-01,398.59233114432726
2024-01-01,216.55675195
2024-02-01,247.52201546
2024-03-01,275.53829343
2024-04-01,277.46966668
2024-05-01,251.1636256
2024-06-01,220.75633261
2024-07-01,313.43276157
2024-08-01,227.8330508289754
2024-09-01,207.2144158998393


 Definition: Erogación operativa de Empresas Públicas No Financieras. Source: MEF
