date,GERO0102
2013-01-01,1771.3277491365498
2013-02-01,2183.750846727789
2013-03-01,2431.562586024771
2013-04-01,2272.630371928268
2013-05-01,2230.619694760605
2013-06-01,2394.312091325976
2013-07-01,2269.904284963991
2013-08-01,2551.98540678347
2013-09-01,2355.4120900158127
2013-10-01,2416.8402037207416
2013-11-01,2414.533754018152
2013-12-01,3900.6953503709847
2014-01-01,2104.787853859513
2014-02-01,2203.409945942637
2014-03-01,2385.504408106743
2014-04-01,2706.526202947466
2014-05-01,2306.585578594961
2014-06-01,2506.164260819713
2014-07-01,2495.668962270907
2014-08-01,2590.6875588224893
2014-09-01,2486.1220977002763
2014-10-01,2565.385730990516
2014-11-01,2464.7914335238347
2014-12-01,4261.280387292508
2015-01-01,1703.7336626435426
2015-02-01,2216.104365355529
2015-03-01,2632.2236875332533
2015-04-01,2286.791903170738
2015-05-01,2336.7115868000687
2015-06-01,2606.254032899701
2015-07-01,2477.6024835495405
2015-08-01,2457.306023144902
2015-09-01,2499.1999154738983
2015-10-01,2298.127774594328
2015-11-01,2392.7519257545314
2015-12-01,3712.94774967452
2016-01-01,1811.6781671040103
2016-02-01,2390.0691476990746
2016-03-01,2540.9481820554943
2016-04-01,2211.901513720177
2016-05-01,2202.018033435133
2016-06-01,2441.62348373523
2016-07-01,2043.205092223902
2016-08-01,2472.0154592819376
2016-09-01,2420.3033784457334
2016-10-01,2267.523542285861
2016-11-01,2277.12112173989
2016-12-01,3894.762655684413
2017-01-01,1890.096950000638
2017-02-01,2130.111014334121
2017-03-01,2912.803954229136
2017-04-01,2386.925178328196
2017-05-01,2372.992474891444
2017-06-01,2614.669460814459
2017-07-01,2290.746721804749
2017-08-01,2589.5987496580115
2017-09-01,2624.269400635482
2017-10-01,2357.16964897268
2017-11-01,2436.814369926796
2017-12-01,4006.054227025424
2018-01-01,2091.215687220726
2018-02-01,2346.860836406566
2018-03-01,2926.608770052043
2018-04-01,2616.0217484639693
2018-05-01,2647.225274657911
2018-06-01,2793.0371708854213
2018-07-01,2737.916491079862
2018-08-01,2888.314387282442
2018-09-01,2812.7051894483857
2018-10-01,2798.606817464118
2018-11-01,2719.164337732111
2018-12-01,4192.290379665062
2019-01-01,2436.631606191808
2019-02-01,2535.1030441144426
2019-03-01,3029.60335241035
2019-04-01,2878.2272496225755
2019-05-01,2891.188557623862
2019-06-01,2708.6864066850558
2019-07-01,2983.567424781844
2019-08-01,2765.8759069366
2019-09-01,2784.7620303455915
2019-10-01,2707.190431298337
2019-11-01,2810.543163060428
2019-12-01,4097.343204747544
2020-01-01,2592.57015181308
2020-02-01,2515.42800911892
2020-03-01,2947.0061078709737
2020-04-01,2599.5026748621085
2020-05-01,2270.746638757897
2020-06-01,2537.083227528245
2020-07-01,2459.8838637804806
2020-08-01,2790.2186809400478
2020-09-01,2108.561541151655
2020-10-01,2461.4982637254693
2020-11-01,2322.791033504664
2020-12-01,3801.4240759505
2021-01-01,2231.205052871333
2021-02-01,2189.349499834873
2021-03-01,2767.1006095082694
2021-04-01,2422.1499648515164
2021-05-01,2549.0635453157283
2021-06-01,2516.3009794204254
2021-07-01,2582.145414677977
2021-08-01,2679.7933126489665
2021-09-01,2369.3569503929893
2021-10-01,2368.1570888046786
2021-11-01,2520.719649414137
2021-12-01,3697.1955523130982
2022-01-01,2473.006358220157
2022-02-01,2763.510272840632
2022-03-01,3124.0748260728037
2022-04-01,3047.743275201916
2022-05-01,2811.1817398348944
2022-06-01,3165.2980114918582
2022-07-01,2945.7270455780595
2022-08-01,3156.0177361111723
2022-09-01,3011.2087670715823
2022-10-01,3013.5538713467245
2022-11-01,3268.8150166829287
2022-12-01,4509.623246385544
2023-01-01,2906.7270390620256
2023-02-01,3038.4152360950347
2023-03-01,3224.3170871309585
2023-04-01,2814.5692125953856
2023-05-01,3349.912890087171
2023-06-01,3093.307420284887
2023-07-01,3204.4321758578017
2023-08-01,3523.397485237695
2023-09-01,3246.8169902448594
2023-10-01,3273.8052260763266
2023-11-01,3701.9975701475546
2023-12-01,4519.101707040885
2024-01-01,2962.846330476323
2024-02-01,2810.6454676765493
2024-03-01,3175.75017249319
2024-04-01,3291.042334295548
2024-05-01,3283.812363483949
2024-06-01,2918.788545442612
2024-07-01,3968.9192069173273
2024-08-01,3373.144988668726
2024-09-01,3004.57585923319


 Definition: Erogación permanente del Sector Público No Financiero. Source: MEF
