date,MCAP0000
2006-01-01,3977.6
2006-02-01,4113.4
2006-03-01,4161.89
2006-04-01,4187.959999999999
2006-05-01,4276.150000000001
2006-06-01,4262.98
2006-07-01,4268.349999999999
2006-08-01,4300.71
2006-09-01,4357.55
2006-10-01,4519.46
2006-11-01,4443.27
2006-12-01,4451.53
2007-01-01,4438.780000000002
2007-02-01,4487.150000000001
2007-03-01,4481.08
2007-04-01,4681.0
2007-05-01,4728.35
2007-06-01,4719.76
2007-07-01,4723.4400000000005
2007-08-01,4866.58
2007-09-01,4831.49
2007-10-01,4913.44
2007-11-01,5053.790000000001
2007-12-01,5227.01
2008-01-01,5263.099999999999
2008-02-01,5440.67
2008-03-01,5486.25
2008-04-01,5844.24
2008-05-01,5881.289999999999
2008-06-01,5892.83
2008-07-01,6057.9400000000005
2008-08-01,6136.27
2008-09-01,6146.369999999999
2008-10-01,6254.910000000001
2008-11-01,6273.360000000001
2008-12-01,6246.66
2009-01-01,6084.029999999999
2009-02-01,6097.62
2009-03-01,6034.52
2009-04-01,6317.380000000001
2009-05-01,6136.57
2009-06-01,6173.710000000001
2009-07-01,6323.85
2009-08-01,6404.17
2009-09-01,6446.55
2009-10-01,6653.709999999998
2009-11-01,6594.12
2009-12-01,7029.65
2010-01-01,7080.079999999999
2010-02-01,7105.16
2010-03-01,7144.71
2010-04-01,7356.759999999999
2010-05-01,7386.339999999999
2010-06-01,7533.6
2010-07-01,7739.08
2010-08-01,7769.440000000001
2010-09-01,7746.299999999999
2010-10-01,7840.45
2010-11-01,7924.44
2010-12-01,8403.52
2011-01-01,8214.769999999999
2011-02-01,8343.46
2011-03-01,8673.09
2011-04-01,9077.44
2011-05-01,9059.56
2011-06-01,9178.339999999998
2011-07-01,9421.600000000002
2011-08-01,9604.15
2011-09-01,9940.56
2011-10-01,10076.37
2011-11-01,9976.34
2011-12-01,10603.88
2012-01-01,10522.52
2012-02-01,10870.419999999998
2012-03-01,11068.59
2012-04-01,11263.86
2012-05-01,11424.33
2012-06-01,11571.660000000002
2012-07-01,11517.68
2012-08-01,11795.02
2012-09-01,11705.88
2012-10-01,11855.740000000002
2012-11-01,11684.89
2012-12-01,11924.45
2013-01-01,11905.46
2013-02-01,12044.68
2013-03-01,11925.39
2013-04-01,12128.25
2013-05-01,12139.48
2013-06-01,12286.610000000002
2013-07-01,12372.580000000002
2013-08-01,12691.179999999998
2013-09-01,12626.7
2013-10-01,12854.15
2013-11-01,13049.09
2013-12-01,13475.45
2014-01-01,13540.27
2014-02-01,13677.249999999998
2014-03-01,13622.680000000002
2014-04-01,14001.21
2014-05-01,14046.679999999998
2014-06-01,14129.63
2014-07-01,14294.710000000005
2014-08-01,14482.94
2014-09-01,14425.32
2014-10-01,14867.23
2014-11-01,14866.9
2014-12-01,15486.28
2015-01-01,15153.7
2015-02-01,15250.21
2015-03-01,15226.89
2015-04-01,15328.94
2015-05-01,15315.64
2015-06-01,14960.02
2015-07-01,15068.22
2015-08-01,14686.820000000002
2015-09-01,14511.5
2015-10-01,14595.31
2015-11-01,14325.87
2015-12-01,14567.170000000002
2016-01-01,14878.63
2016-02-01,14644.87
2016-03-01,14766.12
2016-04-01,14864.6
2016-05-01,14671.53
2016-06-01,14908.1
2016-07-01,15024.13
2016-08-01,15282.6
2016-09-01,15586.62
2016-10-01,15803.23
2016-11-01,15763.13
2016-12-01,16290.929999999998
2017-01-01,16030.4
2017-02-01,16290.630000000005
2017-03-01,16349.41
2017-04-01,16493.730000000003
2017-05-01,16294.96
2017-06-01,17175.7
2017-07-01,17028.66
2017-08-01,17004.01
2017-09-01,17037.41
2017-10-01,16998.230000000003
2017-11-01,17036.6
2017-12-01,17838.64
2018-01-01,17473.0
2018-02-01,17660.92
2018-03-01,17981.89
2018-04-01,18214.63
2018-05-01,17943.86
2018-06-01,18097.71
2018-07-01,18130.33
2018-08-01,18079.49
2018-09-01,18257.23
2018-10-01,18132.77
2018-11-01,18158.79
2018-12-01,18800.02
2019-01-01,18562.620000000003
2019-02-01,18732.620000000003
2019-03-01,18889.91
2019-04-01,19132.73
2019-05-01,19228.980000000003
2019-06-01,19301.61
2019-07-01,19421.79
2019-08-01,19637.33
2019-09-01,19427.07
2019-10-01,19689.99
2019-11-01,19710.6
2019-12-01,20539.27
2020-01-01,20559.050000000003
2020-02-01,20633.31
2020-03-01,20253.24
2020-04-01,20437.13
2020-05-01,20548.25
2020-06-01,20636.0
2020-07-01,20923.71
2020-08-01,21196.66
2020-09-01,21428.63
2020-10-01,22021.81
2020-11-01,21586.19
2020-12-01,22694.23
2021-01-01,22477.24
2021-02-01,22368.63
2021-03-01,22282.39
2021-04-01,22685.94
2021-05-01,22619.856378000004
2021-06-01,22846.704567
2021-07-01,22966.271452
2021-08-01,23108.332013
2021-09-01,23410.676278
2021-10-01,23493.469687
2021-11-01,23270.343575
2021-12-01,24205.161382
2022-01-01,23877.587249
2022-02-01,24428.421758
2022-03-01,24340.454164
2022-04-01,24400.689243
2022-05-01,24422.812656
2022-06-01,24454.970624000005
2022-07-01,24712.873078
2022-08-01,25061.881944
2022-09-01,25417.95907
2022-10-01,25580.738914
