date,GRES0020
2013-01-01,-54.35004577441714
2013-02-01,-780.7711867548317
2013-03-01,-710.3660402126081
2013-04-01,-11.144536045677455
2013-05-01,-435.4522630750732
2013-06-01,-633.0915935579505
2013-07-01,-532.9294949275252
2013-08-01,-848.5932499937151
2013-09-01,-882.1246677857089
2013-10-01,-1014.687120196347
2013-11-01,-1249.4407820379945
2013-12-01,-1992.632967746685
2014-01-01,-33.5490855168257
2014-02-01,-791.6697906128443
2014-03-01,-678.3107825840684
2014-04-01,-0.1689663078984722
2014-05-01,-498.9138522052164
2014-06-01,-663.7859289449063
2014-07-01,-634.334539836268
2014-08-01,-792.5536231052118
2014-09-01,-753.6858918417973
2014-10-01,-1001.3774030059344
2014-11-01,-1064.2075456287987
2014-12-01,-1788.9600113536003
2015-01-01,389.344706838467
2015-02-01,-261.2360175837338
2015-03-01,-597.780670197933
2015-04-01,373.50528643111664
2015-05-01,-567.1640086118839
2015-06-01,-633.0521398106832
2015-07-01,177.79645697801743
2015-08-01,-321.9830474710332
2015-09-01,-78.61827941118275
2015-10-01,-634.0009252147836
2015-11-01,-318.1866868633334
2015-12-01,-2496.045243645184
2016-01-01,263.54395035176145
2016-02-01,-354.32397309027203
2016-03-01,-705.4663016121715
2016-04-01,28.18994332372864
2016-05-01,-146.95261505297174
2016-06-01,-526.5841101352719
2016-07-01,-492.6164059542938
2016-08-01,-555.9263247769384
2016-09-01,-694.2047696029397
2016-10-01,-417.3666058872233
2016-11-01,-974.6030047469384
2016-12-01,-2057.2080031556893
2017-01-01,315.4495154636154
2017-02-01,-637.2458558233857
2017-03-01,-806.3264789025277
2017-04-01,153.00195023061588
2017-05-01,-292.47897735113406
2017-06-01,-334.649863821679
2017-07-01,96.226699702068
2017-08-01,-360.3497278151873
2017-09-01,-31.505402744220305
2017-10-01,-619.1380295581914
2017-11-01,-708.1374091443604
2017-12-01,-2339.497511280152
2018-01-01,403.1893294957912
2018-02-01,-338.3842617698054
2018-03-01,-679.5460305242016
2018-04-01,67.46411377739742
2018-05-01,-114.45947954245604
2018-06-01,-340.1369328310925
2018-07-01,-116.72959002823472
2018-08-01,-395.23543050021726
2018-09-01,-245.39756152314536
2018-10-01,-301.5404551618685
2018-11-01,-322.80199610483885
2018-12-01,-1448.4644985781406
2019-01-01,297.1687412218877
2019-02-01,-412.05002430010046
2019-03-01,-151.1897688801521
2019-04-01,200.59294026791213
2019-05-01,-246.4706590301023
2019-06-01,-428.9104761801023
2019-07-01,-332.7847613500972
2019-08-01,-416.57284268609726
2019-09-01,-429.21679831460347
2019-10-01,-35.10496503418608
2019-11-01,-342.1393199361017
2019-12-01,-2398.760081350103
2020-01-01,446.4670371712663
2020-02-01,-550.5128063450177
2020-03-01,328.6584145735035
2020-04-01,48.384409520949504
2020-05-01,-1217.4732308526982
2020-06-01,-494.0823601511824
2020-07-01,-459.8171625186359
2020-08-01,-372.02635597546464
2020-09-01,-15.601211617428705
2020-10-01,-581.1505164936233
2020-11-01,-476.1841385643972
2020-12-01,-1655.514951872265
2021-01-01,96.00470666852874
2021-02-01,-318.2055658375004
2021-03-01,-188.6155125108537
2021-04-01,120.34590170908928
2021-05-01,-631.8082498542194
2021-06-01,-568.1564576420951
2021-07-01,-305.30582416994764
2021-08-01,-548.3185369249029
2021-09-01,4.660925230124121
2021-10-01,-437.9912823983577
2021-11-01,-248.29511435353996
2021-12-01,-2337.780363274548
2022-01-01,542.9324263699889
2022-02-01,-603.2508111700043
2022-03-01,196.57938496500128
2022-04-01,419.5410365049936
2022-05-01,-81.90504276499291
2022-06-01,-499.8201019900181
2022-07-01,-372.7354540649589
2022-08-01,-490.92366688500897
2022-09-01,-159.38653690500138
2022-10-01,-316.61120396999945
2022-11-01,-508.3901553800091
2022-12-01,-1598.3009125950116
2023-01-01,735.0891272821588
2023-02-01,-716.362925224989
2023-03-01,-160.51443501498505
2023-04-01,451.5857049449779
2023-05-01,-339.077307919989
2023-06-01,-454.1311121800063
2023-07-01,-462.4421818749697
2023-08-01,-684.8671887150599
2023-09-01,-417.51958329999206
2023-10-01,-495.7208668949712
2023-11-01,-662.3318288383662
2023-12-01,-1330.5619012299426
2024-01-01,253.883485570017
2024-02-01,361.2416544049961
2024-03-01,140.5076971699918
2024-04-01,609.2194985919441
2024-05-01,77.67321318500615
2024-06-01,-153.72071410501573
2024-07-01,40.6424802900313
2024-08-01,-387.7901068249685
2024-09-01,-218.40457865503996
2024-10-01,-674.5530716449725


 Definition: Resultado primario no petrolero del Gobierno Central. Source: MEF
