date,MCAP0011
2006-01-01,534.53
2006-02-01,538.14
2006-03-01,548.08
2006-04-01,565.0
2006-05-01,582.71
2006-06-01,596.79
2006-07-01,605.51
2006-08-01,614.11
2006-09-01,624.06
2006-10-01,632.94
2006-11-01,642.84
2006-12-01,661.31
2007-01-01,671.84
2007-02-01,679.69
2007-03-01,690.2
2007-04-01,704.97
2007-05-01,721.81
2007-06-01,726.57
2007-07-01,801.34
2007-08-01,827.25
2007-09-01,840.57
2007-10-01,865.61
2007-11-01,894.3
2007-12-01,921.02
2008-01-01,931.1
2008-02-01,946.51
2008-03-01,966.69
2008-04-01,1017.09
2008-05-01,1037.98
2008-06-01,1042.4
2008-07-01,1069.8
2008-08-01,1094.27
2008-09-01,1091.4
2008-10-01,1107.58
2008-11-01,1109.94
2008-12-01,1124.19
2009-01-01,1130.82
2009-02-01,1136.21
2009-03-01,1140.53
2009-04-01,1153.97
2009-05-01,1168.29
2009-06-01,1178.04
2009-07-01,1209.54
2009-08-01,1224.07
2009-09-01,1240.74
2009-10-01,1288.58
2009-11-01,1298.21
2009-12-01,1366.96
2010-01-01,1371.56
2010-02-01,1387.75
2010-03-01,1441.27
2010-04-01,1498.99
2010-05-01,1531.12
2010-06-01,1573.31
2010-07-01,1592.66
2010-08-01,1628.98
2010-09-01,1643.28
2010-10-01,1668.42
2010-11-01,1715.27
2010-12-01,1777.43
2011-01-01,1792.02
2011-02-01,1825.98
2011-03-01,1876.59
2011-04-01,1968.92
2011-05-01,2013.7
2011-06-01,2060.26
2011-07-01,2098.71
2011-08-01,2134.79
2011-09-01,2204.16
2011-10-01,2239.53
2011-11-01,2266.42
2011-12-01,2351.89
2012-01-01,2380.72
2012-02-01,2433.03
2012-03-01,2488.18
2012-04-01,2555.91
2012-05-01,2616.34
2012-06-01,2652.51
2012-07-01,2616.01
2012-08-01,2554.91
2012-09-01,2581.01
2012-10-01,2603.85
2012-11-01,2633.06
2012-12-01,2719.24
2013-01-01,2756.43
2013-02-01,2802.49
2013-03-01,2844.27
2013-04-01,2915.49
2013-05-01,2958.3
2013-06-01,2997.35
2013-07-01,3024.05
2013-08-01,3086.56
2013-09-01,3102.83
2013-10-01,3139.33
2013-11-01,3190.3
2013-12-01,3400.01
2014-01-01,3430.71
2014-02-01,3486.72
2014-03-01,3497.38
2014-04-01,3496.43
2014-05-01,3649.2
2014-06-01,3647.31
2014-07-01,3673.68
2014-08-01,3722.36
2014-09-01,3757.47
2014-10-01,3804.91
2014-11-01,3844.72
2014-12-01,3942.6
2015-01-01,3949.51
2015-02-01,3981.46
2015-03-01,4057.78
2015-04-01,4080.61
2015-05-01,4110.68
2015-06-01,4117.64
2015-07-01,4107.66
2015-08-01,4135.959999999999
2015-09-01,4121.780000000001
2015-10-01,4118.18
2015-11-01,4148.31
2015-12-01,4163.129999999999
2016-01-01,4171.19
2016-02-01,4205.129999999999
2016-03-01,4218.43
2016-04-01,4264.21
2016-05-01,4286.52
2016-06-01,4369.37
2016-07-01,4497.58
2016-08-01,4932.95
2016-09-01,4990.470000000001
2016-10-01,5099.200000000001
2016-11-01,5169.66
2016-12-01,5275.15
2017-01-01,5336.820000000001
2017-02-01,5497.499999999999
2017-03-01,5676.44
2017-04-01,5922.0
2017-05-01,6068.150000000001
2017-06-01,6167.820000000001
2017-07-01,6252.75
2017-08-01,6365.040000000001
2017-09-01,6428.5
2017-10-01,6602.84
2017-11-01,6696.57
2017-12-01,6929.26
2018-01-01,7001.640000000001
2018-02-01,7122.580000000001
2018-03-01,7237.990000000001
2018-04-01,7369.879999999999
2018-05-01,7528.97
2018-06-01,7549.919999999999
2018-07-01,7627.38
2018-08-01,7707.100000000001
2018-09-01,7792.02
2018-10-01,7862.92
2018-11-01,7885.45
2018-12-01,8027.35
2019-01-01,8107.289999999999
2019-02-01,8211.72
2019-03-01,8294.319999999998
2019-04-01,8432.04
2019-05-01,8519.87
2019-06-01,8675.900000000001
2019-07-01,8756.36
2019-08-01,9070.23
2019-09-01,9134.5
2019-10-01,9244.44
2019-11-01,9429.98
2019-12-01,9561.13
2020-01-01,9681.97
2020-02-01,9782.44
2020-03-01,9711.540000000005
2020-04-01,9704.83
2020-05-01,9655.589999999998
2020-06-01,9742.15
2020-07-01,9824.94
2020-08-01,9996.53
2020-09-01,10156.540000000005
2020-10-01,10461.57
2020-11-01,10593.339999999998
2020-12-01,11003.05
2021-01-01,11143.91
2021-02-01,11309.37
2021-03-01,11497.61
2021-04-01,11673.26
2021-05-01,11870.617407999998
2021-06-01,12214.423833
2021-07-01,12538.868913000002
2021-08-01,12772.23116
2021-09-01,12979.778227
2021-10-01,13231.255356999998
2021-11-01,13418.850722
2021-12-01,13782.072929
2022-01-01,13953.417142
2022-02-01,14234.054107
2022-03-01,14689.757304
2022-04-01,15003.093349
2022-05-01,15296.860013000003
2022-06-01,15546.642357
2022-07-01,15700.416505
2022-08-01,15930.319397
2022-09-01,15976.887777000004
2022-10-01,16014.772896
