date,MCAP0011
2022-11-01,16085.868008
2022-12-01,16311.735282
2023-01-01,16437.442916
2023-02-01,16539.363608
2023-03-01,16801.369915
2023-04-01,16987.554988
2023-05-01,17115.4
2023-06-01,17135.826072
2023-07-01,17183.632719
2023-08-01,17345.296836
2023-09-01,17484.122822
2023-10-01,17666.790372
2023-11-01,17622.270144
2023-12-01,17838.908716
2024-01-01,17850.708366
2024-02-01,17954.155476
2024-03-01,18038.688204
2024-04-01,18153.08745
2024-05-01,18243.964428
2024-06-01,18370.253005
2024-07-01,18452.171116
2024-08-01,18709.909589
2024-09-01,18896.104188
2024-10-01,19085.742818
2024-11-01,19228.759769
2024-12-01,19575.70823
2025-01-01,19876.619789


 Definition: Captaciones de cuasi-dinero de cooperativas. Source: BCE
