date,GRES0100
2013-01-01,895.5046156062945
2013-02-01,-784.9541848972843
2013-03-01,-461.4107796051683
2013-04-01,343.54603915630446
2013-05-01,-46.76217976141815
2013-06-01,-694.1394763462499
2013-07-01,-78.49759845924031
2013-08-01,-784.7517007549694
2013-09-01,-591.5662739013077
2013-10-01,-727.7118448381246
2013-11-01,-1175.822090332325
2013-12-01,-2895.27294767678
2014-01-01,748.0727660624663
2014-02-01,-737.5859764069552
2014-03-01,-210.32323301449816
2014-04-01,-85.2702975939157
2014-05-01,-164.81229363909972
2014-06-01,-153.4242012870358
2014-07-01,-682.6407350403675
2014-08-01,-797.9817215897056
2014-09-01,-492.8963765658736
2014-10-01,-929.2834678655202
2014-11-01,-690.0058380157693
2014-12-01,-3128.2647965919414
2015-01-01,676.6711438749062
2015-02-01,-194.5615903511332
2015-03-01,-463.4576340178282
2015-04-01,507.21312176941495
2015-05-01,-520.5598268615697
2015-06-01,-263.4583081251211
2015-07-01,442.10034754815786
2015-08-01,-650.3100342276928
2015-09-01,-365.6031461424565
2015-10-01,-786.1915916064081
2015-11-01,-683.4099549383238
2015-12-01,-3043.799093786596
2016-01-01,350.4211112108882
2016-02-01,-886.413711732638
2016-03-01,-832.1827379283955
2016-04-01,-9.321454158183329
2016-05-01,-487.4521903148335
2016-06-01,-546.9462324780238
2016-07-01,-323.61900803640106
2016-08-01,-597.8483861908462
2016-09-01,-676.8297443577574
2016-10-01,-633.712913513138
2016-11-01,-1185.3780487152098
2016-12-01,-2684.216947776757
2017-01-01,789.5274391581944
2017-02-01,-482.7601773300544
2017-03-01,-521.0774087695823
2017-04-01,105.26200147855556
2017-05-01,-100.09381122135134
2017-06-01,-264.7671484217293
2017-07-01,193.8619969296024
2017-08-01,-561.9915568301101
2017-09-01,368.3070177576115
2017-10-01,-311.260037308352
2017-11-01,-589.6663157732681
2017-12-01,-2499.941423374692
2018-01-01,812.1370324787882
2018-02-01,-78.92777867510293
2018-03-01,-56.24494320800068
2018-04-01,449.5488211620966
2018-05-01,325.5943371984778
2018-06-01,-26.716249371124547
2018-07-01,63.09547683193318
2018-08-01,85.56149829968497
2018-09-01,-103.30867178880516
2018-10-01,12.215898569322093
2018-11-01,264.2775623418602
2018-12-01,-2081.140376106211
2019-01-01,718.0000337752207
2019-02-01,-31.007837272768043
2019-03-01,-13.300464082769224
2019-04-01,561.1185215212465
2019-05-01,264.6621180592304
2019-06-01,-36.67006119111454
2019-07-01,-179.3667533707636
2019-08-01,38.43497319523554
2019-09-01,211.034340780908
2019-10-01,69.3151890546298
2019-11-01,-641.3877581597446
2019-12-01,-1759.4338921323
2020-01-01,723.8929602596897
2020-02-01,-13.059079951076685
2020-03-01,425.379748614039
2020-04-01,-134.47004197426543
2020-05-01,-749.1731244820822
2020-06-01,-740.363538437497
2020-07-01,-471.7150838465767
2020-08-01,-265.3494047309129
2020-09-01,348.50755300513487
2020-10-01,-564.8085933571275
2020-11-01,-349.1751507527784
2020-12-01,-2460.170215848384
2021-01-01,480.163684990129
2021-02-01,19.495327854651137
2021-03-01,19.438727306647507
2021-04-01,494.4239941966711
2021-05-01,-258.9426095533433
2021-06-01,124.83559684067356
2021-07-01,-47.965724299962886
2021-08-01,-370.0581415814364
2021-09-01,981.9258358603744
2021-10-01,375.8465824128889
2021-11-01,294.1671455916577
2021-12-01,-2429.822044589119
2022-01-01,926.3860008749886
2022-02-01,-181.1533395550048
2022-03-01,627.7612825650017
2022-04-01,483.8673064509925
2022-05-01,800.4146871850074
2022-06-01,69.00364767998292
2022-07-01,332.1436014250402
2022-08-01,188.53144136499384
2022-09-01,604.8334032083302
2022-10-01,34.458299896669345
2022-11-01,-120.82825745000878
2022-12-01,-1907.661411111677
2023-01-01,1137.0319442621585
2023-02-01,-350.0677497349893
2023-03-01,65.13616730401492
2023-04-01,1026.069349484979
2023-05-01,39.34663915001124
2023-06-01,-230.16357220600736
2023-07-01,-103.5732649889685
2023-08-01,-412.89953301506034
2023-09-01,-219.56637395999223
2023-10-01,-202.56561517497104
2023-11-01,-487.3185449735323
2023-12-01,-1833.345220395244
2024-01-01,817.3386697663587
2024-02-01,802.597157262966
2024-03-01,367.46275074161673
2024-04-01,770.989787988493
2024-05-01,734.6105011288328
2024-06-01,346.44514841929583
2024-07-01,-54.02105057172838
2024-08-01,93.08146438339074
2024-09-01,-39.56509136326389
2024-10-01,-478.521946424584


 Definition: Resultado primario del Sector Público No Financiero. Source: MEF
