date,GRES0130
2013-01-01,317.5952830405564
2013-02-01,248.1585842308063
2013-03-01,108.24884547797404
2013-04-01,201.1928039210686
2013-05-01,335.53102657298246
2013-06-01,220.62460780674903
2013-07-01,424.7744821409796
2013-08-01,376.1122776576264
2013-09-01,169.14001689086223
2013-10-01,406.5718173979464
2013-11-01,242.38869809258264
2013-12-01,123.9721780533256
2014-01-01,461.4762858778388
2014-02-01,228.50639566091763
2014-03-01,323.724562169612
2014-04-01,386.0903404586723
2014-05-01,278.92872484234664
2014-06-01,529.0387471585834
2014-07-01,285.45147972613483
2014-08-01,406.4241338998813
2014-09-01,347.0391880043795
2014-10-01,279.900057313387
2014-11-01,470.8373345523468
2014-12-01,193.27713749896685
2015-01-01,50.07755160535939
2015-02-01,117.41813994406569
2015-03-01,197.67087876238836
2015-04-01,143.05270886160207
2015-05-01,178.79987930405008
2015-06-01,217.2719386595108
2015-07-01,171.43067275448442
2015-08-01,81.5937043292738
2015-09-01,30.407640013568653
2015-10-01,84.02844403413201
2015-11-01,-14.952348318821803
2015-12-01,-187.5617702108032
2016-01-01,60.315706514553625
2016-02-01,69.67456629640819
2016-03-01,4.793364927085349
2016-04-01,25.90597916360059
2016-05-01,11.01779056984526
2016-06-01,86.83316210818663
2016-07-01,25.12404021693408
2016-08-01,120.32193492021656
2016-09-01,60.26401305788926
2016-10-01,41.95893944975376
2016-11-01,72.5784167825476
2016-12-01,33.324196154584286
2017-01-01,305.48712919113353
2017-02-01,78.21104758619202
2017-03-01,262.8335431034228
2017-04-01,46.38201908814375
2017-05-01,114.11943983624909
2017-06-01,165.4145120678887
2017-07-01,178.6300678471904
2017-08-01,115.13764704414515
2017-09-01,110.72032904589072
2017-10-01,31.77977521915969
2017-11-01,124.37575648401352
2017-12-01,559.3648194532373
2018-01-01,319.40217356309046
2018-02-01,169.81295367851413
2018-03-01,515.7596627930075
2018-04-01,235.10141653366827
2018-05-01,274.8659738763217
2018-06-01,260.6170280215864
2018-07-01,257.4239544066563
2018-08-01,267.32017815276896
2018-09-01,239.6766207208441
2018-10-01,78.64956591794461
2018-11-01,208.1668603398018
2018-12-01,18.58233916579553
2019-01-01,67.60953171999995
2019-02-01,173.7316853499999
2019-03-01,263.4753012799998
2019-04-01,157.6301428000001
2019-05-01,331.5057283499999
2019-06-01,222.55251056999992
2019-07-01,246.15472531000023
2019-08-01,360.6111482999999
2019-09-01,258.64202866999995
2019-10-01,120.8642690800001
2019-11-01,229.29030231000004
2019-12-01,199.60881480573164
2020-01-01,201.9879911892892
2020-02-01,216.68467737648496
2020-03-01,188.321877116827
2020-04-01,153.42044968668057
2020-05-01,41.86636209532219
2020-06-01,-33.417057921423634
2020-07-01,21.97412535054326
2020-08-01,142.01842485206336
2020-09-01,186.53504320396848
2020-10-01,244.08273643231848
2020-11-01,198.91759635221436
2020-12-01,173.3991998708046
2021-01-01,72.07522750000001
2021-02-01,111.29090656999996
2021-03-01,319.20704526
2021-04-01,196.74933333000004
2021-05-01,248.4382907899998
2021-06-01,128.33749415999992
2021-07-01,177.2014726700005
2021-08-01,192.46134004000012
2021-09-01,678.4601283900005
2021-10-01,254.92322046999948
2021-11-01,214.6470322299997
2021-12-01,124.72469352999988
2022-01-01,292.9596073
2022-02-01,94.20271243000002
2022-03-01,211.51500573
2022-04-01,197.52618667
2022-05-01,241.32562819000003
2022-06-01,53.214664279999965
2022-07-01,147.45218007999955
2022-08-01,187.98116035000064
2022-09-01,154.37253384999997
2022-10-01,315.7810335
2022-11-01,216.18909144000003
2022-12-01,74.7726313899999
2023-01-01,354.6803681800001
2023-02-01,162.38332638000009
2023-03-01,306.66702135899993
2023-04-01,199.77877514999997
2023-05-01,234.09681599
2023-06-01,230.95357812000003
2023-07-01,243.56214249000016
2023-08-01,298.46672683
2023-09-01,196.37389184999995
2023-10-01,329.9330020200001
2023-11-01,260.6117719099999
2023-12-01,99.18797448058211
2024-01-01,324.58038182731656
2024-02-01,211.666589540402
2024-03-01,219.09210086780683
2024-04-01,190.0315035050849
2024-05-01,253.63740025889535
2024-06-01,221.61067438594432
2024-07-01,216.26273672120908
2024-08-01,283.1772619479183
2024-09-01,202.3770555110885
2024-10-01,287.39619101723645


 Definition: Resultado operacional de Empresas Públicas No Financieras. Source: MEF
