date,PIPP0000
2022-08-01,110.52875199435904
2023-08-01,111.586873653929
2024-08-01,116.76225740589022
1998-09-01,13.807032717588047
1999-09-01,22.59404564157243
2000-09-01,52.73212505767458
2001-09-01,56.82298406622282
2002-09-01,59.698889147930885
2003-09-01,60.36646418558438
2004-09-01,64.23690646993384
2005-09-01,67.3416910201004
2006-09-01,68.97195539253948
2007-09-01,76.34194544461599
2008-09-01,86.87905256704177
2009-09-01,81.86675530571407
2010-09-01,88.3396011726068
2011-09-01,94.27121996917822
2012-09-01,95.95574730686674
2013-09-01,98.0805708743132
2014-09-01,102.65805670057308
2015-09-01,104.30257662008673
2016-09-01,103.29540971009
2017-09-01,102.110713109709
2018-09-01,102.9542473682898
2019-09-01,103.55890633072173
2020-09-01,101.89485480288278
2021-09-01,104.1996999551876
2022-09-01,111.95804704765584
2023-09-01,112.974926640396
2024-09-01,118.6580522479029
1998-10-01,14.865093261001064
1999-10-01,25.06255511786783
2000-10-01,53.57462340702248
2001-10-01,56.65044327707085
2002-10-01,57.02393575072354
2003-10-01,60.00478808101079
2004-10-01,63.74473770647665
2005-10-01,68.2593643187349
2006-10-01,69.50588529919372
2007-10-01,77.5062787807067
2008-10-01,85.11151132331152
2009-10-01,81.08717124475812
2010-10-01,88.83449949166898
2011-10-01,93.24582503632688
2012-10-01,95.75850075891364
2013-10-01,96.5231608978644
2014-10-01,101.14783009720004
2015-10-01,101.90725924112331
2016-10-01,102.69678610104
2017-10-01,102.16049804847766
2018-10-01,102.98544696722782
2019-10-01,103.5252407395084
2020-10-01,101.85580023674954
2021-10-01,104.76281426809967
2022-10-01,112.34324376837482
2023-10-01,112.898532301543
2024-10-01,119.33864082842148
1998-11-01,15.182699227090644
1999-11-01,27.8547622724599
2000-11-01,53.69871120129898
2001-11-01,56.47985793783021
2002-11-01,57.7032237599852
2003-11-01,59.813106413826674
2004-11-01,66.3506872872856
2005-11-01,67.99106317884348
2006-11-01,70.96166117969186
2007-11-01,77.0638414384522
2008-11-01,84.44681481582236
2009-11-01,84.6601741629862
2010-11-01,90.38422633962676
2011-11-01,94.63679782329466
2012-11-01,94.43493950541615
2013-11-01,96.31640838744129
2014-11-01,101.31553034887804
2015-11-01,101.06827582502284
2016-11-01,102.211604861519
2017-11-01,102.47407090393808
2018-11-01,102.92293713394218
2019-11-01,103.43105311327832
2020-11-01,102.37398168734175
2021-11-01,105.17695901173856
2022-11-01,111.8312209743328
2023-11-01,112.873120990819
2024-11-01,119.37529576524572
1998-12-01,15.287091455125008
1999-12-01,29.768893280785043
2000-12-01,53.9891257119114
2001-12-01,57.50967545492336
2002-12-01,60.40877889347866
2003-12-01,60.42713615152455
2004-12-01,66.68554696848253
2005-12-01,68.83226891806187
2006-12-01,70.19207296453735
2007-12-01,77.40358266599561
2008-12-01,83.56571765121336
2009-12-01,84.7673260906724
2010-12-01,90.63177551263522
2011-12-01,93.40701413412836
2012-12-01,95.24338817129232
2013-12-01,98.16448327690202
2014-12-01,101.22172552949044
2015-12-01,100.52264751442624
2016-12-01,102.18626685988
2017-12-01,103.49979408533
2018-12-01,102.33906267308274
2019-12-01,104.32170946736876
2020-12-01,102.76154358371898
2021-12-01,104.53255724884228
2022-12-01,110.94956576817404
2023-12-01,111.956022773171
2024-12-01,120.38518086185483


 Definition: Indice de Precios al Productor. Source: INE
