date,RPRO0008
2007-01-01,173.096
2007-02-01,66.987
2007-03-01,45.703
2007-04-01,41.439
2007-05-01,42.848
2007-06-01,67.819
2007-07-01,196.462
2007-08-01,192.269
2007-09-01,165.138
2007-10-01,128.838
2007-11-01,126.191
2007-12-01,154.407
2008-01-01,153.975
2008-02-01,132.385
2008-03-01,160.744
2008-04-01,153.805
2008-05-01,171.35
2008-06-01,187.126
2008-07-01,108.862
2008-08-01,219.988
2008-09-01,203.667
2008-10-01,174.243
2008-11-01,195.41
2008-12-01,211.597
2009-01-01,202.54
2009-02-01,179.772
2009-03-01,93.506
2009-04-01,102.832
2009-05-01,210.797
2009-06-01,198.03
2009-07-01,183.089
2009-08-01,222.927
2009-09-01,224.235
2009-10-01,206.999
2009-11-01,159.049
2009-12-01,175.472
2010-01-01,188.52
2010-02-01,197.982
2010-03-01,106.037
2010-04-01,61.002
2010-05-01,154.455
2010-06-01,212.319
2010-07-01,247.107
2010-08-01,147.68
2010-09-01,63.513
2010-10-01,195.179
2010-11-01,219.853
2010-12-01,197.794
2011-01-01,189.96874
2011-02-01,198.9265
2011-03-01,209.57779
2011-04-01,234.21583
2011-05-01,238.87261
2011-06-01,179.107
2011-07-01,238.46012
2011-08-01,238.58884
2011-09-01,239.43667
2011-10-01,236.26795
2011-11-01,206.87489
2011-12-01,120.08084
2012-01-01,241.01413
2012-02-01,211.73544
2012-03-01,213.23311
2012-04-01,195.38895
2012-05-01,249.77564
2012-06-01,220.71434
2012-07-01,224.42107
2012-08-01,201.45313
2012-09-01,236.83977
2012-10-01,208.57084000000003
2012-11-01,230.65062
2012-12-01,240.15456
2013-01-01,251.98975
2013-02-01,162.74844000000002
2013-03-01,97.35189
2013-04-01,160.09739
2013-05-01,286.89896000000005
2013-06-01,269.34333
2013-07-01,261.03316
2013-08-01,212.73656
2013-09-01,243.94899
2013-10-01,230.26536
2013-11-01,227.89035
2013-12-01,199.87458
2014-01-01,230.10528
2014-02-01,224.03458
2014-03-01,228.05988
2014-04-01,205.2932632225
2014-05-01,196.79108
2014-06-01,192.16949
2014-07-01,232.83553
2014-08-01,102.05041
2014-09-01,92.85232
2014-10-01,103.83734
2014-11-01,100.40077
2014-12-01,96.934283227
2015-01-01,100.12545
2015-02-01,87.22155000000001
2015-03-01,105.1186520616
2015-04-01,106.0015076109
2015-05-01,102.83874
2015-06-01,102.412189534
2015-07-01,97.8697666168
2015-08-01,94.9545092848
2015-09-01,97.18392
2015-10-01,193.6800263285
2015-11-01,171.7487046455
2015-12-01,262.60212
2016-01-01,252.9791
2016-02-01,180.5028917427
2016-03-01,266.6357649524
2016-04-01,232.9443779587
2016-05-01,225.487803731
2016-06-01,237.8937599029
2016-07-01,216.7652226212
2016-08-01,240.4662292948
2016-09-01,260.9059732594
2016-10-01,253.7025054588
2016-11-01,277.8176369988
2016-12-01,226.0224983051
2017-01-01,241.4670009639
2017-02-01,235.5806193773
2017-03-01,250.01925562090003
2017-04-01,215.5069422
2017-05-01,255.4403170637
2017-06-01,224.407440354
2017-07-01,257.773459644
2017-08-01,243.490598093
2017-09-01,223.1704951965
2017-10-01,256.6260810197
2017-11-01,254.915677388
2017-12-01,262.66397282160005
2018-01-01,250.33721543010003
2018-02-01,225.4643721115
2018-03-01,236.1117183986
2018-04-01,201.707809126
2018-05-01,181.4540296752
2018-06-01,168.8165897126
2018-07-01,234.93505997250003
2018-08-01,235.4860330784
2018-09-01,230.9530034524
2018-10-01,223.7826180999
2018-11-01,244.06637323400005
2018-12-01,220.044883932
2019-01-01,229.13726
2019-02-01,214.76343
2019-03-01,100.4600189491
2019-04-01,94.39815
2019-05-01,93.910780337
2019-06-01,86.37740382650001
2019-07-01,95.5276752525
2019-08-01,199.92122667300004
2019-09-01,227.2467110638
2019-10-01,165.6331441974
2019-11-01,211.865761386
2019-12-01,203.3062609586
2020-01-01,243.9015637993
2020-02-01,203.1584415447
2020-03-01,202.0103309088
2020-04-01,39.74915
2020-05-01,89.57519694919999
2020-06-01,171.318699875
2020-07-01,169.923428026
2020-08-01,151.54988994310003
2020-09-01,146.1717832746
2020-10-01,143.8361298572
2020-11-01,162.68731940819998
2020-12-01,185.1750255088
2021-01-01,182.4467575232
2021-02-01,176.6089961679
2021-03-01,178.8804981513
2021-04-01,115.1883725369
2021-05-01,182.5508880286
2021-06-01,194.0766294623
2021-07-01,186.241736342
2021-08-01,183.3219757903
2021-09-01,174.3652951447
2021-10-01,218.6979765714
2021-11-01,222.7874921282
2021-12-01,121.0526768904
2022-01-01,163.31240072600002
2022-02-01,158.38054582529998
2022-03-01,205.1384297937
2022-04-01,184.8374790649
2022-05-01,191.28463245230003
2022-06-01,146.8375650089
2022-07-01,162.60527402000002
2022-08-01,114.3881127197
2022-09-01,139.4296040891
2022-10-01,97.2813196578
2022-11-01,168.05397939280002
2022-12-01,144.70957081839998
2023-01-01,204.1152741201
2023-02-01,161.45203738400002
2023-03-01,167.4273831223
2023-04-01,209.2883523426
2023-05-01,201.6557119248
2023-06-01,172.21260767220002
2023-07-01,137.8169190603
2023-08-01,141.21118134780002
2023-09-01,148.3395096917
2023-10-01,103.6539302646
2023-11-01,132.49962213470002
2023-12-01,122.8644667397
2024-01-01,144.0565889136
2024-02-01,109.7824946299
2024-03-01,103.6516124975
2024-04-01,125.19198240400004
2024-05-01,118.2213680259
2024-06-01,84.7350996641
2024-07-01,105.4753138905


 Definition: Producción de LPG. Source: BCE
