date,GERO0100
2013-01-01,2551.7476465551736
2013-02-01,3236.6189468370267
2013-03-01,3553.217682317665
2013-04-01,3542.848513825983
2013-05-01,3296.965350934533
2013-06-01,3473.8914411714813
2013-07-01,3524.6135542124275
2013-08-01,3822.635315330469
2013-09-01,3624.3649085590905
2013-10-01,4083.739624213045
2013-11-01,4185.09861257345
2013-12-01,6311.911258233554
2014-01-01,2860.0601779876047
2014-02-01,3491.279814926153
2014-03-01,3569.6116452820925
2014-04-01,3991.4772976022928
2014-05-01,3396.8055261016248
2014-06-01,3729.30575975028
2014-07-01,3856.1588199152734
2014-08-01,3826.745852265184
2014-09-01,3782.1226183184017
2014-10-01,4272.342453836889
2014-11-01,4020.456400556002
2014-12-01,6478.701278559273
2015-01-01,2346.8549308334686
2015-02-01,3246.543748579501
2015-03-01,3697.877165955973
2015-04-01,3185.3931675095887
2015-05-01,3691.454350634346
2015-06-01,3771.240037652069
2015-07-01,3478.080127693608
2015-08-01,3367.214305146328
2015-09-01,3375.257374920828
2015-10-01,3497.090454045064
2015-11-01,3316.169893730221
2015-12-01,5947.731286867267
2016-01-01,2460.68902127004
2016-02-01,3269.753522207512
2016-03-01,3722.5274715430255
2016-04-01,3137.176891900177
2016-05-01,3011.5519535815965
2016-06-01,3523.135581415773
2016-07-01,3066.9089337557243
2016-08-01,3578.1129882794403
2016-09-01,3673.195660923212
2016-10-01,3432.042856764076
2016-11-01,3727.643827127232
2016-12-01,6576.46034678552
2017-01-01,2384.1704494354017
2017-02-01,3051.439335261375
2017-03-01,4110.445399198952
2017-04-01,3409.833554787712
2017-05-01,3169.8742719228608
2017-06-01,3354.598746322869
2017-07-01,2962.62114267428
2017-08-01,3326.232041899231
2017-09-01,3312.66602642748
2017-10-01,3167.432319924631
2017-11-01,3619.1889910636746
2017-12-01,6515.893093002669
2018-01-01,2470.576294833546
2018-02-01,2956.5258574374134
2018-03-01,3949.5294229608858
2018-04-01,3520.6372363953324
2018-05-01,3340.0554108433
2018-06-01,3594.8329841670397
2018-07-01,3464.2125365863494
2018-08-01,3508.00955029531
2018-09-01,3870.0179851244266
2018-10-01,3523.38227162087
2018-11-01,3443.662486375216
2018-12-01,6421.834161308927
2019-01-01,2903.2169024118075
2019-02-01,3066.3246132144427
2019-03-01,3578.0747022103496
2019-04-01,3604.1792673825753
2019-05-01,3639.596563483862
2019-06-01,3325.8993861750555
2019-07-01,3651.482897691844
2019-08-01,3392.6986741965998
2019-09-01,3498.722258983591
2019-10-01,3359.480820118338
2019-11-01,3408.820990510427
2019-12-01,5413.908370627934
2020-01-01,3006.290099036685
2020-02-01,3022.9839905661893
2020-03-01,3399.0987588161643
2020-04-01,2888.328123178654
2020-05-01,2706.489135954901
2020-06-01,2972.8592267662666
2020-07-01,3033.0036354490617
2020-08-01,3283.225423410634
2020-09-01,2709.606119842383
2020-10-01,3163.353466774915
2020-11-01,3124.227111169661
2020-12-01,5313.450649047976
2021-01-01,2461.78164984987
2021-02-01,2548.5462107648727
2021-03-01,3660.143772638269
2021-04-01,2986.4222073215174
2021-05-01,3322.998280915728
2021-06-01,3241.7717890704253
2021-07-01,3296.045172834644
2021-08-01,3429.9152012223008
2021-09-01,3056.494602229239
2021-10-01,3098.767480518428
2021-11-01,3341.115593294137
2021-12-01,5800.715387913087
2022-01-01,2764.8756715501568
2022-02-01,3218.033017700632
2022-03-01,3675.6334220928034
2022-04-01,3594.3522116719155
2022-05-01,3369.4626838548947
2022-06-01,3768.7960833318575
2022-07-01,3604.30218269806
2022-08-01,3817.931741321171
2022-09-01,3661.33565032825
2022-10-01,3724.4719313600585
2022-11-01,4019.8828462429287
2022-12-01,6002.884944365544
2023-01-01,3325.3182965320257
2023-02-01,3559.5984941150346
2023-03-01,3880.609756580959
2023-04-01,3561.455113025385
2023-05-01,4050.940041577171
2023-06-01,3656.978333180888
2023-07-01,3764.7199546718016
2023-08-01,4162.100849817694
2023-09-01,3897.60891680486
2023-10-01,3966.370116406327
2023-11-01,4451.5032844760535
2023-12-01,5606.264684678011
2024-01-01,3383.3673261727063
2024-02-01,3256.694350931771
2024-03-01,3697.71386634583
2024-04-01,3808.825884460104
2024-05-01,3835.275635387665
2024-06-01,3565.016433077862
2024-07-01,4632.816022597604


 Definition: Erogaciones del Sector Público No Financiero, Total. Source: MEF
