date,MRIN0040
2006-01-01,24.78968199999997
2006-02-01,24.621434000000026
2006-03-01,24.70999999999998
2006-04-01,25.22999999999996
2006-05-01,25.616691000000003
2006-06-01,25.370000000000005
2006-07-01,25.34999999999997
2006-08-01,25.53000000000003
2006-09-01,25.320840999999973
2006-10-01,25.390000000000043
2006-11-01,25.860000000000014
2006-12-01,25.799999999999955
2007-01-01,25.55000000000001
2007-02-01,25.81
2007-03-01,25.899999999999977
2007-04-01,26.139999999999983
2007-05-01,25.94999999999999
2007-06-01,26.0
2007-07-01,26.25999999999999
2007-08-01,26.28000000000003
2007-09-01,26.69999999999999
2007-10-01,26.899999999999977
2007-11-01,27.269999999999985
2007-12-01,27.069999999999997
2008-01-01,27.36006399999997
2008-02-01,27.62212799999997
2008-03-01,28.204394999999977
2008-04-01,27.849032000000022
2008-05-01,27.79603600000001
2008-06-01,28.01779499999998
2008-07-01,27.79929500000003
2008-08-01,26.95907999999997
2008-09-01,26.70747800000004
2008-10-01,25.52544900000004
2008-11-01,25.62543799999997
2008-12-01,26.416773000000035
2009-01-01,25.587535000000003
2009-02-01,25.166313
2009-03-01,25.64155999999997
2009-04-01,25.688896
2009-05-01,26.550205999999942
2009-06-01,26.621895999999992
2009-07-01,26.640761999999995
2009-08-01,26.82238799999999
2009-09-01,27.17312100000004
2009-10-01,27.267792999999983
2009-11-01,27.615781999999967
2009-12-01,26.887046999999995
2010-01-01,26.655511999999987
2010-02-01,26.284883999999977
2010-03-01,26.038943000000017
2010-04-01,25.916829000000007
2010-05-01,25.28585299999997
2010-06-01,25.36423199999996
2010-07-01,26.043745
2010-08-01,25.87892599999998
2010-09-01,26.68981300000001
2010-10-01,26.95736499999998
2010-11-01,26.168258999999978
2010-12-01,26.412656999999967
2011-01-01,26.788430000000005
2011-02-01,26.97897499999999
2011-03-01,27.192500999999996
2011-04-01,27.800667000000036
2011-05-01,27.45439300000004
2011-06-01,27.448905000000025
2011-07-01,27.46656999999999
2011-08-01,27.601718000000005
2011-09-01,26.78294199999999
2011-10-01,45.23897399999999
2011-11-01,44.25939999999997
2011-12-01,43.794716
2012-01-01,44.24570800000004
2012-02-01,44.38662500000004
2012-03-01,44.188942
2012-04-01,44.19807000000003
2012-05-01,43.081286999999975
2012-06-01,43.28924000000001
2012-07-01,43.02623199999999
2012-08-01,43.420000000000016
2012-09-01,43.99000000000001
2012-10-01,43.94999999999993
2012-11-01,43.77999999999997
2012-12-01,43.839999999999975
2013-01-01,43.97000000000003
2013-02-01,43.21000000000004
2013-03-01,42.73000000000002
2013-04-01,43.05000000000007
2013-05-01,42.700000000000045
2013-06-01,42.900000000000034
2013-07-01,43.16999999999996
2013-08-01,43.21999999999997
2013-09-01,43.76077000000004
2013-10-01,43.87373199999996
2013-11-01,43.79300400000005
2013-12-01,43.92964299999994
2014-01-01,43.76419299999998
2014-02-01,44.14073299999996
2014-03-01,44.09024299999999
2014-04-01,44.20605699999999
2014-05-01,43.94305000000003
2014-06-01,44.097658999999965
2014-07-01,43.68175399999996
